pair_id,year,session_id,t0_utc,t0_local,future_utc,future_local,requested_horizon_min,actual_horizon_min,horizon_error_min,track_temp_0_c,ambient_temp_0_c,thermal_gap_0_c,track_rate_0_c_per_min,rate_lookback_min,rate_source_utc,rate_source_track_c,rate_valid,future_track_temp_c,future_ambient_temp_c,delta_track_temp_c,delta_ambient_temp_c,source_row_0,source_row_future,solar_elevation_0_deg,future_solar_elevation_deg,delta_solar_elevation_deg,solar_elevation_mean_deg
2020_2020-08-15_day1_003_h30,2020,2020_2020-08-15_day1,2020-08-15 13:00:00+00:00,2020-08-15 13:00:00+00:00,2020-08-15 13:30:00+00:00,2020-08-15 13:30:00+00:00,30,30.0,0.0,28.88888888888889,23.333333333333332,5.555555555555557,0.074074074074074,15.0,2020-08-15 12:45:00+00:00,27.77777777777778,True,31.11111111111111,23.88888888888889,2.2222222222222214,0.5555555555555571,328,330,22.33348178550625,28.085204849664713,5.751723064158462,25.209343317585482
2020_2020-08-15_day1_003_h120,2020,2020_2020-08-15_day1,2020-08-15 13:00:00+00:00,2020-08-15 13:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,120,120.0,0.0,28.88888888888889,23.333333333333332,5.555555555555557,0.074074074074074,15.0,2020-08-15 12:45:00+00:00,27.77777777777778,True,38.333333333333336,26.666666666666668,9.444444444444446,3.3333333333333357,328,332,22.33348178550625,44.82665002950343,22.493168243997182,33.580065907504846
2020_2020-08-15_day1_004_h15,2020,2020_2020-08-15_day1,2020-08-15 13:15:00+00:00,2020-08-15 13:15:00+00:00,2020-08-15 13:30:00+00:00,2020-08-15 13:30:00+00:00,15,15.0,0.0,30.0,23.88888888888889,6.111111111111111,0.074074074074074,15.0,2020-08-15 13:00:00+00:00,28.88888888888889,True,31.11111111111111,23.88888888888889,1.1111111111111107,0.0,329,330,25.212144766674427,28.085204849664713,2.8730600829902855,26.64867480816957
2020_2020-08-15_day1_004_h90,2020,2020_2020-08-15_day1,2020-08-15 13:15:00+00:00,2020-08-15 13:15:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,90,90.0,0.0,30.0,23.88888888888889,6.111111111111111,0.074074074074074,15.0,2020-08-15 13:00:00+00:00,28.88888888888889,True,37.22222222222222,25.555555555555557,7.222222222222221,1.666666666666668,329,331,25.212144766674427,42.13841094426483,16.9262661775904,33.67527785546963
2020_2020-08-15_day1_004_h120,2020,2020_2020-08-15_day1,2020-08-15 13:15:00+00:00,2020-08-15 13:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,120,120.0,0.0,30.0,23.88888888888889,6.111111111111111,0.074074074074074,15.0,2020-08-15 13:00:00+00:00,28.88888888888889,True,39.44444444444444,26.666666666666668,9.444444444444445,2.7777777777777786,329,333,25.212144766674427,47.44654474394085,22.23439997726642,36.32934475530764
2020_2020-08-15_day1_005_h90,2020,2020_2020-08-15_day1,2020-08-15 13:30:00+00:00,2020-08-15 13:30:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,90,90.0,0.0,31.11111111111111,23.88888888888889,7.222222222222221,0.074074074074074,15.0,2020-08-15 13:15:00+00:00,30.0,True,38.333333333333336,26.666666666666668,7.222222222222225,2.7777777777777786,330,332,28.085204849664713,44.82665002950343,16.74144517983872,36.45592743958407
2020_2020-08-15_day1_005_h120,2020,2020_2020-08-15_day1,2020-08-15 13:30:00+00:00,2020-08-15 13:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,120,120.0,0.0,31.11111111111111,23.88888888888889,7.222222222222221,0.074074074074074,15.0,2020-08-15 13:15:00+00:00,30.0,True,40.55555555555556,27.22222222222222,9.444444444444446,3.333333333333332,330,334,28.085204849664713,49.98138446411765,21.89617961445294,39.03329465689119
2020_2020-08-15_day1_006_h15,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,15,15.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,38.333333333333336,26.666666666666668,1.1111111111111145,1.1111111111111107,331,332,42.13841094426483,44.82665002950343,2.6882390852386067,43.48253048688413
2020_2020-08-15_day1_006_h30,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,30,30.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,39.44444444444444,26.666666666666668,2.2222222222222214,1.1111111111111107,331,333,42.13841094426483,47.44654474394085,5.308133799676021,44.792477844102834
2020_2020-08-15_day1_006_h60,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,60,60.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,41.666666666666664,27.22222222222222,4.444444444444443,1.6666666666666643,331,335,42.13841094426483,52.41087835747538,10.272467413210556,47.2746446508701
2020_2020-08-15_day1_006_h90,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,90,90.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,46.666666666666664,28.88888888888889,9.444444444444445,3.333333333333332,331,337,42.13841094426483,56.8502324899857,14.711821545720873,49.49432171712526
2020_2020-08-15_day1_006_h120,2020,2020_2020-08-15_day1,2020-08-15 14:45:00+00:00,2020-08-15 14:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,120,120.0,0.0,37.22222222222222,25.555555555555557,11.666666666666664,,,,,False,48.888888888888886,28.88888888888889,11.666666666666664,3.333333333333332,331,339,42.13841094426483,60.50436137018519,18.36595042592036,51.32138615722501
2020_2020-08-15_day1_007_h15,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,15,15.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.0740740740740742,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,39.44444444444444,26.666666666666668,1.1111111111111072,0.0,332,333,44.82665002950343,47.44654474394085,2.6198947144374145,46.136597386722144
2020_2020-08-15_day1_007_h30,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,30,30.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.0740740740740742,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,40.55555555555556,27.22222222222222,2.2222222222222214,0.5555555555555536,332,334,44.82665002950343,49.98138446411765,5.15473443461422,47.40401724681054
2020_2020-08-15_day1_007_h60,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,60,60.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.0740740740740742,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,43.333333333333336,27.77777777777778,5.0,1.1111111111111107,332,336,44.82665002950343,54.71039496858343,9.883744939079996,49.76852249904343
2020_2020-08-15_day1_007_h90,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,90,90.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.0740740740740742,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,47.77777777777778,28.88888888888889,9.444444444444445,2.2222222222222214,332,338,44.82665002950343,58.79512647325228,13.968476443748848,51.81088825137786
2020_2020-08-15_day1_007_h120,2020,2020_2020-08-15_day1,2020-08-15 15:00:00+00:00,2020-08-15 15:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,120,120.0,0.0,38.333333333333336,26.666666666666668,11.666666666666668,0.0740740740740742,15.0,2020-08-15 14:45:00+00:00,37.22222222222222,True,50.0,28.88888888888889,11.666666666666664,2.2222222222222214,332,340,44.82665002950343,61.933023921916416,17.106373892412982,53.37983697570992
2020_2020-08-15_day1_008_h15,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,15,15.0,0.0,39.44444444444444,26.666666666666668,12.777777777777777,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,40.55555555555556,27.22222222222222,1.1111111111111145,0.5555555555555536,333,334,47.44654474394085,49.98138446411765,2.534839720176805,48.71396460402925
2020_2020-08-15_day1_008_h30,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,30,30.0,0.0,39.44444444444444,26.666666666666668,12.777777777777777,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,41.666666666666664,27.22222222222222,2.2222222222222214,0.5555555555555536,333,335,47.44654474394085,52.41087835747538,4.964333613534535,49.928711550708115
2020_2020-08-15_day1_008_h60,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,60,60.0,0.0,39.44444444444444,26.666666666666668,12.777777777777777,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,46.666666666666664,28.88888888888889,7.222222222222221,2.2222222222222214,333,337,47.44654474394085,56.8502324899857,9.403687746044852,52.148388616963274
2020_2020-08-15_day1_008_h90,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,90,90.0,0.0,39.44444444444444,26.666666666666668,12.777777777777777,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,48.888888888888886,28.88888888888889,9.444444444444445,2.2222222222222214,333,339,47.44654474394085,60.50436137018519,13.057816626244339,53.97545305706302
2020_2020-08-15_day1_008_h120,2020,2020_2020-08-15_day1,2020-08-15 15:15:00+00:00,2020-08-15 15:15:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,120,120.0,0.0,39.44444444444444,26.666666666666668,12.777777777777777,0.0740740740740738,15.0,2020-08-15 15:00:00+00:00,38.333333333333336,True,50.55555555555556,29.444444444444443,11.111111111111114,2.777777777777775,333,341,47.44654474394085,63.03498931896207,15.58844457502122,55.240767031451455
2020_2020-08-15_day1_009_h15,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,15,15.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.0740740740740742,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,41.666666666666664,27.22222222222222,1.1111111111111072,0.0,334,335,49.98138446411765,52.41087835747538,2.42949389335773,51.19613141079652
2020_2020-08-15_day1_009_h30,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,30,30.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.0740740740740742,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,43.333333333333336,27.77777777777778,2.7777777777777786,0.5555555555555571,334,336,49.98138446411765,54.71039496858343,4.729010504465776,52.34588971635054
2020_2020-08-15_day1_009_h60,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,60,60.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.0740740740740742,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,47.77777777777778,28.88888888888889,7.222222222222221,1.666666666666668,334,338,49.98138446411765,58.79512647325228,8.813742009134629,54.38825546868497
2020_2020-08-15_day1_009_h90,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,90,90.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.0740740740740742,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,50.0,28.88888888888889,9.444444444444445,1.666666666666668,334,340,49.98138446411765,61.933023921916416,11.951639457798763,55.957204193017034
2020_2020-08-15_day1_009_h120,2020,2020_2020-08-15_day1,2020-08-15 15:30:00+00:00,2020-08-15 15:30:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,120,120.0,0.0,40.55555555555556,27.22222222222222,13.333333333333336,0.0740740740740742,15.0,2020-08-15 15:15:00+00:00,39.44444444444444,True,51.666666666666664,30.555555555555557,11.111111111111107,3.3333333333333357,334,342,49.98138446411765,63.767926449933455,13.786541985815802,56.874655457025554
2020_2020-08-15_day1_010_h15,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,15,15.0,0.0,41.666666666666664,27.22222222222222,14.444444444444445,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,43.333333333333336,27.77777777777778,1.6666666666666714,0.5555555555555571,335,336,52.41087835747538,54.71039496858343,2.2995166111080465,53.560636663029406
2020_2020-08-15_day1_010_h30,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,30,30.0,0.0,41.666666666666664,27.22222222222222,14.444444444444445,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,46.666666666666664,28.88888888888889,5.0,1.666666666666668,335,337,52.41087835747538,56.8502324899857,4.439354132510317,54.63055542373054
2020_2020-08-15_day1_010_h60,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,60,60.0,0.0,41.666666666666664,27.22222222222222,14.444444444444445,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,48.888888888888886,28.88888888888889,7.222222222222221,1.666666666666668,335,339,52.41087835747538,60.50436137018519,8.093483012709804,56.45761986383029
2020_2020-08-15_day1_010_h90,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,90,90.0,0.0,41.666666666666664,27.22222222222222,14.444444444444445,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,50.55555555555556,29.444444444444443,8.888888888888893,2.2222222222222214,335,341,52.41087835747538,63.03498931896207,10.624110961486686,57.72293383821872
2020_2020-08-15_day1_010_h120,2020,2020_2020-08-15_day1,2020-08-15 15:45:00+00:00,2020-08-15 15:45:00+00:00,2020-08-15 17:45:00+00:00,2020-08-15 17:45:00+00:00,120,120.0,0.0,41.666666666666664,27.22222222222222,14.444444444444445,0.0740740740740738,15.0,2020-08-15 15:30:00+00:00,40.55555555555556,True,53.333333333333336,30.555555555555557,11.666666666666671,3.3333333333333357,335,343,52.41087835747538,64.09974830669265,11.688869949217263,58.255313332084015
2020_2020-08-15_day1_011_h15,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,15,15.0,0.0,43.333333333333336,27.77777777777778,15.555555555555555,0.1111111111111114,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,46.666666666666664,28.88888888888889,3.3333333333333286,1.1111111111111107,336,337,54.71039496858343,56.8502324899857,2.1398375214022707,55.780313729284565
2020_2020-08-15_day1_011_h30,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,30,30.0,0.0,43.333333333333336,27.77777777777778,15.555555555555555,0.1111111111111114,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,47.77777777777778,28.88888888888889,4.444444444444443,1.1111111111111107,336,338,54.71039496858343,58.79512647325228,4.084731504668852,56.752760720917856
2020_2020-08-15_day1_011_h60,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,60,60.0,0.0,43.333333333333336,27.77777777777778,15.555555555555555,0.1111111111111114,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,50.0,28.88888888888889,6.666666666666664,1.1111111111111107,336,340,54.71039496858343,61.933023921916416,7.222628953332986,58.32170944524992
2020_2020-08-15_day1_011_h90,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,90,90.0,0.0,43.333333333333336,27.77777777777778,15.555555555555555,0.1111111111111114,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,51.666666666666664,30.555555555555557,8.333333333333329,2.7777777777777786,336,342,54.71039496858343,63.767926449933455,9.057531481350026,59.23916070925844
2020_2020-08-15_day1_011_h120,2020,2020_2020-08-15_day1,2020-08-15 16:00:00+00:00,2020-08-15 16:00:00+00:00,2020-08-15 18:00:00+00:00,2020-08-15 18:00:00+00:00,120,120.0,0.0,43.333333333333336,27.77777777777778,15.555555555555555,0.1111111111111114,15.0,2020-08-15 15:45:00+00:00,41.666666666666664,True,50.0,30.555555555555557,6.666666666666664,2.7777777777777786,336,344,54.71039496858343,64.01474110099522,9.304346132411794,59.36256803478933
2020_2020-08-15_day1_012_h15,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,15,15.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,47.77777777777778,28.88888888888889,1.1111111111111145,0.0,337,338,56.8502324899857,58.79512647325228,1.9448939832665815,57.82267948161899
2020_2020-08-15_day1_012_h30,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,30,30.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,48.888888888888886,28.88888888888889,2.2222222222222214,0.0,337,339,56.8502324899857,60.50436137018519,3.6541288801994867,58.67729693008545
2020_2020-08-15_day1_012_h60,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 17:15:00+00:00,2020-08-15 17:15:00+00:00,60,60.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,50.55555555555556,29.444444444444443,3.888888888888893,0.5555555555555536,337,341,56.8502324899857,63.03498931896207,6.184756828976369,59.94261090447388
2020_2020-08-15_day1_012_h90,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 17:45:00+00:00,2020-08-15 17:45:00+00:00,90,90.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,53.333333333333336,30.555555555555557,6.666666666666671,1.666666666666668,337,343,56.8502324899857,64.09974830669265,7.249515816706946,60.47499039833917
2020_2020-08-15_day1_012_h120,2020,2020_2020-08-15_day1,2020-08-15 16:15:00+00:00,2020-08-15 16:15:00+00:00,2020-08-15 18:15:00+00:00,2020-08-15 18:15:00+00:00,120,120.0,0.0,46.666666666666664,28.88888888888889,17.777777777777775,0.2222222222222219,15.0,2020-08-15 16:00:00+00:00,43.333333333333336,True,51.111111111111114,29.444444444444443,4.44444444444445,0.5555555555555536,337,345,56.8502324899857,63.516964941374056,6.666732451388356,60.18359871567988
2020_2020-08-15_day1_013_h15,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 16:45:00+00:00,2020-08-15 16:45:00+00:00,15,15.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.0740740740740742,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,48.888888888888886,28.88888888888889,1.1111111111111072,0.0,338,339,58.79512647325228,60.50436137018519,1.7092348969329052,59.64974392171874
2020_2020-08-15_day1_013_h30,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 17:00:00+00:00,2020-08-15 17:00:00+00:00,30,30.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.0740740740740742,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,50.0,28.88888888888889,2.2222222222222214,0.0,338,340,58.79512647325228,61.933023921916416,3.137897448664134,60.36407519758435
2020_2020-08-15_day1_013_h60,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 17:30:00+00:00,2020-08-15 17:30:00+00:00,60,60.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.0740740740740742,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,51.666666666666664,30.555555555555557,3.8888888888888857,1.666666666666668,338,342,58.79512647325228,63.767926449933455,4.9727999766811735,61.28152646159287
2020_2020-08-15_day1_013_h90,2020,2020_2020-08-15_day1,2020-08-15 16:30:00+00:00,2020-08-15 16:30:00+00:00,2020-08-15 18:00:00+00:00,2020-08-15 18:00:00+00:00,90,90.0,0.0,47.77777777777778,28.88888888888889,18.88888888888889,0.0740740740740742,15.0,2020-08-15 16:15:00+00:00,46.666666666666664,True,50.0,30.555555555555557,2.2222222222222214,1.666666666666668,338,344,58.79512647325228,64.01474110099522,5.219614627742942,61.40493378712375
