pair_id,year,horizon_min,current_track_temp_c,current_ambient_temp_c,thermal_gap_0_c,delta_ambient_temp_c,solar_elevation_mean_deg,actual_delta_track_temp_c,model_expected_delta_track_temp_c,deterministic_physical_delta_speed_mph,expected_delta_speed_mph,median_delta_speed_mph,lower_80_mph,upper_80_mph,lower_90_mph,upper_90_mph,p_improve,mc_sd_mph,n_mc,track_model,track_uncertainty,coefficient_uncertainty,performance_uncertainty,ambient_input_semantic
2020_2020-08-15_day1_003_h30,2020,30,28.88888888888889,23.333333333333332,5.555555555555557,0.5555555555555571,25.20934331758548,2.2222222222222214,1.1672857456810533,0.06484373868619231,0.07543428267291347,0.06899447939489624,-0.6505012951767642,0.7990367741628543,-1.1328740718258092,1.2846784396674484,0.56055,1.0351461001399216,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_003_h120,2020,120,28.88888888888889,23.333333333333332,5.555555555555557,3.3333333333333357,33.580065907504846,9.444444444444446,8.037240696644222,0.3487127021861264,0.35017083456974735,0.3452856010101708,-0.4325734547456555,1.1762408388170762,-0.9062553531279885,1.629239378377076,0.74835,1.0810901677877087,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_004_h15,2020,15,30.0,23.88888888888889,6.111111111111111,0.0,26.64867480816957,1.1111111111111107,0.3603114862297383,-0.014066862400873485,-0.012104427945286631,-0.013519084860110043,-0.7404888419405458,0.7106510558073973,-1.20921839305907,1.1907948738832554,0.48265,1.0434499470406515,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_004_h90,2020,90,30.0,23.88888888888889,6.111111111111111,1.666666666666668,33.67527785546963,7.222222222222221,4.691383627767852,0.1480911088179682,0.15680818323412082,0.15501620136557587,-0.5973390523003176,0.9056287442689096,-1.0693242221839916,1.39407346786446,0.6221,1.047748356334415,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_004_h120,2020,120,30.0,23.88888888888889,6.111111111111111,2.7777777777777786,36.32934475530764,9.444444444444445,7.180096675298849,0.27176077065087806,0.26150442907431365,0.259741144155844,-0.5128480231885532,1.0435289066183282,-0.966018705861974,1.514320366072799,0.69655,1.058346187596121,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_005_h90,2020,90,31.11111111111111,23.88888888888889,7.222222222222221,2.7777777777777786,36.45592743958407,7.222222222222225,6.418332844521061,0.30150066904168604,0.30065090564652064,0.2994586288297973,-0.46693092853245677,1.1034799413806302,-0.9485475010174806,1.5639056765793191,0.72385,1.0691336343132556,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_005_h120,2020,120,31.11111111111111,23.88888888888889,7.222222222222221,3.333333333333332,39.03329465689119,9.444444444444446,8.137199616790205,0.3448102221676649,0.34754120645741576,0.34020211266663103,-0.41481993864918115,1.1578532733917972,-0.8876808403967368,1.579746222780739,0.74895,1.0365076314440795,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_006_h15,2020,15,37.22222222222222,25.555555555555557,11.666666666666664,1.1111111111111107,43.48253048688413,1.1111111111111145,1.276324019838156,0.17100234558201985,0.16974016155196706,0.16498055488909136,-0.5776208059892293,0.9002174132683887,-1.0579890388328854,1.384979468870603,0.6407,1.0506686245436054,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_006_h30,2020,30,37.22222222222222,25.555555555555557,11.666666666666664,1.1111111111111107,44.792477844102834,2.2222222222222214,1.8134045518766257,0.15003427148194548,0.1592720752515616,0.1522160516260355,-0.5338578542064415,0.8988417371150915,-1.0435334410595636,1.3541078646522584,0.63005,1.0204377269699205,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_006_h60,2020,60,37.22222222222222,25.555555555555557,11.666666666666664,1.6666666666666643,47.2746446508701,4.444444444444443,3.6061172931474066,0.1904608160875053,0.1811671612841306,0.17993846991974244,-0.5613638486595145,0.9224638899957908,-1.046989583825796,1.396458374214481,0.648,1.0487866564139638,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_006_h90,2020,90,37.22222222222222,25.555555555555557,11.666666666666664,3.333333333333332,49.49432171712526,9.444444444444445,7.300257079965036,0.3774851602501299,0.37694049062222584,0.37336841938121695,-0.39936438572445737,1.2171642647092198,-0.8890201320337109,1.6535825768983996,0.76525,1.0798728171752732,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_006_h120,2020,120,37.22222222222222,25.555555555555557,11.666666666666664,3.333333333333332,51.32138615722501,11.666666666666664,8.182179189853155,0.34305418193773135,0.3416576756236338,0.3410930098915592,-0.43295815634704,1.1257219174462905,-0.9245629969723249,1.59752390413355,0.7458,1.0653491948359848,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_007_h15,2020,15,38.333333333333336,26.666666666666668,11.666666666666668,0.0,46.136597386722144,1.1111111111111072,0.38875780397651466,-0.01517743048667769,-0.014632164877796816,-0.00853771205110097,-0.7317985222908892,0.7181465502948305,-1.2231997324642878,1.1779665461326585,0.4877,1.0423642098090595,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_007_h30,2020,30,38.333333333333336,26.666666666666668,11.666666666666668,0.5555555555555536,47.40401724681054,2.2222222222222214,1.3189165703863996,0.05892394420730821,0.06579731285749145,0.060132851841118815,-0.6733923951175222,0.8060061268115993,-1.1570269148647927,1.315758208662038,0.5507,1.076196104096578,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_007_h60,2020,60,38.333333333333336,26.666666666666668,11.666666666666668,1.1111111111111107,49.76852249904343,5.0,3.0001670506942073,0.10370206889781965,0.09905529617322191,0.09996514784223286,-0.6546573917794686,0.8303876768695886,-1.1375813806403745,1.3172482699461288,0.5845,1.0369227949792517,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_007_h90,2020,90,38.333333333333336,26.666666666666668,11.666666666666668,2.2222222222222214,51.81088825137786,9.444444444444445,5.731298015316568,0.21790753207607916,0.22055093493182013,0.21580053072722677,-0.5152718149174739,0.9866278289586522,-1.004378699144186,1.4464069733766538,0.6672,1.041392109353087,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_007_h120,2020,120,38.333333333333336,26.666666666666668,11.666666666666668,2.2222222222222214,53.37983697570992,11.666666666666664,6.420459691299014,0.191002082656631,0.19407374719296908,0.18728323715055872,-0.586729855602193,0.989543869855774,-1.0620377494179272,1.4659237982800597,0.6481,1.0849219059682618,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_008_h15,2020,15,39.44444444444444,26.666666666666668,12.777777777777777,0.5555555555555536,48.71396460402925,1.1111111111111145,0.8383372902522366,0.07768616207911845,0.0723005612830023,0.07450153916172615,-0.6559255862628273,0.7950639309820102,-1.1241189821560205,1.2746182559836674,0.5639,1.0475008474875367,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_008_h30,2020,30,39.44444444444444,26.666666666666668,12.777777777777777,0.5555555555555536,49.928711550708115,2.2222222222222214,1.2933628659726568,0.05992158224428025,0.06009616461802623,0.06020894923173872,-0.6622957249573797,0.7866698634773758,-1.1449735421967004,1.2624971601538126,0.55235,1.031510282654188,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_008_h60,2020,60,39.44444444444444,26.666666666666668,12.777777777777777,2.2222222222222214,52.148388616963274,7.222222222222221,4.529078656697001,0.2648431834213291,0.24423737937233364,0.25652916744918386,-0.4796341543431975,1.0027545175185326,-0.9682768041232747,1.449122551662519,0.70275,1.0355801198876355,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_008_h90,2020,90,39.44444444444444,26.666666666666668,12.777777777777777,2.2222222222222214,53.97545305706302,9.444444444444445,5.636138708377329,0.22162263117237402,0.21565326638155202,0.22147607836915398,-0.5337811413868631,0.9902880265879552,-1.019316858819555,1.4373955824576667,0.67325,1.0309842862411736,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_008_h120,2020,120,39.44444444444444,26.666666666666668,12.777777777777777,2.777777777777775,55.240767031451455,11.111111111111114,7.2946848379017215,0.26728715274607445,0.26532257593690645,0.2621211944598149,-0.5044816038118589,1.042347772526512,-0.9884222552755986,1.5087006083408243,0.7018,1.068004929393845,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_009_h15,2020,15,40.55555555555556,27.22222222222222,13.333333333333336,0.0,51.19613141079652,1.1111111111111072,0.3849265838762785,-0.015027856443003933,-0.0007762236497297479,-0.011256634252427993,-0.7471771256734948,0.7338504112256525,-1.2146179057514894,1.2391584839924388,0.4861,1.0572181901484183,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_009_h30,2020,30,40.55555555555556,27.22222222222222,13.333333333333336,0.5555555555555571,52.34588971635054,2.7777777777777786,1.3211949936526428,0.058834992653439326,0.05725975679224266,0.05665227291241445,-0.6707700792306684,0.7850073844089568,-1.1602384689699838,1.2699241282458247,0.5508,1.035459806794209,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_009_h60,2020,60,40.55555555555556,27.22222222222222,13.333333333333336,1.666666666666668,54.38825546868497,7.222222222222221,3.7952908741561564,0.183075320937807,0.186671376647529,0.18631101289338,-0.5395544462649758,0.9431680791700954,-1.029612431193061,1.408207399373898,0.64475,1.0475003661053675,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_009_h90,2020,90,40.55555555555556,27.22222222222222,13.333333333333336,1.666666666666668,55.957204193017034,9.444444444444445,4.781738387449119,0.14456358327333438,0.16370518416144075,0.15391723686702763,-0.5814259006084646,0.9369649203885319,-1.0487522827269442,1.3989832606966217,0.62615,1.0366071481758612,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_009_h120,2020,120,40.55555555555556,27.22222222222222,13.333333333333336,3.3333333333333357,56.874655457025554,11.111111111111107,8.291973157487853,0.33876773342252026,0.34935292030966775,0.3400841195682101,-0.4228048155066978,1.1563731375421042,-0.899919046173571,1.6014122989374187,0.74775,1.0612791738617888,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_010_h15,2020,15,41.666666666666664,27.22222222222222,14.444444444444445,0.5555555555555571,53.560636663029406,1.6666666666666714,0.8311609763968906,0.07796633138652853,0.07121690234721344,0.07576747965351685,-0.651954873896298,0.7986276485465497,-1.1264474913526716,1.2734269671307352,0.56765,1.0196879803284802,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_010_h30,2020,30,41.666666666666664,27.22222222222222,14.444444444444445,1.666666666666668,54.63055542373054,5.0,2.4598433963987407,0.23521230971320578,0.23518507324964058,0.23540515374697546,-0.49763282635869527,0.998839201862966,-1.0019071228346959,1.4559024814307502,0.684,1.0376468271751695,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_010_h60,2020,60,41.666666666666664,27.22222222222222,14.444444444444445,1.666666666666668,56.45761986383029,7.222222222222221,3.727033312588951,0.18574015334831975,0.18400764127955746,0.18176048352736868,-0.5778166065037673,0.9302882774195749,-1.055867601152419,1.3979726994304733,0.64535,1.0500966181454736,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_010_h90,2020,90,41.666666666666664,27.22222222222222,14.444444444444445,2.2222222222222214,57.72293383821872,8.888888888888893,5.536614949701445,0.22550812212233157,0.22841306834145758,0.22487486638962864,-0.5362358597067753,0.9966156796586028,-1.0180146763005358,1.4678190746394455,0.6772,1.0650366735906927,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_010_h120,2020,120,41.666666666666664,27.22222222222222,14.444444444444445,3.3333333333333357,58.255313332084015,11.666666666666671,8.13693892666737,0.34482039972854656,0.3389424376289488,0.33378518097664245,-0.42110544836433744,1.1271632413228747,-0.9193843177708008,1.5761190616045133,0.7468,1.0539161920088036,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_011_h15,2020,15,43.333333333333336,27.77777777777778,15.555555555555555,1.1111111111111107,55.780313729284565,3.3333333333333286,1.2751194157649037,0.171049374334623,0.18238813634899537,0.17057807216596982,-0.5600454503702862,0.9131572068419741,-1.019441452556032,1.3995587381166354,0.64065,1.0400913218355872,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_011_h30,2020,30,43.333333333333336,27.77777777777778,15.555555555555555,1.1111111111111107,56.752760720917856,4.444444444444443,1.8338151050043419,0.14923742638167511,0.1533236476705904,0.14807297121657825,-0.5736512333217596,0.8708274262779693,-1.057749309670431,1.3699017551987906,0.6253,1.0336243591567875,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_011_h60,2020,60,43.333333333333336,27.77777777777778,15.555555555555555,1.1111111111111107,58.32170944524992,6.666666666666664,2.8565536198896675,0.1093088575994064,0.09840681283863462,0.10414444382876986,-0.6411991111671429,0.83955369579854,-1.1170715590804199,1.311947870485609,0.5854,1.0377283636579597,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_011_h90,2020,90,43.333333333333336,27.77777777777778,15.555555555555555,2.7777777777777786,59.23916070925844,8.333333333333329,6.2699541774483265,0.30729349656094623,0.30262332208016596,0.296800673520621,-0.424932835387471,1.0663208142663512,-0.9010104497143305,1.5273825957527836,0.72445,1.0358080025411431,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_011_h120,2020,120,43.333333333333336,27.77777777777778,15.555555555555555,2.7777777777777786,59.36256803478933,6.666666666666664,6.972982736724983,0.27984667239580296,0.29213402187646587,0.2805752434957992,-0.48224946702633353,1.0788027256443165,-0.9738672977033693,1.5625639446262751,0.7142,1.0787611950751534,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_012_h15,2020,15,46.666666666666664,28.88888888888889,17.777777777777775,0.0,57.82267948161899,1.1111111111111145,0.2668190269911506,-0.010416838435803618,0.002857568195129073,-0.0048443691103524245,-0.7416925082772683,0.7400441743691153,-1.1995321513966934,1.2083440613536378,0.492,1.0555956659280035,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_012_h30,2020,30,46.666666666666664,28.88888888888889,17.777777777777775,0.0,58.67729693008545,2.2222222222222214,0.500181450651126,-0.019527503037448175,-0.0144213519216853,-0.013408970381638118,-0.7468550961147297,0.7206640525055875,-1.225097217726177,1.1905652022394633,0.4874,1.034727141001551,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_012_h60,2020,60,46.666666666666664,28.88888888888889,17.777777777777775,0.5555555555555536,59.94261090447388,3.888888888888893,1.7496565365573158,0.042107494923146915,0.04749701026772821,0.04045133289195833,-0.7081762334378486,0.8062747147783735,-1.1903434659776406,1.2903402738733423,0.5336,1.0702599424012054,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_012_h90,2020,90,46.666666666666664,28.88888888888889,17.777777777777775,1.666666666666668,60.47499039833917,6.666666666666671,4.043691296469395,0.17337756026533363,0.16792273869734162,0.17414748027364463,-0.576440382989617,0.9174836714100159,-1.0746045087363363,1.402151255566439,0.64115,1.0511741320505783,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_012_h120,2020,120,46.666666666666664,28.88888888888889,17.777777777777775,0.5555555555555536,60.18359871567988,4.44444444444445,2.543989560866687,0.011096067920497568,0.016840251294819343,0.013511065195685373,-0.7735742912571347,0.777228571740854,-1.222655920465384,1.2598621582027618,0.5115,1.0667074898153694,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_013_h15,2020,15,47.77777777777778,28.88888888888889,18.88888888888889,0.0,59.64974392171874,1.1111111111111072,0.23997037907122903,-0.00936864471905315,-0.004782901806616339,-0.004401503005422086,-0.7345155064898645,0.726946712712021,-1.2270310911700097,1.218590882571377,0.4929,1.0350865052765472,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_013_h30,2020,30,47.77777777777778,28.88888888888889,18.88888888888889,0.0,60.36407519758435,2.2222222222222214,0.4451629024069821,-0.017379532802736533,-0.01648502368356375,-0.01754432791994192,-0.7751066671909554,0.7448501677926536,-1.2616265026665914,1.2197858169549278,0.4835,1.079726495341638,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_013_h60,2020,60,47.77777777777778,28.88888888888889,18.88888888888889,1.666666666666668,61.28152646159287,3.8888888888888857,3.202874264450243,0.20620376188740128,0.19825881193035502,0.1999655385451085,-0.5582816685330952,0.9552514356514555,-1.0334442575493488,1.420117964484728,0.6632,1.0636082342879682,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_013_h90,2020,90,47.77777777777778,28.88888888888889,18.88888888888889,1.666666666666668,61.40493378712375,2.2222222222222214,3.8419582068029197,0.18125338915920353,0.18545300663767975,0.18384680860137104,-0.5753176768438861,0.9598220754024019,-1.061125675513131,1.4111174775835114,0.6483,1.0521700517740407,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
2020_2020-08-15_day1_013_h120,2020,120,47.77777777777778,28.88888888888889,18.88888888888889,1.1111111111111107,60.712236553619846,6.111111111111107,3.287236247468358,0.09249464686194128,0.08663398110891284,0.0921924427491186,-0.6994181909121694,0.8598088264479716,-1.1556794579905574,1.3385079084301619,0.57305,1.0695657730273505,20000,M2b_mean_solar,horizon_specific_symmetrized_LOYO_residual,paired_bootstrap_draw,symmetrized_centered_LOYO_residual,realized_future_ambient_conditional_replay
