year,file,page,line_no,drivers,clock_tokens,context
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,1,40,Hinchcliffe,,"31 15 Rahal, Graham D/H/F 00:39.9082 225.518 3 || 32 64 Servia, Oriol D/H/F 00:39.9216 225.442 8 || 33 5 Hinchcliffe, James D/H/F 00:39.9378 225.350 0 || 34 17 Daly, Conor D/H/F 00:39.9498 225.283 5 || 35 63 Mann, Pippa D/H/F 00:40.0303 224.830 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,1,41,Daly,,"32 64 Servia, Oriol D/H/F 00:39.9216 225.442 8 || 33 5 Hinchcliffe, James D/H/F 00:39.9378 225.350 0 || 34 17 Daly, Conor D/H/F 00:39.9498 225.283 5 || 35 63 Mann, Pippa D/H/F 00:40.0303 224.830 0 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,1,42,Mann,,"33 5 Hinchcliffe, James D/H/F 00:39.9378 225.350 0 || 34 17 Daly, Conor D/H/F 00:39.9498 225.283 5 || 35 63 Mann, Pippa D/H/F 00:40.0303 224.830 0 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone || Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Page 1 of 30"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,7,Carpenter,,"Section: SF to T1 Length: 0.187121 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 20 Carpenter, Ed D/C/F 00:02.8962 232.593 0 || 2 18 Bourdais, Sebastien D/H/F 00:02.8975 232.489 1 || 3 13 Patrick, Danica D/C/F 00:02.9023 232.104 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,11,Power,,"3 13 Patrick, Danica D/C/F 00:02.9023 232.104 0 || 4 1 Newgarden, Josef D/C/F 00:02.9032 232.032 0 || 5 12 Power, Will D/C/F 00:02.9039 231.976 3 || 6 4 Leist, Matheus (R) D/C/F 00:02.9046 231.921 0 || 7 3 Castroneves, Helio D/C/F 00:02.9050 231.889 3"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,12,Leist,,"4 1 Newgarden, Josef D/C/F 00:02.9032 232.032 0 || 5 12 Power, Will D/C/F 00:02.9039 231.976 3 || 6 4 Leist, Matheus (R) D/C/F 00:02.9046 231.921 0 || 7 3 Castroneves, Helio D/C/F 00:02.9050 231.889 3 || 8 27 Rossi, Alexander D/H/F 00:02.9075 231.689 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,13,Castroneves,,"5 12 Power, Will D/C/F 00:02.9039 231.976 3 || 6 4 Leist, Matheus (R) D/C/F 00:02.9046 231.921 0 || 7 3 Castroneves, Helio D/C/F 00:02.9050 231.889 3 || 8 27 Rossi, Alexander D/H/F 00:02.9075 231.689 0 || 9 9 Dixon, Scott D/H/F 00:02.9082 231.633 6"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,14,Rossi,,"6 4 Leist, Matheus (R) D/C/F 00:02.9046 231.921 0 || 7 3 Castroneves, Helio D/C/F 00:02.9050 231.889 3 || 8 27 Rossi, Alexander D/H/F 00:02.9075 231.689 0 || 9 9 Dixon, Scott D/H/F 00:02.9082 231.633 6 || 10 98 Andretti, Marco D/H/F 00:02.9082 231.633 3"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,15,Dixon,,"7 3 Castroneves, Helio D/C/F 00:02.9050 231.889 3 || 8 27 Rossi, Alexander D/H/F 00:02.9075 231.689 0 || 9 9 Dixon, Scott D/H/F 00:02.9082 231.633 6 || 10 98 Andretti, Marco D/H/F 00:02.9082 231.633 3 || 11 66 Hildebrand, JR D/C/F 00:02.9104 231.458 2"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,16,Andretti,,"8 27 Rossi, Alexander D/H/F 00:02.9075 231.689 0 || 9 9 Dixon, Scott D/H/F 00:02.9082 231.633 6 || 10 98 Andretti, Marco D/H/F 00:02.9082 231.633 3 || 11 66 Hildebrand, JR D/C/F 00:02.9104 231.458 2 || 12 28 Hunter-Reay, Ryan D/H/F 00:02.9112 231.395 5"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,17,Hildebrand,,"9 9 Dixon, Scott D/H/F 00:02.9082 231.633 6 || 10 98 Andretti, Marco D/H/F 00:02.9082 231.633 3 || 11 66 Hildebrand, JR D/C/F 00:02.9104 231.458 2 || 12 28 Hunter-Reay, Ryan D/H/F 00:02.9112 231.395 5 || 13 14 Kanaan, Tony D/C/F 00:02.9158 231.030 2"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,18,Hunter-Reay,,"10 98 Andretti, Marco D/H/F 00:02.9082 231.633 3 || 11 66 Hildebrand, JR D/C/F 00:02.9104 231.458 2 || 12 28 Hunter-Reay, Ryan D/H/F 00:02.9112 231.395 5 || 13 14 Kanaan, Tony D/C/F 00:02.9158 231.030 2 || 14 32 Kaiser, Kyle (R) D/C/F 00:02.9160 231.014 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,21,Veach,,"13 14 Kanaan, Tony D/C/F 00:02.9158 231.030 2 || 14 32 Kaiser, Kyle (R) D/C/F 00:02.9160 231.014 0 || 15 26 Veach, Zach D/H/F 00:02.9175 230.895 1 || 16 33 Davison, James D/C/F 00:02.9207 230.642 0 || 17 21 Pigot, Spencer D/C/F 00:02.9210 230.618 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,27,Karam,,"19 25 Wilson, Stefan D/H/F 00:02.9233 230.437 1 || 20 29 Munoz, Carlos D/H/F 00:02.9240 230.382 1 || 21 24 Karam, Sage D/C/F 00:02.9248 230.319 2 || 22 23 Kimball, Charlie D/C/F 00:02.9269 230.154 0 || 23 17 Daly, Conor D/H/F 00:02.9269 230.154 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,29,Daly,,"21 24 Karam, Sage D/C/F 00:02.9248 230.319 2 || 22 23 Kimball, Charlie D/C/F 00:02.9269 230.154 0 || 23 17 Daly, Conor D/H/F 00:02.9269 230.154 0 || 24 6 Wickens, Robert (R) D/H/F 00:02.9275 230.106 1 || 25 88 Chaves, Gabby D/C/F 00:02.9286 230.020 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,32,Chilton,,"24 6 Wickens, Robert (R) D/H/F 00:02.9275 230.106 1 || 25 88 Chaves, Gabby D/C/F 00:02.9286 230.020 0 || 26 59 Chilton, Max D/C/F 00:02.9295 229.949 2 || 27 5 Hinchcliffe, James D/H/F 00:02.9303 229.886 0 || 28 60 Harvey, Jack D/H/F 00:02.9345 229.557 5"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,33,Hinchcliffe,,"25 88 Chaves, Gabby D/C/F 00:02.9286 230.020 0 || 26 59 Chilton, Max D/C/F 00:02.9295 229.949 2 || 27 5 Hinchcliffe, James D/H/F 00:02.9303 229.886 0 || 28 60 Harvey, Jack D/H/F 00:02.9345 229.557 5 || 29 30 Sato, Takuma D/H/F 00:02.9348 229.534 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,34,Harvey,,"26 59 Chilton, Max D/C/F 00:02.9295 229.949 2 || 27 5 Hinchcliffe, James D/H/F 00:02.9303 229.886 0 || 28 60 Harvey, Jack D/H/F 00:02.9345 229.557 5 || 29 30 Sato, Takuma D/H/F 00:02.9348 229.534 1 || 30 15 Rahal, Graham D/H/F 00:02.9357 229.464 7"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,35,Sato,,"27 5 Hinchcliffe, James D/H/F 00:02.9303 229.886 0 || 28 60 Harvey, Jack D/H/F 00:02.9345 229.557 5 || 29 30 Sato, Takuma D/H/F 00:02.9348 229.534 1 || 30 15 Rahal, Graham D/H/F 00:02.9357 229.464 7 || 31 10 Jones, Ed D/H/F 00:02.9360 229.440 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,36,Rahal,,"28 60 Harvey, Jack D/H/F 00:02.9345 229.557 5 || 29 30 Sato, Takuma D/H/F 00:02.9348 229.534 1 || 30 15 Rahal, Graham D/H/F 00:02.9357 229.464 7 || 31 10 Jones, Ed D/H/F 00:02.9360 229.440 0 || 32 64 Servia, Oriol D/H/F 00:02.9383 229.261 11"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,2,39,Mann,,"31 10 Jones, Ed D/H/F 00:02.9360 229.440 0 || 32 64 Servia, Oriol D/H/F 00:02.9383 229.261 11 || 33 63 Mann, Pippa D/H/F 00:02.9493 228.406 1 || 34 7 Howard, Jay D/H/F 00:02.9541 228.034 2 || 35 19 Claman De Melo, Zachary (R) D/H/F 00:02.9582 227.718 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,7,Carpenter,,"Section: T1 to SS1 Length: 0.312500 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 20 Carpenter, Ed D/C/F 00:04.8992 229.629 0 || 2 13 Patrick, Danica D/C/F 00:04.9046 229.377 0 || 3 18 Bourdais, Sebastien D/H/F 00:04.9179 228.756 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,11,Power,,"3 18 Bourdais, Sebastien D/H/F 00:04.9179 228.756 0 || 4 1 Newgarden, Josef D/C/F 00:04.9289 228.246 0 || 5 12 Power, Will D/C/F 00:04.9290 228.241 2 || 6 27 Rossi, Alexander D/H/F 00:04.9293 228.227 5 || 7 9 Dixon, Scott D/H/F 00:04.9337 228.024 5"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,12,Rossi,,"4 1 Newgarden, Josef D/C/F 00:04.9289 228.246 0 || 5 12 Power, Will D/C/F 00:04.9290 228.241 2 || 6 27 Rossi, Alexander D/H/F 00:04.9293 228.227 5 || 7 9 Dixon, Scott D/H/F 00:04.9337 228.024 5 || 8 4 Leist, Matheus (R) D/C/F 00:04.9356 227.936 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,13,Dixon,,"5 12 Power, Will D/C/F 00:04.9290 228.241 2 || 6 27 Rossi, Alexander D/H/F 00:04.9293 228.227 5 || 7 9 Dixon, Scott D/H/F 00:04.9337 228.024 5 || 8 4 Leist, Matheus (R) D/C/F 00:04.9356 227.936 1 || 9 98 Andretti, Marco D/H/F 00:04.9459 227.461 2"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,14,Leist,,"6 27 Rossi, Alexander D/H/F 00:04.9293 228.227 5 || 7 9 Dixon, Scott D/H/F 00:04.9337 228.024 5 || 8 4 Leist, Matheus (R) D/C/F 00:04.9356 227.936 1 || 9 98 Andretti, Marco D/H/F 00:04.9459 227.461 2 || 10 3 Castroneves, Helio D/C/F 00:04.9461 227.452 2"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,15,Andretti,,"7 9 Dixon, Scott D/H/F 00:04.9337 228.024 5 || 8 4 Leist, Matheus (R) D/C/F 00:04.9356 227.936 1 || 9 98 Andretti, Marco D/H/F 00:04.9459 227.461 2 || 10 3 Castroneves, Helio D/C/F 00:04.9461 227.452 2 || 11 28 Hunter-Reay, Ryan D/H/F 00:04.9463 227.443 5"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,16,Castroneves,,"8 4 Leist, Matheus (R) D/C/F 00:04.9356 227.936 1 || 9 98 Andretti, Marco D/H/F 00:04.9459 227.461 2 || 10 3 Castroneves, Helio D/C/F 00:04.9461 227.452 2 || 11 28 Hunter-Reay, Ryan D/H/F 00:04.9463 227.443 5 || 12 14 Kanaan, Tony D/C/F 00:04.9464 227.438 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,17,Hunter-Reay,,"9 98 Andretti, Marco D/H/F 00:04.9459 227.461 2 || 10 3 Castroneves, Helio D/C/F 00:04.9461 227.452 2 || 11 28 Hunter-Reay, Ryan D/H/F 00:04.9463 227.443 5 || 12 14 Kanaan, Tony D/C/F 00:04.9464 227.438 0 || 13 66 Hildebrand, JR D/C/F 00:04.9467 227.424 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,19,Hildebrand,,"11 28 Hunter-Reay, Ryan D/H/F 00:04.9463 227.443 5 || 12 14 Kanaan, Tony D/C/F 00:04.9464 227.438 0 || 13 66 Hildebrand, JR D/C/F 00:04.9467 227.424 0 || 14 21 Pigot, Spencer D/C/F 00:04.9492 227.309 0 || 15 26 Veach, Zach D/H/F 00:04.9552 227.034 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,21,Veach,,"13 66 Hildebrand, JR D/C/F 00:04.9467 227.424 0 || 14 21 Pigot, Spencer D/C/F 00:04.9492 227.309 0 || 15 26 Veach, Zach D/H/F 00:04.9552 227.034 0 || 16 32 Kaiser, Kyle (R) D/C/F 00:04.9565 226.975 0 || 17 29 Munoz, Carlos D/H/F 00:04.9572 226.943 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,27,Sato,,"19 6 Wickens, Robert (R) D/H/F 00:04.9616 226.741 1 || 20 10 Jones, Ed D/H/F 00:04.9648 226.595 0 || 21 30 Sato, Takuma D/H/F 00:04.9668 226.504 0 || 22 23 Kimball, Charlie D/C/F 00:04.9671 226.490 0 || 23 33 Davison, James D/C/F 00:04.9700 226.358 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,30,Karam,,"22 23 Kimball, Charlie D/C/F 00:04.9671 226.490 0 || 23 33 Davison, James D/C/F 00:04.9700 226.358 0 || 24 24 Karam, Sage D/C/F 00:04.9701 226.354 2 || 25 60 Harvey, Jack D/H/F 00:04.9717 226.281 5 || 26 88 Chaves, Gabby D/C/F 00:04.9743 226.162 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,31,Harvey,,"23 33 Davison, James D/C/F 00:04.9700 226.358 0 || 24 24 Karam, Sage D/C/F 00:04.9701 226.354 2 || 25 60 Harvey, Jack D/H/F 00:04.9717 226.281 5 || 26 88 Chaves, Gabby D/C/F 00:04.9743 226.162 0 || 27 25 Wilson, Stefan D/H/F 00:04.9754 226.112 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,34,Hinchcliffe,,"26 88 Chaves, Gabby D/C/F 00:04.9743 226.162 0 || 27 25 Wilson, Stefan D/H/F 00:04.9754 226.112 1 || 28 5 Hinchcliffe, James D/H/F 00:04.9774 226.022 0 || 29 59 Chilton, Max D/C/F 00:04.9782 225.985 0 || 30 17 Daly, Conor D/H/F 00:04.9852 225.668 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,35,Chilton,,"27 25 Wilson, Stefan D/H/F 00:04.9754 226.112 1 || 28 5 Hinchcliffe, James D/H/F 00:04.9774 226.022 0 || 29 59 Chilton, Max D/C/F 00:04.9782 225.985 0 || 30 17 Daly, Conor D/H/F 00:04.9852 225.668 0 || 31 15 Rahal, Graham D/H/F 00:04.9906 225.424 6"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,36,Daly,,"28 5 Hinchcliffe, James D/H/F 00:04.9774 226.022 0 || 29 59 Chilton, Max D/C/F 00:04.9782 225.985 0 || 30 17 Daly, Conor D/H/F 00:04.9852 225.668 0 || 31 15 Rahal, Graham D/H/F 00:04.9906 225.424 6 || 32 64 Servia, Oriol D/H/F 00:04.9984 225.072 8"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,37,Rahal,,"29 59 Chilton, Max D/C/F 00:04.9782 225.985 0 || 30 17 Daly, Conor D/H/F 00:04.9852 225.668 0 || 31 15 Rahal, Graham D/H/F 00:04.9906 225.424 6 || 32 64 Servia, Oriol D/H/F 00:04.9984 225.072 8 || 33 7 Howard, Jay D/H/F 00:05.0017 224.924 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,3,41,Mann,,"33 7 Howard, Jay D/H/F 00:05.0017 224.924 1 || 34 19 Claman De Melo, Zachary (R) D/H/F 00:05.0032 224.856 0 || 35 63 Mann, Pippa D/H/F 00:05.0095 224.573 2 || (C)hassis: D=Dallara | (E)ngine: C=Chevy, H=Honda | (T)ire: F=Firestone || Information provided by Indy Racing Information System - Copyright INDYCAR 2018 Page 3 of 30"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,7,Carpenter,,"Section: SS1 to T2 Length: 0.312500 mile(s) || Rank Car Driver C/E/T Time Speed Lap || 1 20 Carpenter, Ed D/C/F 00:04.9363 227.903 0 || 2 13 Patrick, Danica D/C/F 00:04.9471 227.406 0 || 3 18 Bourdais, Sebastien D/H/F 00:04.9640 226.632 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,10,Power,,"2 13 Patrick, Danica D/C/F 00:04.9471 227.406 0 || 3 18 Bourdais, Sebastien D/H/F 00:04.9640 226.632 0 || 4 12 Power, Will D/C/F 00:04.9742 226.167 3 || 5 9 Dixon, Scott D/H/F 00:04.9752 226.122 5 || 6 4 Leist, Matheus (R) D/C/F 00:04.9766 226.058 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,11,Dixon,,"3 18 Bourdais, Sebastien D/H/F 00:04.9640 226.632 0 || 4 12 Power, Will D/C/F 00:04.9742 226.167 3 || 5 9 Dixon, Scott D/H/F 00:04.9752 226.122 5 || 6 4 Leist, Matheus (R) D/C/F 00:04.9766 226.058 0 || 7 27 Rossi, Alexander D/H/F 00:04.9769 226.044 5"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,12,Leist,,"4 12 Power, Will D/C/F 00:04.9742 226.167 3 || 5 9 Dixon, Scott D/H/F 00:04.9752 226.122 5 || 6 4 Leist, Matheus (R) D/C/F 00:04.9766 226.058 0 || 7 27 Rossi, Alexander D/H/F 00:04.9769 226.044 5 || 8 1 Newgarden, Josef D/C/F 00:04.9774 226.022 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,13,Rossi,,"5 9 Dixon, Scott D/H/F 00:04.9752 226.122 5 || 6 4 Leist, Matheus (R) D/C/F 00:04.9766 226.058 0 || 7 27 Rossi, Alexander D/H/F 00:04.9769 226.044 5 || 8 1 Newgarden, Josef D/C/F 00:04.9774 226.022 0 || 9 14 Kanaan, Tony D/C/F 00:04.9859 225.636 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,17,Andretti,,"9 14 Kanaan, Tony D/C/F 00:04.9859 225.636 1 || 10 21 Pigot, Spencer D/C/F 00:04.9889 225.501 0 || 11 98 Andretti, Marco D/H/F 00:04.9928 225.324 0 || 12 66 Hildebrand, JR D/C/F 00:04.9939 225.275 0 || 13 3 Castroneves, Helio D/C/F 00:04.9955 225.203 1"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,18,Hildebrand,,"10 21 Pigot, Spencer D/C/F 00:04.9889 225.501 0 || 11 98 Andretti, Marco D/H/F 00:04.9928 225.324 0 || 12 66 Hildebrand, JR D/C/F 00:04.9939 225.275 0 || 13 3 Castroneves, Helio D/C/F 00:04.9955 225.203 1 || 14 28 Hunter-Reay, Ryan D/H/F 00:04.9977 225.104 5"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,19,Castroneves,,"11 98 Andretti, Marco D/H/F 00:04.9928 225.324 0 || 12 66 Hildebrand, JR D/C/F 00:04.9939 225.275 0 || 13 3 Castroneves, Helio D/C/F 00:04.9955 225.203 1 || 14 28 Hunter-Reay, Ryan D/H/F 00:04.9977 225.104 5 || 15 23 Kimball, Charlie D/C/F 00:04.9998 225.009 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,20,Hunter-Reay,,"12 66 Hildebrand, JR D/C/F 00:04.9939 225.275 0 || 13 3 Castroneves, Helio D/C/F 00:04.9955 225.203 1 || 14 28 Hunter-Reay, Ryan D/H/F 00:04.9977 225.104 5 || 15 23 Kimball, Charlie D/C/F 00:04.9998 225.009 0 || 16 6 Wickens, Robert (R) D/H/F 00:05.0016 224.928 2"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,23,Sato,,"15 23 Kimball, Charlie D/C/F 00:04.9998 225.009 0 || 16 6 Wickens, Robert (R) D/H/F 00:05.0016 224.928 2 || 17 30 Sato, Takuma D/H/F 00:05.0022 224.901 0 || 18 26 Veach, Zach D/H/F 00:05.0031 224.861 0 || 19 29 Munoz, Carlos D/H/F 00:05.0033 224.852 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,24,Veach,,"16 6 Wickens, Robert (R) D/H/F 00:05.0016 224.928 2 || 17 30 Sato, Takuma D/H/F 00:05.0022 224.901 0 || 18 26 Veach, Zach D/H/F 00:05.0031 224.861 0 || 19 29 Munoz, Carlos D/H/F 00:05.0033 224.852 0 || 20 22 Pagenaud, Simon D/C/F 00:05.0050 224.775 0"
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,4,29,Harvey,,"21 32 Kaiser, Kyle (R) D/C/F 00:05.0110 224.506 0 || 22 10 Jones, Ed D/H/F 00:05.0123 224.448 0 || 23 60 Harvey, Jack D/H/F 00:05.0130 224.417 5 || 24 59 Chilton, Max D/C/F 00:05.0140 224.372 0 || 25 24 Karam, Sage D/C/F 00:05.0156 224.300 1"
