year,session_date,local_time,timezone_name,local_datetime,utc_datetime,utc_offset_hours,source_sheet,source_row_index,source_block_occurrence,ambient_f,ambient_c,track_f,track_c,humidity,wind_raw,wind,wind_direction,pressure_raw,pressure,pressure_quality,sensor_1_name,sensor_1_f,sensor_2_name,sensor_2_f,sensor_3_name,sensor_3_f,sensor_4_name,sensor_4_f,sensor_avg_f
2020,2020-08-15,15:30:00,America/Indiana/Indianapolis,2020-08-15 15:30:00-04:00,2020-08-15 19:30:00+00:00,-4.0,2020 Temp Archive,350,1,86.0,30.0,128.0,53.333333333333336,0.53,1.0,1.0,NE,29.14,29.14,VALID,SF,120.7,I6,125.8,I10,131.2,I15,132.4,127.525
2020,2020-08-15,15:45:00,America/Indiana/Indianapolis,2020-08-15 15:45:00-04:00,2020-08-15 19:45:00+00:00,-4.0,2020 Temp Archive,351,1,88.0,31.11111111111111,130.0,54.44444444444444,0.51,1.0,1.0,ENE,29.14,29.14,VALID,SF,124.9,I6,129.0,I10,134.2,I15,132.8,130.22500000000002
2020,2020-08-15,16:00:00,America/Indiana/Indianapolis,2020-08-15 16:00:00-04:00,2020-08-15 20:00:00+00:00,-4.0,2020 Temp Archive,352,1,90.0,32.22222222222222,130.0,54.44444444444444,0.48,1.0,1.0,NE,29.13,29.13,VALID,SF,129.2,I6,131.9,I10,131.2,I15,127.0,129.825
2020,2020-08-15,16:15:00,America/Indiana/Indianapolis,2020-08-15 16:15:00-04:00,2020-08-15 20:15:00+00:00,-4.0,2020 Temp Archive,353,1,88.0,31.11111111111111,126.0,52.22222222222222,0.51,0.01,0.01,ENE,29.12,29.12,VALID,SF,126.5,I6,125.4,I10,126.9,I15,125.8,126.15
2020,2020-08-15,16:30:00,America/Indiana/Indianapolis,2020-08-15 16:30:00-04:00,2020-08-15 20:30:00+00:00,-4.0,2020 Temp Archive,354,1,88.0,31.11111111111111,126.0,52.22222222222222,0.52,2.0,2.0,WNW,29.12,29.12,VALID,SF,124.3,I6,127.2,I10,131.7,I15,122.4,126.4
2020,2020-08-15,16:45:00,America/Indiana/Indianapolis,2020-08-15 16:45:00-04:00,2020-08-15 20:45:00+00:00,-4.0,2020 Temp Archive,355,1,87.0,30.555555555555557,128.0,53.333333333333336,0.52,4.0,4.0,N,29.11,29.11,VALID,SF,127.8,I6,130.3,I10,127.8,I15,126.0,127.975
2020,2020-08-15,16:50:00,America/Indiana/Indianapolis,2020-08-15 16:50:00-04:00,2020-08-15 20:50:00+00:00,-4.0,2020 Temp Archive,356,1,88.0,31.11111111111111,127.0,52.77777777777778,0.52,2.0,2.0,SE,29.11,29.11,VALID,SF,127.9,I6,130.1,I10,125.2,I15,123.8,126.75
2021,2021-05-22,08:45:00,America/Indiana/Indianapolis,2021-05-22 08:45:00-04:00,2021-05-22 12:45:00+00:00,-4.0,2021 Temp Archive,342,1,68.0,20.0,76.0,24.444444444444443,0.7,2.0,2.0,S,29.62,29.62,VALID,T1T,75.9,T2T,74.8,T3,75.2,T4T,76.1,75.5
2021,2021-05-22,09:15:00,America/Indiana/Indianapolis,2021-05-22 09:15:00-04:00,2021-05-22 13:15:00+00:00,-4.0,2021 Temp Archive,343,1,69.0,20.555555555555557,78.0,25.555555555555557,0.68,1.0,1.0,S,29.62,29.62,VALID,T1T,78.4,T2T,77.0,T3,78.1,T4T,78.8,78.075
2021,2021-05-22,09:30:00,America/Indiana/Indianapolis,2021-05-22 09:30:00-04:00,2021-05-22 13:30:00+00:00,-4.0,2021 Temp Archive,344,1,70.0,21.11111111111111,79.0,26.11111111111111,0.67,2.0,2.0,S,29.63,29.63,VALID,T1T,79.0,T2T,77.5,T3,79.0,T4T,79.9,78.85
2021,2021-05-22,09:45:00,America/Indiana/Indianapolis,2021-05-22 09:45:00-04:00,2021-05-22 13:45:00+00:00,-4.0,2021 Temp Archive,345,1,71.0,21.666666666666668,80.0,26.666666666666668,0.66,2.0,2.0,S,29.62,29.62,VALID,T1T,79.9,T2T,78.4,T3,80.1,T4T,80.6,79.75
2021,2021-05-22,10:00:00,America/Indiana/Indianapolis,2021-05-22 10:00:00-04:00,2021-05-22 14:00:00+00:00,-4.0,2021 Temp Archive,346,1,71.0,21.666666666666668,80.0,26.666666666666668,0.66,2.0,2.0,S,29.62,29.62,VALID,T1T,80.2,T2T,78.8,T3,80.4,T4T,81.0,80.1
2021,2021-05-22,10:15:00,America/Indiana/Indianapolis,2021-05-22 10:15:00-04:00,2021-05-22 14:15:00+00:00,-4.0,2021 Temp Archive,347,1,72.0,22.22222222222222,82.0,27.77777777777778,0.65,2.0,2.0,S,29.62,29.62,VALID,T1T,81.7,T2T,80.1,T3,81.9,T4T,82.4,81.525
2021,2021-05-22,10:30:00,America/Indiana/Indianapolis,2021-05-22 10:30:00-04:00,2021-05-22 14:30:00+00:00,-4.0,2021 Temp Archive,348,1,73.0,22.77777777777778,83.0,28.333333333333332,0.62,1.0,1.0,S,29.62,29.62,VALID,T1T,82.8,T2T,81.1,T3,83.1,T4T,83.7,82.675
2021,2021-05-22,11:45:00,America/Indiana/Indianapolis,2021-05-22 11:45:00-04:00,2021-05-22 15:45:00+00:00,-4.0,2021 Temp Archive,349,1,77.0,25.0,91.0,32.77777777777778,0.53,2.0,2.0,ENE,29.61,29.61,VALID,T1T,91.9,T2T,88.5,T3,91.4,T4T,92.5,91.075
2021,2021-05-22,12:00:00,America/Indiana/Indianapolis,2021-05-22 12:00:00-04:00,2021-05-22 16:00:00+00:00,-4.0,2021 Temp Archive,350,1,78.0,25.555555555555557,94.0,34.44444444444444,0.52,1.0,1.0,NE,29.61,29.61,VALID,T1T,94.3,T2T,90.5,T3,94.5,T4T,95.5,93.7
2021,2021-05-22,12:15:00,America/Indiana/Indianapolis,2021-05-22 12:15:00-04:00,2021-05-22 16:15:00+00:00,-4.0,2021 Temp Archive,351,1,80.0,26.666666666666668,94.0,34.44444444444444,0.5,2.0,2.0,NNW,29.6,29.6,VALID,T1T,95.0,T2T,91.2,T3,94.8,T4T,95.9,94.225
2021,2021-05-22,12:30:00,America/Indiana/Indianapolis,2021-05-22 12:30:00-04:00,2021-05-22 16:30:00+00:00,-4.0,2021 Temp Archive,352,1,80.0,26.666666666666668,95.0,35.0,0.5,0.0,0.0,S,29.6,29.6,VALID,T1T,95.5,T2T,91.8,T3,95.2,T4T,96.3,94.7
2021,2021-05-22,12:45:00,America/Indiana/Indianapolis,2021-05-22 12:45:00-04:00,2021-05-22 16:45:00+00:00,-4.0,2021 Temp Archive,353,1,81.0,27.22222222222222,97.0,36.111111111111114,0.46,1.0,1.0,S,29.59,29.59,VALID,T1T,97.0,T2T,93.4,T3,97.7,T4T,98.6,96.675
2021,2021-05-22,13:00:00,America/Indiana/Indianapolis,2021-05-22 13:00:00-04:00,2021-05-22 17:00:00+00:00,-4.0,2021 Temp Archive,354,1,81.0,27.22222222222222,98.0,36.666666666666664,0.48,1.0,1.0,S,29.59,29.59,VALID,T1T,98.1,T2T,94.8,T3,98.6,T4T,99.5,97.75
2021,2021-05-22,13:15:00,America/Indiana/Indianapolis,2021-05-22 13:15:00-04:00,2021-05-22 17:15:00+00:00,-4.0,2021 Temp Archive,355,1,82.0,27.77777777777778,101.0,38.333333333333336,0.45,0.0,0.0,N,29.58,29.58,VALID,T1T,101.8,T2T,98.2,T3,102.2,T4T,103.6,101.45
2021,2021-05-22,13:30:00,America/Indiana/Indianapolis,2021-05-22 13:30:00-04:00,2021-05-22 17:30:00+00:00,-4.0,2021 Temp Archive,356,1,82.0,27.77777777777778,101.0,38.333333333333336,0.44,3.0,3.0,NW,29.58,29.58,VALID,T1T,101.8,T2T,98.6,T3,102.2,T4T,103.3,101.475
2021,2021-05-22,13:45:00,America/Indiana/Indianapolis,2021-05-22 13:45:00-04:00,2021-05-22 17:45:00+00:00,-4.0,2021 Temp Archive,357,1,82.0,27.77777777777778,101.0,38.333333333333336,0.45,2.0,2.0,NNE,29.57,29.57,VALID,T1T,101.5,T2T,97.9,T3,101.3,T4T,102.6,100.825
2021,2021-05-22,14:00:00,America/Indiana/Indianapolis,2021-05-22 14:00:00-04:00,2021-05-22 18:00:00+00:00,-4.0,2021 Temp Archive,358,1,81.0,27.22222222222222,100.0,37.77777777777778,0.45,2.0,2.0,N,29.57,29.57,VALID,T1T,100.2,T2T,97.3,T3,100.4,T4T,101.5,99.85
2021,2021-05-22,14:15:00,America/Indiana/Indianapolis,2021-05-22 14:15:00-04:00,2021-05-22 18:15:00+00:00,-4.0,2021 Temp Archive,359,1,82.0,27.77777777777778,100.0,37.77777777777778,0.44,1.0,1.0,NNE,29.56,29.56,VALID,T1T,100.2,T2T,97.3,T3,100.6,T4T,101.5,99.9
2021,2021-05-22,14:30:00,America/Indiana/Indianapolis,2021-05-22 14:30:00-04:00,2021-05-22 18:30:00+00:00,-4.0,2021 Temp Archive,360,1,82.0,27.77777777777778,101.0,38.333333333333336,0.44,1.0,1.0,N,29.56,29.56,VALID,T1T,100.8,T2T,98.1,T3,101.3,T4T,102.2,100.6
2021,2021-05-22,14:45:00,America/Indiana/Indianapolis,2021-05-22 14:45:00-04:00,2021-05-22 18:45:00+00:00,-4.0,2021 Temp Archive,361,1,82.0,27.77777777777778,103.0,39.44444444444444,0.44,1.0,1.0,N,29.56,29.56,VALID,T1T,103.3,T2T,100.8,T3,104.4,T4T,104.9,103.35
2021,2021-05-22,15:00:00,America/Indiana/Indianapolis,2021-05-22 15:00:00-04:00,2021-05-22 19:00:00+00:00,-4.0,2021 Temp Archive,362,1,84.0,28.88888888888889,109.0,42.77777777777778,0.43,1.0,1.0,W,29.55,29.55,VALID,T1T,109.4,T2T,107.1,T3,109.9,T4T,110.7,109.275
2021,2021-05-22,15:15:00,America/Indiana/Indianapolis,2021-05-22 15:15:00-04:00,2021-05-22 19:15:00+00:00,-4.0,2021 Temp Archive,363,1,85.0,29.444444444444443,112.0,44.44444444444444,0.42,1.0,1.0,ESE,29.54,29.54,VALID,T1T,111.3,T2T,112.2,T3,112.2,T4T,111.6,111.825
2021,2021-05-22,15:30:00,America/Indiana/Indianapolis,2021-05-22 15:30:00-04:00,2021-05-22 19:30:00+00:00,-4.0,2021 Temp Archive,364,1,86.0,30.0,114.0,45.55555555555556,0.4,1.0,1.0,ESE,29.53,29.53,VALID,T1T,114.4,T2T,114.6,T3,115.0,T4T,113.7,114.425
2021,2021-05-22,15:45:00,America/Indiana/Indianapolis,2021-05-22 15:45:00-04:00,2021-05-22 19:45:00+00:00,-4.0,2021 Temp Archive,365,1,85.0,29.444444444444443,115.0,46.111111111111114,0.41,1.0,1.0,E,29.53,29.53,VALID,T1T,116.1,T2T,116.1,T3,117.0,T4T,109.9,114.775
2021,2021-05-22,16:00:00,America/Indiana/Indianapolis,2021-05-22 16:00:00-04:00,2021-05-22 20:00:00+00:00,-4.0,2021 Temp Archive,366,1,85.0,29.444444444444443,117.0,47.22222222222222,0.39,1.0,1.0,ENE,29.52,29.52,VALID,T1T,117.9,T2T,118.2,T3,119.7,T4T,111.2,116.75
2021,2021-05-22,16:15:00,America/Indiana/Indianapolis,2021-05-22 16:15:00-04:00,2021-05-22 20:15:00+00:00,-4.0,2021 Temp Archive,367,1,86.0,30.0,119.0,48.333333333333336,0.38,4.0,4.0,NNE,29.52,29.52,VALID,T1T,119.1,T2T,121.1,T3,120.7,T4T,114.3,118.8
2021,2021-05-22,16:30:00,America/Indiana/Indianapolis,2021-05-22 16:30:00-04:00,2021-05-22 20:30:00+00:00,-4.0,2021 Temp Archive,368,1,87.0,30.555555555555557,119.0,48.333333333333336,0.39,2.0,2.0,ssw,29.51,29.51,VALID,T1T,119.3,T2T,119.1,T3,122.5,T4T,115.9,119.2
2021,2021-05-22,16:45:00,America/Indiana/Indianapolis,2021-05-22 16:45:00-04:00,2021-05-22 20:45:00+00:00,-4.0,2021 Temp Archive,369,1,86.0,30.0,118.0,47.77777777777778,0.39,2.0,2.0,W,29.5,29.5,VALID,T1T,114.4,T2T,117.5,T3,122.7,T4T,116.8,117.85
2021,2021-05-22,17:00:00,America/Indiana/Indianapolis,2021-05-22 17:00:00-04:00,2021-05-22 21:00:00+00:00,-4.0,2021 Temp Archive,370,1,86.0,30.0,117.0,47.22222222222222,0.38,1.0,1.0,NE,29.5,29.5,VALID,T1T,114.3,T2T,116.8,T3,120.9,T4T,114.8,116.7
2021,2021-05-22,17:15:00,America/Indiana/Indianapolis,2021-05-22 17:15:00-04:00,2021-05-22 21:15:00+00:00,-4.0,2021 Temp Archive,371,1,86.0,30.0,114.0,45.55555555555556,0.37,1.0,1.0,S,29.5,29.5,VALID,T1T,112.3,T2T,115.7,T3,116.1,T4T,112.6,114.175
2021,2021-05-22,17:30:00,America/Indiana/Indianapolis,2021-05-22 17:30:00-04:00,2021-05-22 21:30:00+00:00,-4.0,2021 Temp Archive,372,1,87.0,30.555555555555557,114.0,45.55555555555556,0.37,2.0,2.0,SE,29.5,29.5,VALID,T1T,106.9,T2T,117.1,T3,118.8,T4T,113.0,113.95
2021,2021-05-22,17:45:00,America/Indiana/Indianapolis,2021-05-22 17:45:00-04:00,2021-05-22 21:45:00+00:00,-4.0,2021 Temp Archive,373,1,87.0,30.555555555555557,113.0,45.0,0.38,1.0,1.0,SSW,29.49,29.49,VALID,T1T,105.3,T2T,117.5,T3,117.7,T4T,112.3,113.2
2021,2021-05-22,17:50:00,America/Indiana/Indianapolis,2021-05-22 17:50:00-04:00,2021-05-22 21:50:00+00:00,-4.0,2021 Temp Archive,374,1,86.0,30.0,112.0,44.44444444444444,0.38,2.0,2.0,ENE,29.49,29.49,VALID,T1T,103.3,T2T,116.8,T3,115.7,T4T,111.6,111.85
2022,2022-05-21,08:00:00,America/Indiana/Indianapolis,2022-05-21 08:00:00-04:00,2022-05-21 12:00:00+00:00,-4.0,2022 Temp Archive,376,1,76.0,24.444444444444443,78.0,25.555555555555557,0.7,1.0,1.0,SSW,29.12,29.12,VALID,I2,79.3,I3T,76.5,I5,79.3,I6,78.3,78.35000000000001
2022,2022-05-21,08:15:00,America/Indiana/Indianapolis,2022-05-21 08:15:00-04:00,2022-05-21 12:15:00+00:00,-4.0,2022 Temp Archive,377,1,76.0,24.444444444444443,79.0,26.11111111111111,0.7,0.0,0.0,SE,29.12,29.12,VALID,I2,79.4,I3T,76.5,I5,79.3,I6,78.4,78.4
2022,2022-05-21,08:30:00,America/Indiana/Indianapolis,2022-05-21 08:30:00-04:00,2022-05-21 12:30:00+00:00,-4.0,2022 Temp Archive,378,1,77.0,25.0,80.0,26.666666666666668,0.69,0.0,0.0,SE,239.13,,SOURCE_VALUE_OUT_OF_RANGE,I2,81.3,I3T,78.1,I5,81.0,I6,79.9,80.07499999999999
2022,2022-05-21,08:45:00,America/Indiana/Indianapolis,2022-05-21 08:45:00-04:00,2022-05-21 12:45:00+00:00,-4.0,2022 Temp Archive,379,1,78.0,25.555555555555557,82.0,27.77777777777778,0.68,2.0,2.0,S,29.13,29.13,VALID,I2,83.5,I3T,78.8,I5,83.1,I6,82.6,82.0
2022,2022-05-21,09:00:00,America/Indiana/Indianapolis,2022-05-21 09:00:00-04:00,2022-05-21 13:00:00+00:00,-4.0,2022 Temp Archive,380,1,78.0,25.555555555555557,85.0,29.444444444444443,0.68,2.0,2.0,S,29.14,29.14,VALID,I2,87.1,I3T,79.9,I5,85.6,I6,85.8,84.6
2022,2022-05-21,09:15:00,America/Indiana/Indianapolis,2022-05-21 09:15:00-04:00,2022-05-21 13:15:00+00:00,-4.0,2022 Temp Archive,381,1,79.0,26.11111111111111,85.0,29.444444444444443,0.67,1.0,1.0,SE,29.14,29.14,VALID,I2,87.3,I3T,81.1,I5,86.7,I6,86.2,85.32499999999999
2022,2022-05-21,09:30:00,America/Indiana/Indianapolis,2022-05-21 09:30:00-04:00,2022-05-21 13:30:00+00:00,-4.0,2022 Temp Archive,382,1,78.0,25.555555555555557,86.0,30.0,0.67,2.0,2.0,S,29.12,29.12,VALID,I2,88.5,I3T,81.9,I5,87.4,I6,87.3,86.275
2022,2022-05-21,10:30:00,America/Indiana/Indianapolis,2022-05-21 10:30:00-04:00,2022-05-21 14:30:00+00:00,-4.0,2022 Temp Archive,383,1,78.0,25.555555555555557,86.0,30.0,0.69,1.0,1.0,WNW,29.16,29.16,VALID,I2,88.5,I3T,82.4,I5,86.5,I6,87.3,86.175
2022,2022-05-21,10:45:00,America/Indiana/Indianapolis,2022-05-21 10:45:00-04:00,2022-05-21 14:45:00+00:00,-4.0,2022 Temp Archive,384,1,78.0,25.555555555555557,86.0,30.0,0.68,0.0,0.0,NNW,29.14,29.14,VALID,I2,87.3,I3T,81.7,I5,86.4,I6,86.5,85.475
2022,2022-05-21,11:00:00,America/Indiana/Indianapolis,2022-05-21 11:00:00-04:00,2022-05-21 15:00:00+00:00,-4.0,2022 Temp Archive,385,1,77.0,25.0,86.0,30.0,0.67,3.0,3.0,NNW,29.1,29.1,VALID,I2,87.3,I3T,82.0,I5,86.5,I6,86.7,85.625
2022,2022-05-21,11:15:00,America/Indiana/Indianapolis,2022-05-21 11:15:00-04:00,2022-05-21 15:15:00+00:00,-4.0,2022 Temp Archive,386,1,77.0,25.0,86.0,30.0,0.66,3.0,3.0,SSW,29.12,29.12,VALID,I2,88.0,I3T,82.8,I5,87.8,I6,87.4,86.5
2022,2022-05-21,11:30:00,America/Indiana/Indianapolis,2022-05-21 11:30:00-04:00,2022-05-21 15:30:00+00:00,-4.0,2022 Temp Archive,387,1,77.0,25.0,88.0,31.11111111111111,0.66,0.0,0.0,S,29.14,29.14,VALID,I2,90.0,I3T,84.4,I5,89.6,I6,89.1,88.275
2022,2022-05-21,11:45:00,America/Indiana/Indianapolis,2022-05-21 11:45:00-04:00,2022-05-21 15:45:00+00:00,-4.0,2022 Temp Archive,388,1,77.0,25.0,91.0,32.77777777777778,0.66,6.0,6.0,SE,29.15,29.15,VALID,I2,93.0,I3T,87.3,I5,92.5,I6,91.6,91.1
2022,2022-05-21,12:00:00,America/Indiana/Indianapolis,2022-05-21 12:00:00-04:00,2022-05-21 16:00:00+00:00,-4.0,2022 Temp Archive,389,1,78.0,25.555555555555557,92.0,33.333333333333336,0.66,1.0,1.0,SE,29.15,29.15,VALID,I2,93.9,I3T,87.4,I5,93.4,I6,92.7,91.85
2022,2022-05-21,12:15:00,America/Indiana/Indianapolis,2022-05-21 12:15:00-04:00,2022-05-21 16:15:00+00:00,-4.0,2022 Temp Archive,390,1,78.0,25.555555555555557,99.0,37.22222222222222,0.65,8.0,8.0,S,29.14,29.14,VALID,I2,102.6,I3T,93.7,I5,101.1,I6,100.8,99.55
2022,2022-05-21,12:30:00,America/Indiana/Indianapolis,2022-05-21 12:30:00-04:00,2022-05-21 16:30:00+00:00,-4.0,2022 Temp Archive,391,1,79.0,26.11111111111111,105.0,40.55555555555556,0.6,5.0,5.0,S,29.15,29.15,VALID,I2,108.1,I3T,100.0,I5,106.9,I6,106.2,105.3
