year,file,page,line_no,keyword_hits,raw_line
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,34,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,35,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,7,car,May PI IndyCar 49.8668 162.132
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,11,car,40.2539 223.581 39.3764 228.563 39.4116 228.359 39.5047 227.821 39.6082 227.226 INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,29,speed,1 T2500 Speedway 5.1250 4.9783 4.9807 4.9823 4.9973 6.7479 to 219.512 225.981 225.872 225.799 225.122 166.719
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,34,car | section,3.2585 206.732 2.9154 231.061 2.9117 231.355 2.9138 231.188 2.9194 230.745 3.0848 218.373 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,37,lap,Lap 1 2 3 4 5 6
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,36,38,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,37,8,car,May SF IndyCar to 48.9540 170.085 48.8623 170.405 48.2894 172.426
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,37,11,lap | car,41.1095 218.927 39.5982 227.283 39.7666 226.321 39.9345 225.369 40.0282 224.841 0.803 41.1399 218.766 39.5568 227.521 39.6378 227.056 39.7259 226.552 39.8856 225.645 1.094 41.4484 217.137 39.4854 227.932 39.5270 227.692 39.5860 227.353 39.6558 226.953 INDYCAR Lap 11207.4474 8223.4232
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,37,27,speed,T2500 Speedway 1 (R) T2 5.3200 5.0263 5.0307 5.0801 5.0808 7.0119 5.3001 5.0087 5.0209 5.0357 5.0923 6.9666 5.5528 5.0062 5.0053 5.0164 5.0351 6.7487 to 211.466 223.823 223.627 221.452 221.422 160.442 212.260 224.609 224.063 223.405 220.922 161.485 202.600 224.721 224.762 224.264 223.432 166.699
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,37,31,car | section,3.3114 203.429 2.9405 229.089 2.9386 229.237 2.9705 226.775 2.9655 227.158 3.1803 211.815 3.2822 205.239 2.9245 230.342 2.9282 230.051 2.9300 229.910 3.1037 217.043 3.3090 203.577 2.9402 229.112 2.9391 229.198 2.9383 229.261 2.9432 228.879 3.1452 214.179 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,37,34,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,37,35,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,8,car,May SF IndyCar to 47.7746 174.284 45.2086 184.177
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,11,car,42.5296 211.617 39.1869 229.669 39.2732 229.164 39.3191 228.896 39.4036 228.406 1.021 42.3576 212.477 39.1660 229.791 39.2037 229.570 39.2797 229.126 39.2285 229.425 INDYCAR 8812.2889
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,29,speed,1 T2500 Speedway 5.7439 4.9593 4.9827 4.9851 4.9912 6.0124 5.7061 4.9503 4.9659 4.9801 4.9793 6.7066 to 195.860 226.847 225.781 225.673 225.397 187.113 197.157 227.259 226.545 225.899 225.935 167.745 Day Colton SS1
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,33,car | section,3.4000 198.128 2.9046 231.921 2.9047 231.913 2.9072 231.713 2.9108 231.427 3.0186 223.162 3.3698 199.904 2.9091 231.562 2.9139 231.180 2.9093 231.546 2.9076 231.681 3.0450 221.227 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,36,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,38,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,8,car,May SF IndyCar to 48.1235 173.021 48.3414 172.241
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,11,car,41.3518 217.645 39.4031 228.408 39.4315 228.244 39.5284 227.684 39.6109 227.210 1.315 41.4222 217.275 39.3605 228.656 39.4468 228.155 39.4603 228.077 39.5580 227.514 INDYCAR 6845.8987
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,12,lap,Lap
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,29,speed,1 T2500 Speedway 5.4984 4.9661 4.9843 5.0017 5.0112 6.9960 5.5338 4.9883 5.0121 5.0252 5.0325 7.0334 to 204.605 226.536 225.709 224.924 224.497 160.806 203.296 225.528 224.457 223.872 223.547 159.951
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,33,car | section,3.2650 206.320 2.9101 231.482 2.9237 230.405 2.9214 230.587 2.9258 230.240 3.0868 218.231 3.3166 203.111 2.9339 229.604 2.9442 228.801 2.9369 229.370 2.9281 230.059 3.1133 216.374 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,36,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,39,37,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,40,8,car,May SF IndyCar to 49.7670 167.307 49.4834 168.266 48.3266 172.294
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,40,11,lap | car,42.7862 210.348 39.1941 229.626 39.3151 228.920 39.3995 228.429 39.4642 228.055 0.765 42.5925 211.305 39.3436 228.754 39.5281 227.686 1.524 42.1469 213.539 39.2083 229.543 39.4134 228.349 39.6596 226.931 INDYCAR Lap 11772.1517 5905.1555
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,40,28,speed,1 T2500 Speedway to 194.856 227.085 226.231 225.790 225.302 162.375 195.262 226.540 225.786 164.934 196.726 226.463 225.288 223.694 173.074 Marco 5.7735 4.9541 4.9728 4.9825 4.9933 6.9284 5.7615 4.9660 4.9826 6.8209 5.7186 4.9677 4.9936 5.0292 6.5001
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,40,32,car | section,3.4262 196.613 2.9081 231.641 2.9028 232.064 2.9095 231.530 2.9129 231.260 3.0645 219.819 2.9127 231.276 3.0607 220.092 3.3846 199.030 2.9171 230.927 2.9261 230.216 2.9351 229.511 3.1688 212.584 Car T1to103rd Indianapolis Section Qualifications for
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,40,35,lap,Lap 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,40,36,session | section,Event: Track: Report: Session: Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,7,car,May IndyCar
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,10,car,INDYCAR
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,18,lap | time | speed,Legend Lap Under Under Time Speed Information
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,19,section,Color Fastest Section Section Section Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,21,speed,1500 Speedway
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,25,car | section,DataIndianapolis Length Legend Car 0.187121 0.312500 0.312500 0.312500 0.312500 0.312500 0.312500 0.200000 0.237879 0.625000 0.625000 0.625000 0.437879 2.500000 0.441951 2.312879 2.245833 0.937500 1.121212 2.058712103rd Indianapolis Section Qualifications for Section
2019,2019_5565_indycar-sectionresults-quals-day1.pdf,41,27,session | lap | section,to to to to to to to to to to to to to Lap to to to to to to Name PI PO SF PO BS PO SF T1 SS1 T2 BS T3 SS2 T4 FS T1 T2 T3 T4Event: Track: Report: Session: Section
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,1,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,1,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,1,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,1,5,car | section,"Section Data for Car 2 - Newgarden, Josef"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,1,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,1,26,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 1 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,2,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,2,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,2,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,2,5,car | section,"Section Data for Car 2 - Newgarden, Josef"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,2,6,lap,Lap T/S Front Front Lap PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,2,26,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 2 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,3,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,3,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,3,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,3,5,car | section,"Section Data for Car 3 - McLaughlin, Scott"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,3,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,3,26,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 3 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,4,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,4,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,4,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,4,5,car | section,"Section Data for Car 3 - McLaughlin, Scott"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,4,6,lap,Lap T/S Front Front Lap PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,4,26,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 4 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,5,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,5,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,5,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,5,5,car | section,"Section Data for Car 4 - Malukas, David"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,5,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,5,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 5 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,6,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,6,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,6,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,6,5,car | section,"Section Data for Car 4 - Malukas, David"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,6,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,6,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 6 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,7,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,7,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,7,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,7,5,car | section,"Section Data for Car 5 - O'Ward, Pato"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,7,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,7,35,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 7 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,8,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,8,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,8,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,8,5,car | section,"Section Data for Car 5 - O'Ward, Pato"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,8,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,8,35,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 8 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,9,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,9,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,9,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,9,5,car | section,"Section Data for Car 6 - Siegel, Nolan (R)"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,9,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,9,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 9 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,10,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,10,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,10,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,10,5,car | section,"Section Data for Car 6 - Siegel, Nolan (R)"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,10,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,10,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 10 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,11,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,11,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,11,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,11,5,car | section,"Section Data for Car 06 - Castroneves, Helio"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,11,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,11,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 11 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,12,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,12,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,12,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,12,5,car | section,"Section Data for Car 06 - Castroneves, Helio"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,12,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,12,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 12 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,13,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,13,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,13,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,13,5,car | section,"Section Data for Car 7 - Lundgaard, Christian"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,13,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,13,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 13 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,14,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,14,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,14,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,14,5,car | section,"Section Data for Car 7 - Lundgaard, Christian"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,14,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,14,44,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 14 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,15,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,15,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,15,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,15,5,car | section,"Section Data for Car 8 - Simpson, Kyffin"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,15,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,15,41,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 15 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,16,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,16,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,16,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,16,5,car | section,"Section Data for Car 8 - Simpson, Kyffin"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,16,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,16,41,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 16 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,17,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,17,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,17,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,17,5,car | section,"Section Data for Car 9 - Dixon, Scott"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,17,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,17,35,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 17 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,18,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,18,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,18,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,18,5,car | section,"Section Data for Car 9 - Dixon, Scott"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,18,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,18,35,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 18 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,19,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,19,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,19,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,19,5,car | section,"Section Data for Car 10 - Palou, Alex"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,19,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,19,26,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 19 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,20,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,20,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,20,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,20,5,car | section,"Section Data for Car 10 - Palou, Alex"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,20,6,lap,Lap T/S Front Front Lap PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,20,26,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 20 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,21,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,21,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,21,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,21,5,car | section,"Section Data for Car 12 - Power, Will"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,21,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,21,62,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 21 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,22,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,22,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,22,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,22,5,car | section,"Section Data for Car 12 - Power, Will"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,22,6,lap,Lap T/S Front Front Lap PI to PO PO to SF SF to PI
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,22,62,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 22 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,23,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,23,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,23,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,23,5,car | section,"Section Data for Car 14 - Ferrucci, Santino"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,23,6,lap,Lap T/S Front Turn 1 Entry Turn 1 Exit Turn 2 Entry Turn 2 Exit Back Stretch Back Stretch Back Stretch Back Stretch Turn 3 Entry Turn 3 Exit Turn 4 Entry Turn 4 Exit Front Front
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,23,56,car,Information provided by Indy Racing Information System - Copyright INDYCAR 2025 Page 23 of 73
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,24,2,speed,Track: Indianapolis Motor Speedway 2.5 mile(s)
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,24,3,car | section,Report: Section Data Report NTT INDYCAR SERIES
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,24,4,session,"Session: Qualifications - Day One May 17, 2025"
2025,2025_6656_indycar-sectionresults-quals-day1.pdf,24,5,car | section,"Section Data for Car 14 - Ferrucci, Santino"
