core_row,year,car_number,driver_name,delta_four_lap_average_speed_mph,residual_loyo_centered,before_attempt_id,after_attempt_id,section_name,before_mean_section_speed_mph,after_mean_section_speed_mph,delta_section_speed_mph
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,T3 to SS2,227.765,228.3625,0.597500000000025
11,2021,12,Will Power,0.176,0.0433431033147126,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,T4 to FS,228.0545,227.8755,-0.17900000000000205
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,BS to T3,231.38775,232.76825000000002,1.380500000000012
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,FS to SF,231.10475,231.001,-0.1037499999999909
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,SS1 to T2,225.189,225.0455,-0.14349999999998886
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,SS2 to T4,224.6445,224.5025,-0.1419999999999959
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,T/SSF to T1,233.10825,232.948,-0.16024999999999068
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,T1 to SS1,228.27724999999998,228.565,0.2877500000000168
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,T2 to BS,227.93075,227.94925,0.01850000000001728
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,T3 to SS2,227.12275,227.8605,0.7377500000000055
12,2021,16,Simona De Silvestro,0.222,0.2918458210302016,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,T4 to FS,227.52475,227.36625,-0.15850000000000364
13,2021,18,Ed Jones,0.798,0.5261636980322767,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,BS to T3,234.118,235.33974999999998,1.221749999999986
13,2021,18,Ed Jones,0.798,0.5261636980322767,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,FS to SF,232.01274999999998,232.74875,0.7360000000000184
13,2021,18,Ed Jones,0.798,0.5261636980322767,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,SS1 to T2,227.51725,228.37675000000002,0.8595000000000255
13,2021,18,Ed Jones,0.798,0.5261636980322767,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,SS2 to T4,226.81575,227.61375,0.7980000000000018
13,2021,18,Ed Jones,0.798,0.5261636980322767,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,T/SSF to T1,234.119,234.496,0.37700000000000955
13,2021,18,Ed Jones,0.798,0.5261636980322767,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,T1 to SS1,230.0345,230.652,0.6174999999999784
