year,source_rank,car_number,driver_name,official_status,official_speed_mph,official_lap1_s,official_lap2_s,official_lap3_s,official_lap4_s,timing_lap1_s,timing_lap2_s,timing_lap3_s,timing_lap4_s,lap_match_abs_sum_s,lap_match_abs_max_s,match_quality,attempt_timestamp_ms,attempt_timestamp_utc,attempt_timestamp_indianapolis,timing_derived_avg_speed_mph,timing_analysis_files,timestamp_usage_count
2025,11,28,"Ericsson, Marcus",VALID_OR_UNLABELED,232.132,38.7726,38.7193,38.7681,38.8243,38.7726,38.7193,38.7681,38.8243,0.0,0.0,EXACT_OR_NEAR_EXACT,1747494386800,2025-05-17T15:06:26.800000+00:00,2025-05-17T11:06:26.800000-04:00,232.13181476139107,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,12,7,"Lundgaard, Christian",VALID_OR_UNLABELED,231.809,38.8304,38.7789,38.8518,38.8393,38.8304,38.7789,38.8518,38.8393,0.0,0.0,EXACT_OR_NEAR_EXACT,1747511649157,2025-05-17T19:54:09.157000+00:00,2025-05-17T15:54:09.157000-04:00,231.80880409837968,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,13,76,"Daly, Conor",VALID_OR_UNLABELED,231.725,38.8318,38.814,38.8147,38.8963,38.8318,38.814,38.8147,38.8963,0.0,0.0,EXACT_OR_NEAR_EXACT,1747518501424,2025-05-17T21:48:21.424000+00:00,2025-05-17T17:48:21.424000-04:00,231.72464932336402,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,14,20,"Rossi, Alexander",VALID_OR_UNLABELED,231.701,38.671,38.8792,38.8304,38.9919,38.671,38.8792,38.8304,38.9919,0.0,0.0,EXACT_OR_NEAR_EXACT,1747510701328,2025-05-17T19:38:21.328000+00:00,2025-05-17T15:38:21.328000-04:00,231.70123413087902,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,15,8,"Simpson, Kyffin",VALID_OR_UNLABELED,231.641,38.7937,38.8439,38.921,38.8541,38.7937,38.8439,38.921,38.8541,0.0,0.0,EXACT_OR_NEAR_EXACT,1747494940501,2025-05-17T15:15:40.501000+00:00,2025-05-17T11:15:40.501000-04:00,231.6413008718078,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,16,33,"Carpenter, Ed",VALID_OR_UNLABELED,231.633,38.7904,38.8833,38.8448,38.8995,38.7904,38.8833,38.8448,38.8995,0.0,0.0,EXACT_OR_NEAR_EXACT,1747514549095,2025-05-17T20:42:29.095000+00:00,2025-05-17T16:42:29.095000-04:00,231.63340153650154,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,17,14,"Ferrucci, Santino",VALID_OR_UNLABELED,231.593,38.8371,38.8373,38.8351,38.9358,38.8371,38.8373,38.8351,38.9358,0.0,0.0,EXACT_OR_NEAR_EXACT,1747509891900,2025-05-17T19:24:51.900000+00:00,2025-05-17T15:24:51.900000-04:00,231.5927210407777,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,18,30,"DeFrancesco, Devlin",VALID_OR_UNLABELED,231.575,38.7468,38.8389,38.8811,38.9907,38.7468,38.8389,38.8811,38.9907,0.0,0.0,EXACT_OR_NEAR_EXACT,1747512959327,2025-05-17T20:15:59.327000+00:00,2025-05-17T16:15:59.327000-04:00,231.57454609780808,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,19,77,"Robb, Sting Ray",VALID_OR_UNLABELED,231.461,38.7773,38.8971,38.9527,38.9065,38.7773,38.8971,38.9527,38.9065,0.0,0.0,EXACT_OR_NEAR_EXACT,1747510436076,2025-05-17T19:33:56.076000+00:00,2025-05-17T15:33:56.076000-04:00,231.46124052937756,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,20,21,"Rasmussen, Christian",VALID_OR_UNLABELED,231.438,38.7646,38.9281,38.9435,38.9127,38.8525,38.9401,38.9435,38.9694,0.1565999999999974,0.08789999999999765,PLAUSIBLE,1747512218625,2025-05-17T20:03:38.625000+00:00,2025-05-17T16:03:38.625000-04:00,231.2057056430248,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,2
2025,21,17,"Larson, Kyle",VALID_OR_UNLABELED,231.326,38.8021,38.8883,38.9354,38.9984,38.8021,38.8883,38.9354,38.9984,0.0,0.0,EXACT_OR_NEAR_EXACT,1747509269666,2025-05-17T19:14:29.666000+00:00,2025-05-17T15:14:29.666000-04:00,231.32649035304277,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,22,45,"Foster, Louis",VALID_OR_UNLABELED,231.058,38.8669,38.9154,39.012,39.0106,38.8669,38.9154,39.012,39.0106,0.0,0.0,EXACT_OR_NEAR_EXACT,1747516421995,2025-05-17T21:13:41.995000+00:00,2025-05-17T17:13:41.995000-04:00,231.05820163550698,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,23,90,"Ilott, Callum",VALID_OR_UNLABELED,230.993,38.9142,38.9637,38.9931,38.9779,38.9142,38.9637,38.9931,38.9779,0.0,0.0,EXACT_OR_NEAR_EXACT,1747513718394,2025-05-17T20:28:38.394000+00:00,2025-05-17T16:28:38.394000-04:00,230.99296818906004,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,24,06,"Castroneves, Helio",VALID_OR_UNLABELED,230.978,38.9097,38.9394,39.0034,39.0067,38.9097,38.9394,39.0034,39.0067,0.0,0.0,EXACT_OR_NEAR_EXACT,1747511383787,2025-05-17T19:49:43.787000+00:00,2025-05-17T15:49:43.787000-04:00,230.97770295240835,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,25,27,"Kirkwood, Kyle",VALID_OR_UNLABELED,230.917,38.8022,38.9161,38.9177,39.2639,38.8022,38.9161,38.9177,39.2639,0.0,0.0,EXACT_OR_NEAR_EXACT,1747502819314,2025-05-17T17:26:59.314000+00:00,2025-05-17T13:26:59.314000-04:00,230.9174027693411,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,26,6,"Siegel, Nolan",VALID_OR_UNLABELED,230.571,38.9652,38.9952,39.0642,39.1096,38.9652,38.9952,39.0642,39.1096,0.0,0.0,EXACT_OR_NEAR_EXACT,1747496881961,2025-05-17T15:48:01.961000+00:00,2025-05-17T11:48:01.961000-04:00,230.57088069109778,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,27,23,"Hunter-Reay, Ryan",VALID_OR_UNLABELED,230.363,39.0208,39.0438,39.1288,39.0818,39.0208,39.0438,39.1288,39.0818,0.0,0.0,EXACT_OR_NEAR_EXACT,1747514228891,2025-05-17T20:37:08.891000+00:00,2025-05-17T16:37:08.891000-04:00,230.36284708002293,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,28,24,"Harvey, Jack",VALID_OR_UNLABELED,230.348,38.9101,39.0487,39.2036,39.1229,38.9101,39.0487,39.2036,39.1229,0.0,0.0,EXACT_OR_NEAR_EXACT,1747496041442,2025-05-17T15:34:01.442000+00:00,2025-05-17T11:34:01.442000-04:00,230.34795978892447,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,29,26,"Herta, Colton",VALID_OR_UNLABELED,230.192,39.1173,39.0871,39.0924,39.0942,39.1173,39.0871,39.0924,39.0942,0.0,0.0,EXACT_OR_NEAR_EXACT,1747514836121,2025-05-17T20:47:16.121000+00:00,2025-05-17T16:47:16.121000-04:00,230.1922744914989,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,30,15,"Rahal, Graham",VALID_OR_UNLABELED,229.863,39.0302,39.1385,39.2382,39.2083,39.1342,39.1119,39.5575,39.6174,0.8590000000000018,0.40910000000000224,WEAK,1747496616044,2025-05-17T15:43:36.044000+00:00,2025-05-17T11:43:36.044000-04:00,228.68613463260937,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,2
2025,33,4,"Malukas, David",Retired,232.194,38.8124,38.813,38.7028,38.7144,38.8124,38.813,38.7028,38.7144,0.0,0.0,EXACT_OR_NEAR_EXACT,1747499152396,2025-05-17T16:25:52.396000+00:00,2025-05-17T12:25:52.396000-04:00,232.1942485484635,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,34,75,"Sato, Takuma",Retired,232.169,38.7201,38.7659,38.7847,38.7889,38.7201,38.7659,38.7847,38.7889,0.0,0.0,EXACT_OR_NEAR_EXACT,1747500238703,2025-05-17T16:43:58.703000+00:00,2025-05-17T12:43:58.703000-04:00,232.1687918709967,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,36,12,"Power, Will",Retired,231.88,38.6818,38.6933,38.7225,39.1554,38.7421,38.7966,38.8589,39.0297,0.4256999999999991,0.13640000000000185,WEAK,1747516944844,2025-05-17T21:22:24.844000+00:00,2025-05-17T17:22:24.844000-04:00,231.61954174073668,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,2
2025,37,20,"Rossi, Alexander",Failed Attempt,231.673,38.7909,38.8244,38.8711,38.9052,38.7909,38.8244,38.8711,38.9052,0.0,0.0,EXACT_OR_NEAR_EXACT,1747516149149,2025-05-17T21:09:09.149000+00:00,2025-05-17T17:09:09.149000-04:00,231.67275451182692,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,38,12,"Power, Will",Failed Attempt,231.62,38.7421,38.7966,38.8589,39.0297,38.7421,38.7966,38.8589,39.0297,0.0,0.0,EXACT_OR_NEAR_EXACT,1747516944844,2025-05-17T21:22:24.844000+00:00,2025-05-17T17:22:24.844000-04:00,231.61954174073668,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,2
2025,39,76,"Daly, Conor",Failed Attempt,231.596,38.8295,38.8616,38.8684,38.8833,38.8295,38.8616,38.8684,38.8833,0.0,0.0,EXACT_OR_NEAR_EXACT,1747497150816,2025-05-17T15:52:30.816000+00:00,2025-05-17T11:52:30.816000-04:00,231.5964457665456,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,40,20,"Rossi, Alexander",Retired,231.51,38.6972,38.8683,38.8927,39.0424,38.6972,38.8683,38.8927,39.0424,0.0,0.0,EXACT_OR_NEAR_EXACT,1747495480985,2025-05-17T15:24:40.985000+00:00,2025-05-17T11:24:40.985000-04:00,231.5103607317271,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,44,33,"Carpenter, Ed",Retired,231.392,38.7285,38.9669,38.9237,38.961,38.7285,38.9669,38.9237,38.961,0.0,0.0,EXACT_OR_NEAR_EXACT,1747500518665,2025-05-17T16:48:38.665000+00:00,2025-05-17T12:48:38.665000-04:00,231.39206106693595,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,45,20,"Rossi, Alexander",Failed Attempt,231.349,38.8206,38.8893,38.8778,39.0213,38.8206,38.8893,38.8778,39.0213,0.0,0.0,EXACT_OR_NEAR_EXACT,1747505812386,2025-05-17T18:16:52.386000+00:00,2025-05-17T14:16:52.386000-04:00,231.34908649242655,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,46,76,"Daly, Conor",Retired,231.221,38.8996,38.8977,38.9319,38.966,38.8996,38.8977,38.9319,38.966,0.0,0.0,EXACT_OR_NEAR_EXACT,1747506428223,2025-05-17T18:27:08.223000+00:00,2025-05-17T14:27:08.223000-04:00,231.22100103278714,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,47,21,"Rasmussen, Christian",Failed Attempt,231.206,38.8525,38.9401,38.9435,38.9694,38.8525,38.9401,38.9435,38.9694,0.0,0.0,EXACT_OR_NEAR_EXACT,1747512218625,2025-05-17T20:03:38.625000+00:00,2025-05-17T16:03:38.625000-04:00,231.2057056430248,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,2
2025,49,27,"Kirkwood, Kyle",Failed Attempt,230.868,39.0036,39.0055,38.9944,38.93,39.0036,39.0055,38.9944,38.93,0.0,0.0,EXACT_OR_NEAR_EXACT,1747511105117,2025-05-17T19:45:05.117000+00:00,2025-05-17T15:45:05.117000-04:00,230.86764550273037,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,50,14,"Ferrucci, Santino",Retired,230.837,38.8551,39.1399,38.9947,38.9647,38.8551,39.1399,38.9947,38.9647,0.0,0.0,EXACT_OR_NEAR_EXACT,1747499420544,2025-05-17T16:30:20.544000+00:00,2025-05-17T12:30:20.544000-04:00,230.83670611409488,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,51,90,"Ilott, Callum",Retired,230.704,38.9275,38.9392,39.0905,39.0871,38.9275,38.9392,39.0905,39.0871,0.0,0.0,EXACT_OR_NEAR_EXACT,1747503396335,2025-05-17T17:36:36.335000+00:00,2025-05-17T13:36:36.335000-04:00,230.70371682913122,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,52,45,"Foster, Louis",Retired,230.566,38.953,38.9981,39.0988,39.0877,38.953,38.9981,39.0988,39.0877,0.0,0.0,EXACT_OR_NEAR_EXACT,1747501691494,2025-05-17T17:08:11.494000+00:00,2025-05-17T13:08:11.494000-04:00,230.5658598569467,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,53,30,"DeFrancesco, Devlin",Retired,230.415,38.7916,39.2063,39.1234,39.1183,38.7916,39.2063,39.1234,39.1183,0.0,0.0,EXACT_OR_NEAR_EXACT,1747503101191,2025-05-17T17:31:41.191000+00:00,2025-05-17T13:31:41.191000-04:00,230.41533644479375,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,54,77,"Robb, Sting Ray",Retired,230.335,39.117,39.016,38.9078,39.2536,39.117,39.016,38.9078,39.2536,0.0,0.0,EXACT_OR_NEAR_EXACT,1747502252165,2025-05-17T17:17:32.165000+00:00,2025-05-17T13:17:32.165000-04:00,230.33454813480202,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,56,7,"Lundgaard, Christian",Retired,230.304,39.389,39.0007,39.0994,38.8263,39.389,39.0007,39.0994,38.8263,0.0,0.0,EXACT_OR_NEAR_EXACT,1747496350104,2025-05-17T15:39:10.104000+00:00,2025-05-17T11:39:10.104000-04:00,230.30360412345806,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,57,23,"Hunter-Reay, Ryan",Retired,230.236,39.073,39.0746,39.074,39.1398,39.073,39.0746,39.074,39.1398,0.0,0.0,EXACT_OR_NEAR_EXACT,1747495766584,2025-05-17T15:29:26.584000+00:00,2025-05-17T11:29:26.584000-04:00,230.23585104763708,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,58,6,"Siegel, Nolan",Failed Attempt,230.099,39.0525,39.1262,39.1257,39.15,39.0525,39.1262,39.1257,39.15,0.0,0.0,EXACT_OR_NEAR_EXACT,1747509006035,2025-05-17T19:10:06.035000+00:00,2025-05-17T15:10:06.035000-04:00,230.09899370040088,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,59,17,"Larson, Kyle",Retired,230.053,39.0386,39.0349,39.1709,39.2411,39.0386,39.0349,39.1709,39.2411,0.0,0.0,EXACT_OR_NEAR_EXACT,1747499967091,2025-05-17T16:39:27.091000+00:00,2025-05-17T12:39:27.091000-04:00,230.0532637209198,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,60,24,"Harvey, Jack",Failed Attempt,230.012,39.0065,39.0799,39.177,39.2503,39.0065,39.0799,39.177,39.2503,0.0,0.0,EXACT_OR_NEAR_EXACT,1747515116349,2025-05-17T20:51:56.349000+00:00,2025-05-17T16:51:56.349000-04:00,230.01181366231836,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,61,98,"Andretti, Marco",Failed Attempt,229.859,39.048,39.1769,39.0925,39.3006,39.048,39.1769,39.0925,39.3006,0.0,0.0,EXACT_OR_NEAR_EXACT,1747517723929,2025-05-17T21:35:23.929000+00:00,2025-05-17T17:35:23.929000-04:00,229.85863693828296,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,62,98,"Andretti, Marco",Bumped,229.857,39.1876,39.158,39.1674,39.1061,39.1876,39.158,39.1674,39.1061,0.0,0.0,EXACT_OR_NEAR_EXACT,1747500820358,2025-05-17T16:53:40.358000+00:00,2025-05-17T12:53:40.358000-04:00,229.85702254705845,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,63,06,"Castroneves, Helio",Retired,229.634,39.2006,39.0314,39.2578,39.2812,39.2006,39.0314,39.2578,39.2812,0.0,0.0,EXACT_OR_NEAR_EXACT,1747505544046,2025-05-17T18:12:24.046000+00:00,2025-05-17T14:12:24.046000-04:00,229.63430736552039,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,64,18,"Veekay, Rinus",Failed Attempt,229.519,39.1007,39.0825,39.1754,39.4915,39.1007,39.0825,39.1754,39.4915,0.0,0.0,EXACT_OR_NEAR_EXACT,1747513443159,2025-05-17T20:24:03.159000+00:00,2025-05-17T16:24:03.159000-04:00,229.51850206024733,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,65,98,"Andretti, Marco",Failed Attempt,229.475,39.1535,39.2334,39.2525,39.2402,39.1535,39.2334,39.2525,39.2402,0.0,0.0,EXACT_OR_NEAR_EXACT,1747515383362,2025-05-17T20:56:23.362000+00:00,2025-05-17T16:56:23.362000-04:00,229.47534287440814,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,66,98,"Andretti, Marco",Failed Attempt,229.356,39.1984,39.2576,39.2774,39.2278,39.1984,39.2576,39.2774,39.2278,0.0,0.0,EXACT_OR_NEAR_EXACT,1747508467244,2025-05-17T19:01:07.244000+00:00,2025-05-17T15:01:07.244000-04:00,229.3560446785575,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,67,18,"Veekay, Rinus",Bumped,229.228,39.2308,39.2621,39.2902,39.266,39.2308,39.2621,39.2902,39.266,0.0,0.0,EXACT_OR_NEAR_EXACT,1747503675054,2025-05-17T17:41:15.054000+00:00,2025-05-17T13:41:15.054000-04:00,229.22767465716134,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
2025,69,15,"Rahal, Graham",Bumped,228.686,39.1342,39.1119,39.5575,39.6174,39.1342,39.1119,39.5575,39.6174,0.0,0.0,EXACT_OR_NEAR_EXACT,1747496616044,2025-05-17T15:43:36.044000+00:00,2025-05-17T11:43:36.044000-04:00,228.68613463260937,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,2
2025,71,51,"Abel, Jacob",Bumped,226.859,39.7125,39.7983,39.6218,39.5566,39.7125,39.7983,39.6218,39.5566,0.0,0.0,EXACT_OR_NEAR_EXACT,1747501124765,2025-05-17T16:58:44.765000+00:00,2025-05-17T12:58:44.765000-04:00,226.8585385772945,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json,1
