year,source_rank,car_number,driver_name,official_status,official_speed_mph,official_lap1_s,official_lap2_s,official_lap3_s,official_lap4_s,timing_lap1_s,timing_lap2_s,timing_lap3_s,timing_lap4_s,lap_match_abs_sum_s,lap_match_abs_max_s,match_quality,timestamp_quality,attempt_start_utc,attempt_mid_utc,attempt_end_utc,attempt_mid_indianapolis,attempt_mid_ts,timing_root,timing_analysis_file,candidate_id
2018,45,17,"Daly, Conor",Withdrawn,222.684,40.0243,40.5358,40.4942,40.6099,40.0243,40.5358,40.4942,40.6099,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2018-05-19T18:51:52.335800+00:00,2018-05-19T18:53:13.167900+00:00,2018-05-19T18:54:34+00:00,2018-05-19T14:53:13.167900-04:00,1526755993.1678998,stint,2018_74622252638746b2821d6822ae31527a_analysis.json,LEGACY_2018_17_83
2019,1,21,"Pigot, Spencer",VALID_OR_UNLABELED,230.083,38.9948,39.1172,39.1649,39.1886,38.9948,39.1172,39.1649,39.1886,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:07:07.268142+00:00,2019-05-18T15:08:25.500892+00:00,2019-05-18T15:09:43.733642+00:00,2019-05-18T11:08:25.500892-04:00,1558192105.500892,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_21_15
2019,2,12,"Power, Will",VALID_OR_UNLABELED,230.081,39.0569,39.0969,39.1544,39.1584,39.0569,39.0969,39.1544,39.1584,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:41:02.272881+00:00,2019-05-18T15:42:20.506181+00:00,2019-05-18T15:43:38.739481+00:00,2019-05-18T11:42:20.506181-04:00,1558194140.506181,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_12_31
2019,3,22,"Pagenaud, Simon",VALID_OR_UNLABELED,229.854,39.042,39.1539,39.1768,39.2483,39.042,39.1539,39.1768,39.2483,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:24:12.226107+00:00,2019-05-18T16:25:30.536607+00:00,2019-05-18T16:26:48.847107+00:00,2019-05-18T12:25:30.536607-04:00,1558196730.5366068,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_22_16
2019,4,2,"Newgarden, Josef",VALID_OR_UNLABELED,229.749,39.1083,39.1758,39.1681,39.2402,39.1083,39.1758,39.1681,39.2402,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:07:47.161116+00:00,2019-05-18T17:09:05.507316+00:00,2019-05-18T17:10:23.853516+00:00,2019-05-18T13:09:05.507316-04:00,1558199345.507316,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_2_25
2019,6,63,"Jones, Ed",VALID_OR_UNLABELED,229.44,38.9585,39.1186,39.2825,39.5439,38.9585,39.1186,39.2825,39.5439,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:14:36.937928+00:00,2019-05-18T16:15:55.389678+00:00,2019-05-18T16:17:13.841428+00:00,2019-05-18T12:15:55.389678-04:00,1558196155.389678,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_63_7
2019,7,20,"Carpenter, Ed",VALID_OR_UNLABELED,229.349,39.1257,39.2107,39.289,39.3404,39.1257,39.2107,39.289,39.3404,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:16:51.768610+00:00,2019-05-18T15:18:10.251510+00:00,2019-05-18T15:19:28.734410+00:00,2019-05-18T11:18:10.251510-04:00,1558192690.25151,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_20_14
2019,9,18,"Bourdais, Sebastien",VALID_OR_UNLABELED,228.8,39.1771,39.1713,39.6865,39.3078,39.1771,39.1713,39.6865,39.3078,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:22:01.409066+00:00,2019-05-18T15:23:20.080416+00:00,2019-05-18T15:24:38.751766+00:00,2019-05-18T11:23:20.080416-04:00,1558193000.080416,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_18_20
2019,11,25,"Daly, Conor",VALID_OR_UNLABELED,228.617,39.2626,39.3879,39.404,39.4143,39.2626,39.3879,39.404,39.4143,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T19:54:21.491380+00:00,2019-05-18T19:55:40.225780+00:00,2019-05-18T19:56:58.960180+00:00,2019-05-18T15:55:40.225780-04:00,1558209340.22578,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_25_10
2019,12,3,"Castroneves, Helio",VALID_OR_UNLABELED,228.523,39.2083,39.3775,39.46,39.4879,39.2083,39.3775,39.46,39.4879,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:02:51.314958+00:00,2019-05-18T17:04:10.081808+00:00,2019-05-18T17:05:28.848658+00:00,2019-05-18T13:04:10.081808-04:00,1558199050.081808,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_3_60
2019,13,7,"Ericsson, Marcus",VALID_OR_UNLABELED,228.511,39.2987,39.4361,39.3971,39.4096,39.2987,39.4361,39.3971,39.4096,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:05:31.305024+00:00,2019-05-18T16:06:50.075774+00:00,2019-05-18T16:08:08.846524+00:00,2019-05-18T12:06:50.075774-04:00,1558195610.075774,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_7_28
2019,14,30,"Sato, Takuma",VALID_OR_UNLABELED,228.3,39.3392,39.4293,39.4969,39.422,39.3392,39.4293,39.4969,39.422,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:19:06.178486+00:00,2019-05-18T16:20:25.022186+00:00,2019-05-18T16:21:43.865886+00:00,2019-05-18T12:20:25.022186-04:00,1558196425.0221858,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_30_22
2019,15,33,"Davison, James",VALID_OR_UNLABELED,228.273,39.259,39.4561,39.4936,39.497,39.259,39.4561,39.4936,39.497,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:10:01.139346+00:00,2019-05-18T16:11:19.992196+00:00,2019-05-18T16:12:38.845046+00:00,2019-05-18T12:11:19.992196-04:00,1558195879.992196,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_33_23
2019,16,14,"Kanaan, Tony",VALID_OR_UNLABELED,228.12,39.3649,39.4391,39.4943,39.5133,39.3649,39.4391,39.4943,39.5133,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:27:15.920726+00:00,2019-05-18T15:28:34.826526+00:00,2019-05-18T15:29:53.732326+00:00,2019-05-18T11:28:34.826526-04:00,1558193314.8265262,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_14_54
2019,17,15,"Rahal, Graham",VALID_OR_UNLABELED,228.104,39.3761,39.4162,39.4298,39.6005,39.3761,39.4162,39.4298,39.6005,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T21:47:46.335577+00:00,2019-05-18T21:49:05.246877+00:00,2019-05-18T21:50:24.158177+00:00,2019-05-18T17:49:05.246877-04:00,1558216145.246877,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_15_35
2019,19,77,"Servia, Oriol",VALID_OR_UNLABELED,227.991,39.3764,39.4116,39.5047,39.6082,39.3764,39.4116,39.5047,39.6082,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:12:45.969530+00:00,2019-05-18T17:14:04.919980+00:00,2019-05-18T17:15:23.870430+00:00,2019-05-18T13:14:04.919980-04:00,1558199644.91998,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_77_0
2019,20,23,"Kimball, Charlie",VALID_OR_UNLABELED,227.915,39.421,39.4892,39.4822,39.5611,39.421,39.4892,39.4822,39.5611,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:36:15.783343+00:00,2019-05-18T15:37:34.760093+00:00,2019-05-18T15:38:53.736843+00:00,2019-05-18T11:37:34.760093-04:00,1558193854.760093,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_23_17
2019,21,48,"Hildebrand, JR",VALID_OR_UNLABELED,227.908,39.3381,39.4374,39.5441,39.6388,39.3381,39.4374,39.5441,39.6388,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T21:43:17.216018+00:00,2019-05-18T21:44:36.195218+00:00,2019-05-18T21:45:55.174418+00:00,2019-05-18T17:44:36.195218-04:00,1558215876.1952178,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_48_43
2019,22,28,"Hunter-Reay, Ryan",VALID_OR_UNLABELED,227.877,39.3605,39.4598,39.5725,39.5871,39.3605,39.4598,39.5725,39.5871,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T18:03:55.873316+00:00,2019-05-18T18:05:14.863266+00:00,2019-05-18T18:06:33.853216+00:00,2019-05-18T14:05:14.863266-04:00,1558202714.863266,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_28_2
2019,23,19,"Ferrucci, Santino",VALID_OR_UNLABELED,227.731,39.423,39.4593,39.5772,39.622,39.423,39.4593,39.5772,39.622,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:00:15.763860+00:00,2019-05-18T16:01:34.804610+00:00,2019-05-18T16:02:53.845360+00:00,2019-05-18T12:01:34.804610-04:00,1558195294.80461,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_19_18
2019,24,4,"Leist, Matheus",VALID_OR_UNLABELED,227.717,39.4579,39.5109,39.5662,39.5561,39.4579,39.5109,39.5662,39.5561,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T19:19:50.872086+00:00,2019-05-18T19:21:09.917636+00:00,2019-05-18T19:22:28.963186+00:00,2019-05-18T15:21:09.917636-04:00,1558207269.9176362,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_4_26
2019,25,60,"Harvey, Jack",VALID_OR_UNLABELED,227.695,39.3759,39.4859,39.54,39.7045,39.3759,39.4859,39.54,39.7045,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:55:20.733930+00:00,2019-05-18T15:56:39.787080+00:00,2019-05-18T15:57:58.840230+00:00,2019-05-18T11:56:39.787080-04:00,1558194999.7870798,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_60_6
2019,30,39,"Mann, Pippa",VALID_OR_UNLABELED,227.244,39.4099,39.5814,39.7379,39.6911,39.4099,39.5814,39.7379,39.6911,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:28:40.427907+00:00,2019-05-18T16:29:59.638057+00:00,2019-05-18T16:31:18.848207+00:00,2019-05-18T12:29:59.638057-04:00,1558196999.638057,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_39_12
2019,31,88,"Herta, Colton",Retired,229.033,39.1869,39.2732,39.3191,39.4036,39.1869,39.2732,39.3191,39.4036,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T18:15:51.674925+00:00,2019-05-18T18:17:10.266325+00:00,2019-05-18T18:18:28.857725+00:00,2019-05-18T14:17:10.266325-04:00,1558203430.2663248,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_88_48
2019,32,27,"Rossi, Alexander",Retired,228.816,39.2116,39.2801,39.3881,39.4518,39.2116,39.2801,39.3881,39.4518,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:12:21.402116+00:00,2019-05-18T15:13:40.067916+00:00,2019-05-18T15:14:58.733716+00:00,2019-05-18T11:13:40.067916-04:00,1558192420.0679162,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_27_57
2019,37,25,"Daly, Conor",Retired,227.921,39.4065,39.4404,39.528,39.5745,39.4065,39.4404,39.528,39.5745,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:01:55.787216+00:00,2019-05-18T15:03:14.761916+00:00,2019-05-18T15:04:33.736616+00:00,2019-05-18T11:03:14.761916-04:00,1558191794.761916,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_25_55
2019,38,9,"Dixon, Scott",Retired,227.886,39.4031,39.4315,39.5284,39.6109,39.4031,39.4315,39.5284,39.6109,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:17:35.874071+00:00,2019-05-18T17:18:54.861021+00:00,2019-05-18T17:20:13.847971+00:00,2019-05-18T13:18:54.861021-04:00,1558199934.8610208,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_9_63
2019,39,15,"Rahal, Graham",Withdrawn,227.394,39.3793,39.6078,39.5751,39.753,39.3793,39.6078,39.5751,39.753,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T19:58:45.640686+00:00,2019-05-18T20:00:04.798286+00:00,2019-05-18T20:01:23.955886+00:00,2019-05-18T16:00:04.798286-04:00,1558209604.7982857,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_15_5
2019,42,10,"Rosenqvist, Felix",Withdrawn,227.198,39.4707,39.6126,39.6845,39.6841,39.4707,39.6126,39.6845,39.6841,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T19:39:05.508187+00:00,2019-05-18T19:40:24.734137+00:00,2019-05-18T19:41:43.960087+00:00,2019-05-18T15:40:24.734137-04:00,1558208424.734137,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_10_1
2019,43,48,"Hildebrand, JR",Bumped,227.183,39.3756,39.4908,39.8213,39.7751,39.3756,39.4908,39.8213,39.7751,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T18:39:35.490939+00:00,2019-05-18T18:40:54.722339+00:00,2019-05-18T18:42:13.953739+00:00,2019-05-18T14:40:54.722339-04:00,1558204854.722339,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_48_30
2019,45,15,"Rahal, Graham",Retired,227.095,39.6161,39.6358,39.6115,39.6605,39.6161,39.6358,39.6115,39.6605,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:48:50.327624+00:00,2019-05-18T17:50:09.589574+00:00,2019-05-18T17:51:28.851524+00:00,2019-05-18T13:50:09.589574-04:00,1558201809.589574,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_15_47
2019,50,59,"Chilton, Max",Withdrawn,226.934,39.5426,39.6306,39.7471,39.716,39.5426,39.6306,39.7471,39.716,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T15:50:35.207868+00:00,2019-05-18T15:51:54.526018+00:00,2019-05-18T15:53:13.844168+00:00,2019-05-18T11:51:54.526018-04:00,1558194714.526018,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_59_52
2019,53,48,"Hildebrand, JR",Retired,226.832,39.2651,39.6658,39.6522,40.1247,39.2651,39.6658,39.6522,40.1247,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:59:20.147558+00:00,2019-05-18T18:00:39.501458+00:00,2019-05-18T18:01:58.855358+00:00,2019-05-18T14:00:39.501458-04:00,1558202439.501458,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_48_154
2019,55,4,"Leist, Matheus",Retired,226.727,39.5514,39.5246,39.6225,40.0829,39.5514,39.5246,39.6225,40.0829,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:54:05.064571+00:00,2019-05-18T17:55:24.455271+00:00,2019-05-18T17:56:43.845971+00:00,2019-05-18T13:55:24.455271-04:00,1558202124.4552712,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_4_61
2019,56,81,"Hanley, Ben",Bumped,226.692,39.5568,39.6378,39.7259,39.8856,39.5568,39.6378,39.7259,39.8856,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_BACKCALC,2019-05-18T19:13:25.057412+00:00,2019-05-18T19:14:44.460462+00:00,2019-05-18T19:16:03.863512+00:00,2019-05-18T15:14:44.460462-04:00,1558206884.4604619,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_81_127
2019,63,81,"Hanley, Ben",Bumped,225.95,39.5982,39.7666,39.9345,40.0282,39.5982,39.7666,39.9345,40.0282,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T18:44:09.634390+00:00,2019-05-18T18:45:29.298140+00:00,2019-05-18T18:46:48.961890+00:00,2019-05-18T14:45:29.298140-04:00,1558205129.2981398,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_81_126
2019,64,32,"Kaiser, Kyle",Failed Attempt,225.918,39.6294,39.7515,39.8126,40.1565,39.6294,39.7515,39.8126,40.1565,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T18:24:44.604727+00:00,2019-05-18T18:26:04.279727+00:00,2019-05-18T18:27:23.954727+00:00,2019-05-18T14:26:04.279727-04:00,1558203964.279727,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_32_53
2019,68,31,"O'Ward, Patricio",Bumped,225.727,39.738,39.7721,39.865,40.1098,39.738,39.7721,39.865,40.1098,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T17:43:59.367398+00:00,2019-05-18T17:45:19.109848+00:00,2019-05-18T17:46:38.852298+00:00,2019-05-18T13:45:19.109848-04:00,1558201519.109848,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_31_59
2019,69,66,"Alonso, Fernando",Bumped,225.113,39.6527,39.9934,40.0639,40.21,39.6527,39.9934,40.0639,40.21,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T16:33:43.927257+00:00,2019-05-18T16:35:03.887257+00:00,2019-05-18T16:36:23.847257+00:00,2019-05-18T12:35:03.887257-04:00,1558197303.8872569,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_66_50
2019,57,42,"King, Jordan",Retired,226.662,39.79,39.4961,39.8554,39.685,39.79,39.4961,39.8554,39.685,0.0,0.0,EXACT_OR_NEAR_EXACT,UNRESOLVED,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_42_306
2019,66,24,"Karam, Sage",Failed Attempt,225.865,39.5567,39.7184,39.9054,40.2065,39.5567,39.7184,39.9054,40.2065,0.0,0.0,EXACT_OR_NEAR_EXACT,UNRESOLVED,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_24_292
2019,29,10,"Rosenqvist, Felix",VALID_OR_UNLABELED,227.297,39.5183,39.5561,39.615,39.694,39.518299999999996,39.5561,39.615,39.694,7.105427357601002e-15,7.105427357601002e-15,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2019-05-18T21:25:16.262412+00:00,2019-05-18T21:26:35.454112+00:00,2019-05-18T21:27:54.645812+00:00,2019-05-18T17:26:35.454112-04:00,1558214795.454112,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_10_32
2019,49,24,"Karam, Sage",Failed Attempt,226.951,39.4864,39.645,39.7297,39.7637,39.4864,39.645,39.7297,39.7551,0.008600000000001273,0.008600000000001273,EXACT_OR_NEAR_EXACT,PARENT_END_BACKCALC,2019-05-18T21:38:13.184702+00:00,2019-05-18T21:39:32.492802+00:00,2019-05-18T21:40:51.800902+00:00,2019-05-18T17:39:32.492802-04:00,1558215572.492802,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_24_41
2019,41,26,"Veach, Zach",Failed Attempt,227.202,39.4838,39.649,39.646,39.6705,39.4838,39.649,39.646,39.6825,0.012000000000000455,0.012000000000000455,EXACT_OR_NEAR_EXACT,UNRESOLVED,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_26_277
2018,18,7,"Howard, Jay",VALID_OR_UNLABELED,226.098,39.7591,39.787,39.8063,39.8709,39.787,39.787,39.8063,39.8709,0.02790000000000248,0.02790000000000248,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,2018-05-19T15:30:54.748800+00:00,2018-05-19T15:32:14.374400+00:00,2018-05-19T15:33:34+00:00,2018-05-19T11:32:14.374400-04:00,1526743934.3744001,stint,2018_74622252638746b2821d6822ae31527a_analysis.json,LEGACY_2018_7_75
2019,60,59,"Chilton, Max",Failed Attempt,226.321,39.6954,39.7075,39.7335,39.9297,39.6954,39.7075,39.7335,39.86,0.06969999999999743,0.06969999999999743,PLAUSIBLE,PARENT_END_BACKCALC,2019-05-18T21:10:40.189733+00:00,2019-05-18T21:11:59.687933+00:00,2019-05-18T21:13:19.186133+00:00,2019-05-18T17:11:59.687933-04:00,1558213919.6879327,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_59_37
