year,car_number,driver_name,team_name,source_path,source_type,qualifying_simulation_indicator,four_lap_average_mph,lap1,lap2,lap3,lap4,single_lap_speed_if_present,no_tow_indicator_if_present,timestamp_or_order,weather_linkage_if_present,existing_baseline_reference,reference_speed_mph,reference_type,baseline_quality,ambiguity_reason,source_quality,source_url,provenance_note
2020,24,Sage Karam,Dreyer & Reinbold Racing,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,228.187,False,31,UNAVAILABLE,True,228.187,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,26,Zach Veach,Andretti Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.19,False,15,UNAVAILABLE,True,231.19,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,26,"Veach, Zach",,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.19,False,15,UNAVAILABLE,True,231.19,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,27,Alexander Rossi,Andretti Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.859,False,9,UNAVAILABLE,True,231.859,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,28,Ryan Hunter-Reay,Andretti Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_official_editorial.html,OFFICIAL_EDITORIAL_HTML,False,,,,,,232.124,True,,UNAVAILABLE,True,232.124,NO_TOW_SINGLE_LAP,VERY_HIGH_NO_TOW_SINGLE_LAP,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.indycar.com/news/2020/08/08-14-Fast-Friday-Recap,Official editorial explicitly calls 232.124 mph the best lap of the day without an aerodynamic tow.
2020,28,Ryan Hunter-Reay,Andretti Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,232.124,False,4,UNAVAILABLE,False,232.124,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,29,James Hinchcliffe,Andretti Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.967,False,7,UNAVAILABLE,True,231.967,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,3,Helio Castroneves,Team Penske,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,228.451,False,29,UNAVAILABLE,True,228.451,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,30,Takuma Sato,Rahal Letterman Lanigan Racing,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.88,False,8,UNAVAILABLE,True,231.88,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,4,Charlie Kimball,A.J. Foyt Enterprises,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,230.861,False,16,UNAVAILABLE,True,230.861,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,41,Dalton Kellett,A.J. Foyt Enterprises,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,229.099,False,28,UNAVAILABLE,True,229.099,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,45,Spencer Pigot,Rahal Letterman Lanigan Racing with Citrone/Buhl Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,232.116,False,5,UNAVAILABLE,True,232.116,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,47,Conor Daly,ECR,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,232.337,False,2,UNAVAILABLE,True,232.337,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,5,Pato O'Ward,Arrow McLaren,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,230.581,False,18,UNAVAILABLE,True,230.581,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,51,James Davison,"Dale Coyne Racing with Rick Ware Racing, BYRD and Belardi Auto Racing",r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,229.766,False,26,UNAVAILABLE,True,229.766,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,55,Alex Palou,Dale Coyne Racing with RWR,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.989,False,6,UNAVAILABLE,True,231.989,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,59,Max Chilton,Carlin,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,227.61,False,32,UNAVAILABLE,True,227.61,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,60,Jack Harvey,Meyer Shank Racing,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.6,False,12,UNAVAILABLE,True,231.6,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,66,Fernando Alonso,Arrow McLaren,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,229.788,False,25,UNAVAILABLE,True,229.788,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,67,JR Hildebrand,Dreyer & Reinbold Racing,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,228.275,False,30,UNAVAILABLE,True,228.275,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,7,Oliver Askew,Arrow McLaren,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,230.507,False,19,UNAVAILABLE,True,230.507,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,8,Marcus Ericsson,Chip Ganassi Racing,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.763,False,10,UNAVAILABLE,True,231.763,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,81,Ben Hanley,DragonSpeed / Cusick Motorsports,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,222.086,False,33,UNAVAILABLE,True,222.086,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,88,Colton Herta,Andretti Steinbrenner Autosport,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,231.595,False,13,UNAVAILABLE,True,231.595,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,9,Scott Dixon,Chip Ganassi Racing,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,232.29,False,3,UNAVAILABLE,True,232.29,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2020,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,OFFICIAL_RESULTS_PDF,False,,,,,,233.491,False,1,UNAVAILABLE,True,233.491,GENERAL_FAST_FRIDAY_BEST_SPEED,VERY_HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,VERY_HIGH,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,Official session fastest-lap result; not interpreted as a no-tow lap or four-lap average.
2021,06,Helio Castroneves,Meyer Shank w/ Curb-Agajanian,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,230.512,False,21,UNAVAILABLE,True,230.512,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,1,JR Hildebrand,A.J. Foyt Enterprises,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.973,False,28,UNAVAILABLE,True,229.973,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,10,Alex Palou,Chip Ganassi Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,232.155,False,5,UNAVAILABLE,True,232.155,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,11,Charlie Kimball,A.J. Foyt Enterprises,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,228.52,False,34,UNAVAILABLE,True,228.52,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,12,Will Power,Team Penske,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.847,False,29,UNAVAILABLE,True,229.847,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,14,Sebastien Bourdais,A.J. Foyt Enterprises,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.426,False,33,UNAVAILABLE,True,229.426,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,15,Graham Rahal,Rahal Letterman Lanigan Racing,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,OFFICIAL_EDITORIAL_HTML,False,,,,,,231.518,True,,UNAVAILABLE,True,231.518,NO_TOW_SINGLE_LAP,VERY_HIGH_NO_TOW_SINGLE_LAP,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,VERY_HIGH,https://www.indycar.com/News/2021/05/05-21-Practice,Official Fast Friday recap explicitly identifies driver's no-tow speed.
2021,15,Graham Rahal,Rahal Letterman Lanigan Racing,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,231.518,False,11,UNAVAILABLE,False,231.518,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,MULTIPLE_CANDIDATE_EVIDENCE_ROWS,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,16,Simona De Silvestro,Paretta Autosport,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,229.477,False,32,UNAVAILABLE,True,229.477,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
2021,18,Ed Jones,Dale Coyne Racing with Vasser-Sullivan,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,OFFICIAL_TIMING_PDF_ARCHIVE,False,,,,,,231.569,False,9,UNAVAILABLE,True,231.569,GENERAL_FAST_FRIDAY_BEST_SPEED,HIGH_GENERAL_FAST_FRIDAY_BEST_SPEED,REFERENCE_IS_SINGLE_LAP_NOT_FOUR_LAP_AVERAGE,HIGH,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.
