model_name,feature_name,pooled_corr_feature_vs_residual,abs_pooled_corr_feature_vs_residual,within_year_corr_feature_vs_residual,abs_within_year_corr_feature_vs_residual,pooled_corr_feature_vs_actual_target,within_year_corr_feature_vs_actual_target,diagnostic_policy_hash
MEAN_BASELINE,best_prior_supported_average_speed_mph,-0.07577568922695452,0.07577568922695452,0.015268520195600778,0.015268520195600778,0.059708517044504035,-0.015268520195600781,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
MEAN_BASELINE,has_prior_supported_attempt,-0.06924729647067557,0.06924729647067557,0.020096363268868593,0.020096363268868593,0.05321182184477755,-0.020096363268868572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_temp_c,-0.1295277689653467,0.1295277689653467,0.023873195219168274,0.023873195219168274,-0.6125223956152573,-0.2087460399762389,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_relative_humidity_pct,-0.6445065868144865,0.6445065868144865,-0.04040709088609118,0.04040709088609118,0.053777955170585263,0.1950575960234683,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_wind_speed_10m_ms,0.553638463078813,0.553638463078813,0.06590532007981062,0.06590532007981062,0.5226682273932136,-0.00937308301525964,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_wind_direction_sin,-0.6849577617707914,0.6849577617707914,0.11988563317286828,0.11988563317286828,-0.214694168542542,-0.11937124268639203,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_wind_direction_cos,-0.5970050336310891,0.5970050336310891,-0.04498414049886433,0.04498414049886433,0.1934452039478767,-0.06103004944640543,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_pressure_hpa,0.8242996035246188,0.8242996035246188,0.2925020196828133,0.2925020196828133,0.06210044516128595,0.13055009426906708,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_cloud_cover_pct,0.7778465813806629,0.7778465813806629,0.5216334280733539,0.5216334280733539,-0.06520327631715309,0.11288508883109843,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,forecast_shortwave_radiation_wm2,-0.05355232522904549,0.05355232522904549,0.43663679562206714,0.43663679562206714,0.16052336083273994,-0.09267408793794642,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,prior_supported_attempt_count,-0.10636813025716137,0.10636813025716137,-0.2916058325472596,0.2916058325472596,0.09302444007511618,-0.0033495033492361424,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,seconds_since_prior_supported_attempt,-0.10338053202835967,0.10338053202835967,-0.2879983065755704,0.2879983065755704,0.019478149441960774,-0.03192886402422572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,best_prior_supported_average_speed_mph,-0.09532260402988908,0.09532260402988908,-0.24418951276341647,0.24418951276341647,0.059708517044504035,-0.015268520195600781,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RIDGE,has_prior_supported_attempt,-0.09426623572270446,0.09426623572270446,-0.2407888806925242,0.2407888806925242,0.05321182184477755,-0.020096363268868572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_temp_c,0.0676235064522148,0.0676235064522148,0.14145968204350723,0.14145968204350723,-0.6125223956152573,-0.2087460399762389,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_relative_humidity_pct,-0.4055210606128509,0.4055210606128509,-0.14592227670175872,0.14592227670175872,0.053777955170585263,0.1950575960234683,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_wind_speed_10m_ms,0.2073086814624953,0.2073086814624953,0.06923338644357771,0.06923338644357771,0.5226682273932136,-0.00937308301525964,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_wind_direction_sin,-0.2310820924788634,0.2310820924788634,0.2555086503306418,0.2555086503306418,-0.214694168542542,-0.11937124268639203,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_wind_direction_cos,-0.3671423576663571,0.3671423576663571,-0.06496298810738171,0.06496298810738171,0.1934452039478767,-0.06103004944640543,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_pressure_hpa,0.43229833804288603,0.43229833804288603,0.18370349019785853,0.18370349019785853,0.06210044516128595,0.13055009426906708,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_cloud_cover_pct,0.5226379591393361,0.5226379591393361,0.39194681949660287,0.39194681949660287,-0.06520327631715309,0.11288508883109843,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,forecast_shortwave_radiation_wm2,0.13533637243406269,0.13533637243406269,0.4111278275483971,0.4111278275483971,0.16052336083273994,-0.09267408793794642,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,prior_supported_attempt_count,-0.19098074019183053,0.19098074019183053,-0.22615411211509467,0.22615411211509467,0.09302444007511618,-0.0033495033492361424,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,seconds_since_prior_supported_attempt,-0.16926952843138288,0.16926952843138288,-0.21125612582089107,0.21125612582089107,0.019478149441960774,-0.03192886402422572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,best_prior_supported_average_speed_mph,-0.15333386404758778,0.15333386404758778,-0.17939436754534221,0.17939436754534221,0.059708517044504035,-0.015268520195600781,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
ELASTIC_NET,has_prior_supported_attempt,-0.14976470157057545,0.14976470157057545,-0.17541368441347885,0.17541368441347885,0.05321182184477755,-0.020096363268868572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_temp_c,0.7388701368160271,0.7388701368160271,0.20504237282797225,0.20504237282797225,-0.6125223956152573,-0.2087460399762389,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_relative_humidity_pct,-0.06096701426624857,0.06096701426624857,-0.18349145798779354,0.18349145798779354,0.053777955170585263,0.1950575960234683,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_wind_speed_10m_ms,-0.6187673501674661,0.6187673501674661,0.04186064033700682,0.04186064033700682,0.5226682273932136,-0.00937308301525964,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_wind_direction_sin,0.19132567392338762,0.19132567392338762,0.07728876342826711,0.07728876342826711,-0.214694168542542,-0.11937124268639203,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_wind_direction_cos,-0.27551720051235085,0.27551720051235085,0.10522743850072465,0.10522743850072465,0.1934452039478767,-0.06103004944640543,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_pressure_hpa,-0.023694232169950848,0.023694232169950848,-0.13991554075692844,0.13991554075692844,0.06210044516128595,0.13055009426906708,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_cloud_cover_pct,0.1448616443292661,0.1448616443292661,-0.0955566266241036,0.0955566266241036,-0.06520327631715309,0.11288508883109843,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,forecast_shortwave_radiation_wm2,-0.2502882534899226,0.2502882534899226,0.07873703114533097,0.07873703114533097,0.16052336083273994,-0.09267408793794642,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,prior_supported_attempt_count,-0.09660634211815852,0.09660634211815852,0.030070045684126627,0.030070045684126627,0.09302444007511618,-0.0033495033492361424,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,seconds_since_prior_supported_attempt,-0.027946144379115096,0.027946144379115096,0.03705109097235686,0.03705109097235686,0.019478149441960774,-0.03192886402422572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,best_prior_supported_average_speed_mph,-0.06528262539041405,0.06528262539041405,0.03335954708538159,0.03335954708538159,0.059708517044504035,-0.015268520195600781,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
RANDOM_FOREST,has_prior_supported_attempt,-0.0588752215012154,0.0588752215012154,0.0380001690650787,0.0380001690650787,0.05321182184477755,-0.020096363268868572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_temp_c,0.7320841376164874,0.7320841376164874,0.2513155048925315,0.2513155048925315,-0.6125223956152573,-0.2087460399762389,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_relative_humidity_pct,-0.2237142626526848,0.2237142626526848,-0.2151404827690186,0.2151404827690186,0.053777955170585263,0.1950575960234683,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_wind_speed_10m_ms,-0.4944135611848669,0.4944135611848669,0.10175754554016908,0.10175754554016908,0.5226682273932136,-0.00937308301525964,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_wind_direction_sin,-0.007968219181930919,0.007968219181930919,-0.019723577757046324,0.019723577757046324,-0.214694168542542,-0.11937124268639203,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_wind_direction_cos,-0.39729193106515015,0.39729193106515015,0.19329602382747194,0.19329602382747194,0.1934452039478767,-0.06103004944640543,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_pressure_hpa,0.16414137710099336,0.16414137710099336,-0.16695978592601027,0.16695978592601027,0.06210044516128595,0.13055009426906708,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_cloud_cover_pct,0.3211397754702246,0.3211397754702246,-0.029407273201165204,0.029407273201165204,-0.06520327631715309,0.11288508883109843,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,forecast_shortwave_radiation_wm2,-0.3220111065366246,0.3220111065366246,0.06895485874941015,0.06895485874941015,0.16052336083273994,-0.09267408793794642,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,prior_supported_attempt_count,-0.020160420208082362,0.020160420208082362,0.12778466654842247,0.12778466654842247,0.09302444007511618,-0.0033495033492361424,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,seconds_since_prior_supported_attempt,0.03151265748289741,0.03151265748289741,0.10601465141037437,0.10601465141037437,0.019478149441960774,-0.03192886402422572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,best_prior_supported_average_speed_mph,0.009132884273261128,0.009132884273261128,0.1315945920520706,0.1315945920520706,0.059708517044504035,-0.015268520195600781,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
HIST_GRADIENT_BOOSTING,has_prior_supported_attempt,0.014866904411823223,0.014866904411823223,0.13533462153168646,0.13533462153168646,0.05321182184477755,-0.020096363268868572,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
