year,official_result_row,car_number,driver_name,official_speed_mph,official_status,attempt_id,attempt_key,car_attempt_index,canonical_speed_mph,canonical_result_status,match_score,match_reasons,match_status,canonical_promoted
2022,30,6,"Montoya, Juan Pablo",228.622,,bb599e9f-cbdc-5c79-9791-ce325ef01086,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_6|1|1,1,228.622,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False
2022,31,30,"Lundgaard, Christian",227.053,,b1fff6ff-974e-5d54-b847-db825d74fd15,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_30|1|1,1,227.053,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False
2022,32,45,"Harvey, Jack",226.851,,488dda2c-a88d-5f03-95ca-3decb53cd2c9,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_45|1|1,1,226.851,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False
2022,33,51,"Sato, Takuma",232.196,Failed Attempt,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_51|1|1,1,232.196,DISALLOWED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,34,3,"McLaughlin, Scott",231.543,Withdrawn,d2ae8749-6312-5afd-b193-dd23dc071124,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_3|1|1,1,231.543,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,35,27,"Rossi, Alexander",231.341,Withdrawn,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_27|1|1,1,231.341,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,36,18,"Malukas, David",231.233,Retired,619575d3-e7eb-5cce-886f-0a8485b98eba,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_18|1|1,1,231.233,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,37,77,"Ilott, Callum",230.212,Retired,3cd6d98a-da75-5822-8dae-05e83ad8457c,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_77|1|1,1,230.212,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,38,24,"Karam, Sage",229.905,Withdrawn,8e0c8731-4ddc-515a-949e-7902dd01eaeb,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_24|1|1,1,229.905,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,39,98,"Andretti, Marco",226.108,Retired,c044edbc-0f6c-5aab-bdef-9c4156b50617,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_98|1|1,1,226.108,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
2022,40,6,"Castroneves, Helio",225.482,Withdrawn,01896a4f-c482-5093-a806-89bc4273641d,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_06|1|1,1,225.482,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False
