year,session_id,field_name,record_count,present_count,nonnull_count,nonempty_count,types,preview_values
2023,6202,QualLap4,34,34,34,34,"[""str""]","["" 38.5650"", "" 38.6605"", "" 38.7031"", "" 38.6365"", "" 38.6810"", "" 38.6825"", "" 38.6632"", "" 38.6503"", "" 38.6804"", "" 38.7167"", "" 38.7527"", "" 38.7274""]"
2023,6202,SpeedAvg,34,34,34,34,"[""float""]","[""233.947"", ""233.528"", ""233.398"", ""233.395"", ""233.375"", ""233.347"", ""233.322"", ""233.252"", ""233.147"", ""233.03"", ""232.739"", ""232.719""]"
2023,6202,SpeedAvgFormatted,34,34,34,34,"[""str""]","[""233.947"", ""233.528"", ""233.398"", ""233.395"", ""233.375"", ""233.347"", ""233.322"", ""233.252"", ""233.147"", ""233.030"", ""232.739"", ""232.719""]"
2023,6202,Status,34,34,0,0,"[""null""]",[]
2023,6202,TeamName,34,34,34,34,"[""str""]","[""Arrow McLaren"", ""Chip Ganassi Racing"", ""ECR"", ""A.J. Foyt Enterprises"", ""Team Penske"", ""Andretti Autosport"", ""Dreyer & Reinbold Racing"", ""Meyer Shank w/ Curb-Agajanian"", ""Andretti Global w/ Curb-Agajanian"", ""Meyer Shank Racing"", ""Dale Coyne Racing with HMD Motorsports"", ""Andretti Herta w/ Marco & Curb-Agajanian""]"
2023,6202,TimesLed,34,34,0,0,"[""null""]",[]
2024,6382,BestLapTime,34,34,0,0,"[""null""]",[]
2024,6382,BestSpeed,34,34,0,0,"[""null""]",[]
2024,6382,BestSpeedFormatted,34,34,0,0,"[""null""]",[]
2024,6382,CarNumber,34,34,34,34,"[""str""]","[""12"", ""3"", ""2"", ""7"", ""27"", ""17"", ""60"", ""14"", ""75"", ""5"", ""21"", ""23""]"
2024,6382,Difference,34,34,0,0,"[""null""]",[]
2024,6382,DriverName,34,34,34,34,"[""str""]","[""Will Power"", ""Scott McLaughlin"", ""Josef Newgarden"", ""Alexander Rossi"", ""Kyle Kirkwood"", ""Kyle Larson"", ""Felix Rosenqvist"", ""Santino Ferrucci"", ""Takuma Sato"", ""Pato O'Ward"", ""Rinus VeeKay"", ""Ryan Hunter-Reay""]"
2024,6382,DriverOverrideID,34,34,34,34,"[""int""]","[""3667"", ""4932"", ""4215"", ""4587"", ""4623"", ""4958"", ""4588"", ""4897"", ""3811"", ""4559"", ""4614"", ""3645""]"
2024,6382,DriverUrl,34,34,26,26,"[""null"", ""str""]","[""/Drivers/Will-Power"", ""/Drivers/Scott-McLaughlin"", ""/Drivers/Josef-Newgarden"", ""/Drivers/Alexander-Rossi"", ""/Drivers/Kyle-Kirkwood"", ""/Drivers/Felix-Rosenqvist"", ""/Drivers/Santino-Ferrucci"", ""/Drivers/Takuma-Sato"", ""/Drivers/Pato-OWard"", ""/Drivers/Rinus-VeeKay"", ""/Drivers/Ryan-Hunter-Reay"", ""/Drivers/Alex-Palou""]"
2024,6382,DriversID,34,34,34,34,"[""int""]","[""3667"", ""4932"", ""4215"", ""4587"", ""4623"", ""4958"", ""4588"", ""4897"", ""3811"", ""4559"", ""4614"", ""3645""]"
2024,6382,ElapsedTime,34,34,34,34,"[""str""]","[""02:34.0053"", ""02:34.2863"", ""02:34.3124"", ""02:34.4609"", ""02:34.6634"", ""02:34.7965"", ""02:34.8074"", ""02:34.8415"", ""02:34.8566"", ""02:34.8826"", ""02:34.8930"", ""02:34.9153""]"
2024,6382,EventsEntrylistID,34,34,34,34,"[""int""]","[""36782"", ""36774"", ""36773"", ""36777"", ""36789"", ""36806"", ""36794"", ""36783"", ""36803"", ""36776"", ""36787"", ""36800""]"
2024,6382,EventsSessionsDetailsID,34,34,34,34,"[""int""]","[""113228"", ""113229"", ""113230"", ""113231"", ""113232"", ""113233"", ""113234"", ""113235"", ""113236"", ""113237"", ""113238"", ""113239""]"
2024,6382,EventsSessionsID,34,34,34,34,"[""int""]","[""6382""]"
2024,6382,FirstName,34,34,34,34,"[""str""]","[""Will"", ""Scott"", ""Josef"", ""Alexander"", ""Kyle"", ""Felix"", ""Santino"", ""Takuma"", ""Pato"", ""Rinus"", ""Ryan"", ""Colton""]"
2024,6382,Gap,34,34,0,0,"[""null""]",[]
2024,6382,InLap,34,34,0,0,"[""null""]",[]
2024,6382,IsDeleted,34,34,34,34,"[""bool""]","[""False""]"
2024,6382,LapsComplete,34,34,0,0,"[""null""]",[]
2024,6382,LapsDown,34,34,0,0,"[""null""]",[]
2024,6382,LapsLed,34,34,0,0,"[""null""]",[]
2024,6382,LastName,34,34,34,34,"[""str""]","[""Power"", ""McLaughlin"", ""Newgarden"", ""Rossi"", ""Kirkwood"", ""Larson"", ""Rosenqvist"", ""Ferrucci"", ""Sato"", ""O'Ward"", ""VeeKay"", ""Hunter-Reay""]"
2024,6382,PitStops,34,34,0,0,"[""null""]",[]
2024,6382,PointsEarned,34,34,0,0,"[""null""]",[]
2024,6382,PositionFinish,34,34,34,34,"[""int""]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]"
2024,6382,PositionStart,34,34,0,0,"[""null""]",[]
2024,6382,QualLap1,34,34,34,34,"[""str""]","["" 38.4566"", "" 38.5384"", "" 38.5393"", "" 38.5215"", "" 38.6325"", "" 38.6348"", "" 38.6468"", "" 38.6780"", "" 38.5810"", "" 38.6261"", "" 38.5525"", "" 38.6697""]"
2024,6382,QualLap2,34,34,34,34,"[""str""]","["" 38.4897"", "" 38.5597"", "" 38.5772"", "" 38.6044"", "" 38.6330"", "" 38.6605"", "" 38.6877"", "" 38.6531"", "" 38.6735"", "" 38.6939"", "" 38.6907"", "" 38.7032""]"
