current_retained_speed_mph,baseline_group,time_remaining_minutes,wait_scenario_id,p_completed_rerun,p_no_completed_rerun,p_improve_unconditional,p_improve_given_completed,p_slower_given_completed,expected_delta_given_completed_mph,delta_q05_mph,delta_q50_mph,delta_q95_mph,completion_state,opportunity_profile,downside_profile,recommendation_enabled,recommendation,policy_hash
229.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_30MIN,1.0,0.0,0.67275,0.67275,0.32725,0.2045122300000028,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
229.0,AT_OR_ABOVE_BASELINE_MEDIAN,60.0,WAIT_45MIN,1.0,0.0,0.67095,0.67095,0.32905,0.2058932100000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,10.0,WAIT_05MIN,1.0,0.0,0.74221,0.74221,0.25779,0.7891481000000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,10.0,WAIT_15MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,10.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,10.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,20.0,WAIT_05MIN,1.0,0.0,0.74461,0.74461,0.25539,0.788381410000002,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,20.0,WAIT_15MIN,1.0,0.0,0.74316,0.74316,0.25684,0.7865587100000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,20.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,20.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,30.0,WAIT_05MIN,1.0,0.0,0.74525,0.74525,0.25475,0.7914920400000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,30.0,WAIT_15MIN,1.0,0.0,0.74273,0.74273,0.25727,0.787084060000002,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,30.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,30.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,45.0,WAIT_05MIN,1.0,0.0,0.7419,0.7419,0.2581,0.7858239900000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,45.0,WAIT_15MIN,1.0,0.0,0.7436,0.7436,0.2564,0.7888977300000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,45.0,WAIT_30MIN,1.0,0.0,0.74142,0.74142,0.25858,0.7848542300000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,45.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,60.0,WAIT_05MIN,1.0,0.0,0.74302,0.74302,0.25698,0.7810379000000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,60.0,WAIT_15MIN,1.0,0.0,0.74126,0.74126,0.25874,0.7939502800000018,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,60.0,WAIT_30MIN,1.0,0.0,0.74185,0.74185,0.25815,0.7905025700000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,LOW_BASELINE,60.0,WAIT_45MIN,1.0,0.0,0.73983,0.73983,0.26017,0.7837963200000019,-0.382000000000005,0.2270000000000038,4.694999999999993,COMPLETION_FEASIBLE_UNDER_SCENARIO,HIGHER_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,LIMITED_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_05MIN,1.0,0.0,0.67075,0.67075,0.32925,0.2056012400000027,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_15MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_30MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,10.0,WAIT_45MIN,0.0,1.0,0.0,,,,,,,CUTOFF_BLOCKED,NOT_APPLICABLE_NO_COMPLETION,CUTOFF_FAILURE_PRESENT,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
231.0,AT_OR_ABOVE_BASELINE_MEDIAN,20.0,WAIT_05MIN,1.0,0.0,0.66971,0.66971,0.33029,0.2068209900000026,-0.9269999999999924,0.093999999999994,0.7980000000000018,COMPLETION_FEASIBLE_UNDER_SCENARIO,MODERATE_EMPIRICAL_IMPROVEMENT_OPPORTUNITY,MATERIAL_COMPLETED_RUN_DOWNSIDE_TAIL,False,NOT_ISSUED,4c120fe7d799401d5a1774812db5cbc65ff60b6c9498b851f1953d4d50fbc31b
