source,source_row,score,reasons,row_text
R2A_ARCHIVE_TARGETS,10,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,"archive_2021_session_state_json | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed.json | SESSION_STATE_JSON | Session status, session IDs and leaderboard/result entries | 2021 | 2021-05-22 | 5838 | Exact current official endpoint recovered; archived Day 1 snapshots could bind session state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A."
R2A_ARCHIVE_TARGETS,11,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,archive_2021_schedule_and_document_link_json | https://indycar.blob.core.windows.net/racecontrol/schedulefeed.json | SCHEDULE_AND_DOCUMENT_LINK_JSON | Session metadata and event-level qualification_order document links | 2021 | 2021-05-22 | 5838 | Exact current official endpoint includes qualification_order links; archived target-year copies could identify Day 1 event documents. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,19,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,archive_2023_historical_live_page | http://racecontrol.indycar.com/ | HISTORICAL_LIVE_PAGE | Live timing page shell and embedded endpoint configuration | 2023 | 2023-05-20 | 6202 | Timing71 2020/2021 manifests name this upstream first-party URL; exact Day 1 date is known. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,22,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,"archive_2023_session_state_json | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed.json | SESSION_STATE_JSON | Session status, session IDs and leaderboard/result entries | 2023 | 2023-05-20 | 6202 | Exact current official endpoint recovered; archived Day 1 snapshots could bind session state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A."
R2A_ARCHIVE_TARGETS,23,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,archive_2023_schedule_and_document_link_json | https://indycar.blob.core.windows.net/racecontrol/schedulefeed.json | SCHEDULE_AND_DOCUMENT_LINK_JSON | Session metadata and event-level qualification_order document links | 2023 | 2023-05-20 | 6202 | Exact current official endpoint includes qualification_order links; archived target-year copies could identify Day 1 event documents. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,25,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,archive_2024_historical_live_page | http://racecontrol.indycar.com/ | HISTORICAL_LIVE_PAGE | Live timing page shell and embedded endpoint configuration | 2024 | 2024-05-18 | 6382 | Timing71 2020/2021 manifests name this upstream first-party URL; exact Day 1 date is known. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,28,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,"archive_2024_session_state_json | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed.json | SESSION_STATE_JSON | Session status, session IDs and leaderboard/result entries | 2024 | 2024-05-18 | 6382 | Exact current official endpoint recovered; archived Day 1 snapshots could bind session state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A."
R2A_ARCHIVE_TARGETS,29,3,DAY1_QUALIFYING_CONTEXT|ARCHIVE_OR_TIMING_RELEVANCE,archive_2024_schedule_and_document_link_json | https://indycar.blob.core.windows.net/racecontrol/schedulefeed.json | SCHEDULE_AND_DOCUMENT_LINK_JSON | Session metadata and event-level qualification_order document links | 2024 | 2024-05-18 | 6382 | Exact current official endpoint includes qualification_order links; archived target-year copies could identify Day 1 event documents. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_RESOURCE_REGISTRY,3,3,YEAR_2022|RESOURCE_RELEVANCE,"official_results_session_2022 | R2A | www.indycar.com | 2022 | 6033 | HISTORICAL_RESULTS_AND_REPORT_INDEX | OFFICIAL_FIRST_PARTY | https://www.indycar.com/api/results/EventsSessionDetails?id=6033 | /api/results/EventsSessionDetails?id=<EventsSessionID> | GET | id=6033 |  | application/json | Event/session metadata; SessionReports; final result records including QualLap1-4, status and final position | YES | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_day1_session_details/raw_api/2022_6033_session_details.json | HIGH | HISTORICAL_DATA_CONFIRMED | SessionReports types: Results, Section Results, Top Section Times. PositionFinish and Status are final-result fields; SessionDate is session-level. No contemporaneous event timestamp, lane, queue, cutoff, or race-control field observed."
R2A_ARCHIVE_TARGETS,2,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2020_live_leaderboard_page | https://leaderboard.indycar.com/ | LIVE_LEADERBOARD_PAGE | Frontend chunks/configuration and possible date-specific page revisions | 2020 | 2020-08-15 | 5771 | Current official wrapper embeds this first-party application. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,3,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2020_live_timing_json | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json | LIVE_TIMING_JSON | Contemporaneous timing/leaderboard snapshot | 2020 | 2020-08-15 | 5771 | Exact current official endpoint recovered; historical copies would directly expose contemporaneous ranks/state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,6,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2020_live_config_json | https://indycar.blob.core.windows.net/racecontrol/tsconfig.json | LIVE_CONFIG_JSON | Historical live application configuration and any socket URI | 2020 | 2020-08-15 | 5771 | Exact current config endpoint; archived copies may identify then-active transport architecture. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,8,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2021_live_leaderboard_page | https://leaderboard.indycar.com/ | LIVE_LEADERBOARD_PAGE | Frontend chunks/configuration and possible date-specific page revisions | 2021 | 2021-05-22 | 5838 | Current official wrapper embeds this first-party application. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,9,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2021_live_timing_json | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json | LIVE_TIMING_JSON | Contemporaneous timing/leaderboard snapshot | 2021 | 2021-05-22 | 5838 | Exact current official endpoint recovered; historical copies would directly expose contemporaneous ranks/state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,12,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2021_live_config_json | https://indycar.blob.core.windows.net/racecontrol/tsconfig.json | LIVE_CONFIG_JSON | Historical live application configuration and any socket URI | 2021 | 2021-05-22 | 5838 | Exact current config endpoint; archived copies may identify then-active transport architecture. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,20,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2023_live_leaderboard_page | https://leaderboard.indycar.com/ | LIVE_LEADERBOARD_PAGE | Frontend chunks/configuration and possible date-specific page revisions | 2023 | 2023-05-20 | 6202 | Current official wrapper embeds this first-party application. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,21,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2023_live_timing_json | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json | LIVE_TIMING_JSON | Contemporaneous timing/leaderboard snapshot | 2023 | 2023-05-20 | 6202 | Exact current official endpoint recovered; historical copies would directly expose contemporaneous ranks/state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,24,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2023_live_config_json | https://indycar.blob.core.windows.net/racecontrol/tsconfig.json | LIVE_CONFIG_JSON | Historical live application configuration and any socket URI | 2023 | 2023-05-20 | 6202 | Exact current config endpoint; archived copies may identify then-active transport architecture. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,26,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2024_live_leaderboard_page | https://leaderboard.indycar.com/ | LIVE_LEADERBOARD_PAGE | Frontend chunks/configuration and possible date-specific page revisions | 2024 | 2024-05-18 | 6382 | Current official wrapper embeds this first-party application. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,27,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2024_live_timing_json | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json | LIVE_TIMING_JSON | Contemporaneous timing/leaderboard snapshot | 2024 | 2024-05-18 | 6382 | Exact current official endpoint recovered; historical copies would directly expose contemporaneous ranks/state. | OFFICIAL_FIRST_PARTY | YES | HIGH | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_ARCHIVE_TARGETS,30,1,ARCHIVE_OR_TIMING_RELEVANCE,archive_2024_live_config_json | https://indycar.blob.core.windows.net/racecontrol/tsconfig.json | LIVE_CONFIG_JSON | Historical live application configuration and any socket URI | 2024 | 2024-05-18 | 6382 | Exact current config endpoint; archived copies may identify then-active transport architecture. | OFFICIAL_FIRST_PARTY | YES | MEDIUM | NO | Precise manifest target only; no broad archive crawl was performed in R2A.
R2A_RESOURCE_REGISTRY,1,1,RESOURCE_RELEVANCE,"official_results_session_2020 | R2A | www.indycar.com | 2020 | 5771 | HISTORICAL_RESULTS_AND_REPORT_INDEX | OFFICIAL_FIRST_PARTY | https://www.indycar.com/api/results/EventsSessionDetails?id=5771 | /api/results/EventsSessionDetails?id=<EventsSessionID> | GET | id=5771 |  | application/json | Event/session metadata; SessionReports; final result records including QualLap1-4, status and final position | YES | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_day1_session_details/raw_api/2020_5771_session_details.json | HIGH | HISTORICAL_DATA_CONFIRMED | SessionReports types: Results, Section Results, Top Section Times. PositionFinish and Status are final-result fields; SessionDate is session-level. No contemporaneous event timestamp, lane, queue, cutoff, or race-control field observed."
R2A_RESOURCE_REGISTRY,2,1,RESOURCE_RELEVANCE,"official_results_session_2021 | R2A | www.indycar.com | 2021 | 5838 | HISTORICAL_RESULTS_AND_REPORT_INDEX | OFFICIAL_FIRST_PARTY | https://www.indycar.com/api/results/EventsSessionDetails?id=5838 | /api/results/EventsSessionDetails?id=<EventsSessionID> | GET | id=5838 |  | application/json | Event/session metadata; SessionReports; final result records including QualLap1-4, status and final position | YES | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_day1_session_details/raw_api/2021_5838_session_details.json | HIGH | HISTORICAL_DATA_CONFIRMED | SessionReports types: Results, Section Results, Top Section Times. PositionFinish and Status are final-result fields; SessionDate is session-level. No contemporaneous event timestamp, lane, queue, cutoff, or race-control field observed."
R2A_RESOURCE_REGISTRY,4,1,RESOURCE_RELEVANCE,"official_results_session_2023 | R2A | www.indycar.com | 2023 | 6202 | HISTORICAL_RESULTS_AND_REPORT_INDEX | OFFICIAL_FIRST_PARTY | https://www.indycar.com/api/results/EventsSessionDetails?id=6202 | /api/results/EventsSessionDetails?id=<EventsSessionID> | GET | id=6202 |  | application/json | Event/session metadata; SessionReports; final result records including QualLap1-4, status and final position | YES | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_day1_session_details/raw_api/2023_6202_session_details.json | HIGH | HISTORICAL_DATA_CONFIRMED | SessionReports types: Overall Results, Results, Results, Section Results, Top Section Times. PositionFinish and Status are final-result fields; SessionDate is session-level. No contemporaneous event timestamp, lane, queue, cutoff, or race-control field observed."
R2A_RESOURCE_REGISTRY,5,1,RESOURCE_RELEVANCE,"official_results_session_2024 | R2A | www.indycar.com | 2024 | 6382 | HISTORICAL_RESULTS_AND_REPORT_INDEX | OFFICIAL_FIRST_PARTY | https://www.indycar.com/api/results/EventsSessionDetails?id=6382 | /api/results/EventsSessionDetails?id=<EventsSessionID> | GET | id=6382 |  | application/json | Event/session metadata; SessionReports; final result records including QualLap1-4, status and final position | YES | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_day1_session_details/raw_api/2024_6382_session_details.json | HIGH | HISTORICAL_DATA_CONFIRMED | SessionReports types: Results, Section Results, Top Section Times. PositionFinish and Status are final-result fields; SessionDate is session-level. No contemporaneous event timestamp, lane, queue, cutoff, or race-control field observed."
R2A_RESOURCE_REGISTRY,6,1,RESOURCE_RELEVANCE,"official_day1_pdf_attempt_rows | R2A | imscdn.com | 2020-2024 |  | PARSED_OFFICIAL_RESULTS_PDF_ROWS | OFFICIAL_FIRST_PARTY | SessionReports Results PDF URLs recovered through EventsSessionDetails | PDF links in SessionReports | GET |  |  | PDF parsed to CSV | 320 official report rows with four-lap values, elapsed duration and status labels | YES | NO | NO | NO | NO | NO | YES | NO | NO | NO | YES | LOCAL_PARSED_OFFICIAL_REPORTS | weather/output/official_day1_results_attempt_rows_v1.csv | HIGH_DERIVED_FROM_OFFICIAL_PDF | HISTORICAL_DATA_CONFIRMED | Withdrawn/Bumped/Waved Off and related statuses are historical result-row labels without event timestamps. Elapsed time is run duration, not wall-clock chronology."
R2A_RESOURCE_REGISTRY,7,1,RESOURCE_RELEVANCE,"official_results_frontend_bundle | R2A | www.indycar.com |  |  | FRONTEND_API_ARCHITECTURE | OFFICIAL_FIRST_PARTY | https://www.indycar.com/results | /api/results/{SeasonDropDown|EventsByYearSeries|EventsSessionDetails} | GET | id; year; series |  | javascript + JSON | Results-navigation API chain and SessionReports rendering logic | YES | NO | NO | NO | NO | NO | NO | NO | NO | NO | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_dynamic_resources/2024_002_bundle.js | HIGH | ARCHITECTURE_CONFIRMED | No additional live timing, race-control, SignalR, WebSocket, lane, or queue API route was found in the recovered Results bundle."
R2A_RESOURCE_REGISTRY,8,1,RESOURCE_RELEVANCE,official_live_leaderboard_application | R2A | leaderboard.indycar.com |  |  | CURRENT_LIVE_LEADERBOARD_APPLICATION | OFFICIAL_FIRST_PARTY | https://leaderboard.indycar.com/ | Next.js application shell and static chunks | GET |  |  | text/html + javascript | Current leaderboard UI backed by racecontrol blob JSON feeds | NOT_CONFIRMED | NO | NO | YES | YES | NO | NO | NO | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_leaderboard_page.html | HIGH_FOR_ARCHITECTURE_ONLY | ARCHITECTURE_CONFIRMED | Official current application architecture only. No source-map reference or historical page/session route was observed in the rescued shell/chunks.
R2A_RESOURCE_REGISTRY,9,1,RESOURCE_RELEVANCE,official_live_timing_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_LIVE_TIMING_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_timingscoring-ris.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,10,1,RESOURCE_RELEVANCE,official_track_activity_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_TRACK_ACTIVITY_AND_RESULTS_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed.json | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,11,1,RESOURCE_RELEVANCE,official_schedule_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_SCHEDULE_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/schedulefeed.json | https://indycar.blob.core.windows.net/racecontrol/schedulefeed.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | NO | NO | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_schedulefeed.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,12,1,RESOURCE_RELEVANCE,official_timing_config_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_TIMING_CONFIG_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/tsconfig.json | https://indycar.blob.core.windows.net/racecontrol/tsconfig.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | NO | NO | NO | NO | NO | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_tsconfig.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,13,1,RESOURCE_RELEVANCE,official_drivers_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_DRIVER_METADATA_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/driversfeed.json | https://indycar.blob.core.windows.net/racecontrol/driversfeed.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | NO | NO | NO | NO | NO | NO | NO | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_driversfeed.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,14,1,RESOURCE_RELEVANCE,official_track_activity_nxt_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_NXT_TRACK_ACTIVITY_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed_nxt.json | https://indycar.blob.core.windows.net/racecontrol/trackactivityleaderboardfeed_nxt.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,15,1,RESOURCE_RELEVANCE,official_schedule_nxt_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_NXT_SCHEDULE_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/schedulefeed_nxt.json | https://indycar.blob.core.windows.net/racecontrol/schedulefeed_nxt.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | NO | NO | NO | NO | YES | NO | YES | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_schedulefeed_nxt.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,16,1,RESOURCE_RELEVANCE,official_drivers_nxt_current | R2A | indycar.blob.core.windows.net |  |  | CURRENT_NXT_DRIVER_METADATA_JSON | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/driversfeed_nxt.json | https://indycar.blob.core.windows.net/racecontrol/driversfeed_nxt.json | GET | cache-busting timestamp only in current frontend |  | application/json | See field inventory | NOT_CONFIRMED | NO | NO | NO | NO | NO | NO | NO | NO | NO | YES | LOCAL_RESCUED_COPY | weather/evidence/rescue/official_lane_queue_live_resources/current_driversfeed_nxt.json | HIGH_FOR_ARCHITECTURE_ONLY | DATA_RETURNED | Rescued current feed. It is not evidence for 2020-2024 historical state and exposes no confirmed historical session selector.
R2A_RESOURCE_REGISTRY,17,1,RESOURCE_RELEVANCE,official_live_timing_sessionid_probe_6382 | R2A | indycar.blob.core.windows.net | 2024 | 6382 | HISTORICAL_QUERY_PARAMETER_PROBE | OFFICIAL_FIRST_PARTY | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json?sessionid=6382 | https://indycar.blob.core.windows.net/racecontrol/timingscoring-ris.json?sessionid=<EventsSessionID> | GET | sessionid=6382 |  | application/json | Current timing_results payload | NO_FOR_TESTED_PARAMETER | NO | NO | YES | YES | NO | NO | YES | NO | YES | YES | 200 | weather/evidence/rescue/official_lane_queue_live_resources/probe_timingscoring_sessionid_6382.json | HIGH_FOR_NEGATIVE_PARAMETER_TEST | ENDPOINT_CONFIRMED | Requested historical EventsSessionID 6382; response heartbeat returned current EventSessionID 6736. The tested sessionid parameter did not select the requested historical session.
