year,official_result_row,car_number,driver_name,official_speed_mph,official_status,attempt_id,attempt_key,car_attempt_index,canonical_speed_mph,canonical_result_status,match_score,match_reasons,match_status,canonical_promoted,car_number_v2_original,car_number_literal_repaired,car_number_literal_source,canonical_driver_name,official_pdf_driver_name,driver_identity_verified,official_literal_car_number,official_literal_car_number_matches_canonical,repair_stage
2022,11,12,"Power, Will",231.842,,e614cc7e-1b9a-5642-8a8c-06eb73a962a5,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_12|1|1,1,231.842,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,12,False,CANONICAL_ATTEMPT_ID_GROUNDED,Will Power,"Power, Will",True,12,True,R1G25H
2022,12,51,"Sato, Takuma",231.708,,21e8c99e-b04c-516d-85a8-ccfbaed7ff46,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_51|1|2,2,231.708,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,51,False,CANONICAL_ATTEMPT_ID_GROUNDED,Takuma Sato,"Sato, Takuma",True,51,True,R1G25H
2022,13,18,"Malukas, David",231.607,,85c917fa-1c7a-52cb-a47f-468b4bdae9a5,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_18|1|2,2,231.607,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,18,False,CANONICAL_ATTEMPT_ID_GROUNDED,David Malukas,"Malukas, David",True,18,True,R1G25H
2022,14,2,"Newgarden, Josef",231.580,,83034975-303c-57b1-9190-95bc705d3941,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_2|1|1,1,231.58,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,2,False,CANONICAL_ATTEMPT_ID_GROUNDED,Josef Newgarden,"Newgarden, Josef",True,2,True,R1G25H
2022,15,23,"Ferrucci, Santino",231.508,,50c1a7df-b227-5216-ba4d-c391ee794a68,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_23|1|1,1,231.508,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,23,False,CANONICAL_ATTEMPT_ID_GROUNDED,Santino Ferrucci,"Ferrucci, Santino",True,23,True,R1G25H
2022,16,60,"Pagenaud, Simon",231.275,,782b5ff7-fb2c-5c01-9209-dfd3f4cb289b,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_60|1|1,1,231.275,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,60,False,CANONICAL_ATTEMPT_ID_GROUNDED,Simon Pagenaud,"Pagenaud, Simon",True,60,True,R1G25H
2022,17,11,"Hildebrand, JR",231.112,,0ac03a4b-263a-56b8-bf3f-4996c2968118,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_11|1|1,1,231.112,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,11,False,CANONICAL_ATTEMPT_ID_GROUNDED,JR Hildebrand,"Hildebrand, JR",True,11,True,R1G25H
2022,18,20,"Daly, Conor",230.999,,f63416c8-d69c-5ec9-b8bc-1a26aae11c44,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_20|1|1,1,230.999,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,20,False,CANONICAL_ATTEMPT_ID_GROUNDED,Conor Daly,"Daly, Conor",True,20,True,R1G25H
2022,19,77,"Ilott, Callum",230.961,,8fa25fec-e5a6-5844-b3d7-f67c9dc91378,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_77|1|2,2,230.961,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,77,False,CANONICAL_ATTEMPT_ID_GROUNDED,Callum Ilott,"Ilott, Callum",True,77,True,R1G25H
2022,20,27,"Rossi, Alexander",230.812,,b3147013-0fda-5982-bea1-85788019ef89,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_27|1|2,2,230.812,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,27,False,CANONICAL_ATTEMPT_ID_GROUNDED,Alexander Rossi,"Rossi, Alexander",True,27,True,R1G25H
2022,21,15,"Rahal, Graham",230.766,,49123354-e908-58a8-a865-3e57e6184f5c,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_15|1|1,1,230.766,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,15,False,CANONICAL_ATTEMPT_ID_GROUNDED,Graham Rahal,"Rahal, Graham",True,15,True,R1G25H
2022,22,24,"Karam, Sage",230.464,,2c453335-3a19-5653-8d5c-79d94db93028,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_24|1|2,2,230.464,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,24,False,CANONICAL_ATTEMPT_ID_GROUNDED,Sage Karam,"Karam, Sage",True,24,True,R1G25H
2022,23,98,"Andretti, Marco",230.345,,63982b5e-7639-5140-a6a2-702a77c2fc85,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_98|1|2,2,230.345,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,98,False,CANONICAL_ATTEMPT_ID_GROUNDED,Marco Andretti,"Andretti, Marco",True,98,True,R1G25H
2022,24,29,"DeFrancesco, Devlin",230.326,,c8097625-d9cf-5926-bba2-649d12e5c0e0,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_29|1|1,1,230.326,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,29,False,CANONICAL_ATTEMPT_ID_GROUNDED,Devlin DeFrancesco,"DeFrancesco, Devlin",True,29,True,R1G25H
2022,25,26,"Herta, Colton",230.235,,784d352d-2b04-566e-8aef-19317c10d0fa,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_26|1|1,1,230.235,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,26,False,CANONICAL_ATTEMPT_ID_GROUNDED,Colton Herta,"Herta, Colton",True,26,True,R1G25H
2022,26,3,"McLaughlin, Scott",230.154,,43d9c081-67f5-5d6f-8b48-9db0ac683a6c,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_3|1|2,2,230.154,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,3,False,CANONICAL_ATTEMPT_ID_GROUNDED,Scott McLaughlin,"McLaughlin, Scott",True,3,True,R1G25H
2022,27,06,"Castroneves, Helio",229.630,,90eea27e-6e83-5e24-8428-811eae3ff157,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_06|1|2,2,229.63,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,6,True,CANONICAL_ATTEMPT_ID_GROUNDED,Helio Castroneves,"Castroneves, Helio",True,06,True,R1G25H
2022,28,14,"Kirkwood, Kyle",229.406,,ee83729a-9032-52de-886d-f56814a402d2,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_14|1|1,1,229.406,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,14,False,CANONICAL_ATTEMPT_ID_GROUNDED,Kyle Kirkwood,"Kirkwood, Kyle",True,14,True,R1G25H
2022,29,4,"Kellett, Dalton",228.916,,ce3385d5-652c-5485-8ae9-aa95231574ad,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_4|1|1,1,228.916,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,4,False,CANONICAL_ATTEMPT_ID_GROUNDED,Dalton Kellett,"Kellett, Dalton",True,4,True,R1G25H
2022,30,6,"Montoya, Juan Pablo",228.622,,bb599e9f-cbdc-5c79-9791-ce325ef01086,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_6|1|1,1,228.622,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,6,False,CANONICAL_ATTEMPT_ID_GROUNDED,Juan Pablo Montoya,"Montoya, Juan Pablo",True,6,True,R1G25H
2022,31,30,"Lundgaard, Christian",227.053,,b1fff6ff-974e-5d54-b847-db825d74fd15,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_30|1|1,1,227.053,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,30,False,CANONICAL_ATTEMPT_ID_GROUNDED,Christian Lundgaard,"Lundgaard, Christian",True,30,True,R1G25H
2022,32,45,"Harvey, Jack",226.851,,488dda2c-a88d-5f03-95ca-3decb53cd2c9,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_45|1|1,1,226.851,VALID_RETAINED,30,"[""CAR_MATCH"", ""SPEED_MATCH"", ""OFFICIAL_STATUS_EMPTY""]",UNIQUE_MATCH,False,45,False,CANONICAL_ATTEMPT_ID_GROUNDED,Jack Harvey,"Harvey, Jack",True,45,True,R1G25H
2022,33,51,"Sato, Takuma",232.196,Failed Attempt,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_51|1|1,1,232.196,DISALLOWED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,51,False,CANONICAL_ATTEMPT_ID_GROUNDED,Takuma Sato,"Sato, Takuma",True,51,True,R1G25H
2022,34,3,"McLaughlin, Scott",231.543,Withdrawn,d2ae8749-6312-5afd-b193-dd23dc071124,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_3|1|1,1,231.543,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,3,False,CANONICAL_ATTEMPT_ID_GROUNDED,Scott McLaughlin,"McLaughlin, Scott",True,3,True,R1G25H
2022,35,27,"Rossi, Alexander",231.341,Withdrawn,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_27|1|1,1,231.341,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,27,False,CANONICAL_ATTEMPT_ID_GROUNDED,Alexander Rossi,"Rossi, Alexander",True,27,True,R1G25H
2022,36,18,"Malukas, David",231.233,Retired,619575d3-e7eb-5cce-886f-0a8485b98eba,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_18|1|1,1,231.233,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,18,False,CANONICAL_ATTEMPT_ID_GROUNDED,David Malukas,"Malukas, David",True,18,True,R1G25H
2022,37,77,"Ilott, Callum",230.212,Retired,3cd6d98a-da75-5822-8dae-05e83ad8457c,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_77|1|1,1,230.212,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,77,False,CANONICAL_ATTEMPT_ID_GROUNDED,Callum Ilott,"Ilott, Callum",True,77,True,R1G25H
2022,38,24,"Karam, Sage",229.905,Withdrawn,8e0c8731-4ddc-515a-949e-7902dd01eaeb,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_24|1|1,1,229.905,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,24,False,CANONICAL_ATTEMPT_ID_GROUNDED,Sage Karam,"Karam, Sage",True,24,True,R1G25H
2022,39,98,"Andretti, Marco",226.108,Retired,c044edbc-0f6c-5aab-bdef-9c4156b50617,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_98|1|1,1,226.108,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,98,False,CANONICAL_ATTEMPT_ID_GROUNDED,Marco Andretti,"Andretti, Marco",True,98,True,R1G25H
2022,40,06,"Castroneves, Helio",225.482,Withdrawn,01896a4f-c482-5093-a806-89bc4273641d,INDY500_DAY1_2022|INDY500_DAY1_2022|CAR_06|1|1,1,225.482,VALID_RETAINED,27,"[""CAR_MATCH"", ""SPEED_MATCH"", ""STATUS_DIFFER""]",UNIQUE_MATCH,False,6,True,CANONICAL_ATTEMPT_ID_GROUNDED,Helio Castroneves,"Castroneves, Helio",True,06,True,R1G25H
2022,41,26,"Herta, Colton",,Waved Off,88fe3936-d77d-5a12-bdd7-0104979729da,,,,UNKNOWN,,"[""SOURCE_NATIVE_LOCATOR_IDENTITY"",""D_CHRONOLOGY_ONLY""]",UNIQUE_MATCH,False,26,False,CANONICAL_ATTEMPT_ID_GROUNDED,Colton Herta,"Herta, Colton",True,26,True,R1G25H
2022,42,2,"Newgarden, Josef",,No Attempt,a395f440-40c9-5b57-82bb-b5353a862b0f,,,,UNKNOWN,,"[""SOURCE_NATIVE_LOCATOR_IDENTITY"",""D_CHRONOLOGY_ONLY""]",UNIQUE_MATCH,False,2,False,CANONICAL_ATTEMPT_ID_GROUNDED,Josef Newgarden,"Newgarden, Josef",True,2,True,R1G25H
2022,43,25,"Wilson, Stefan",,Incomplete,f2811627-1280-5eea-845c-6057e526aaea,,,,UNKNOWN,,"[""SOURCE_NATIVE_LOCATOR_IDENTITY"",""D_CHRONOLOGY_ONLY""]",UNIQUE_MATCH,False,25,False,CANONICAL_ATTEMPT_ID_GROUNDED,Stefan Wilson,"Wilson, Stefan",True,25,True,R1G25H
2022,44,24,"Karam, Sage",,No Attempt,4778bf12-3fb5-5321-b4ae-9dc2f0880c25,,,,UNKNOWN,,"[""SOURCE_NATIVE_LOCATOR_IDENTITY"",""D_CHRONOLOGY_ONLY""]",UNIQUE_MATCH,False,24,False,CANONICAL_ATTEMPT_ID_GROUNDED,Sage Karam,"Karam, Sage",True,24,True,R1G25H
