fold_id,fold_role,test_year,model_name,diagnostic_type,feature_name,value,model_policy_hash
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_cloud_cover_pct,0.018058715823768872,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_shortwave_radiation_wm2,0.1168672057815861,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,prior_supported_attempt_count,0.01059964787476636,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,seconds_since_prior_supported_attempt,0.036957195870940256,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,best_prior_supported_average_speed_mph,0.06075446618661702,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
PRIMARY_LOYO_2023,PRIMARY,2023,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,has_prior_supported_attempt,0.006378822967636639,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_temp_c,-1.2050923883011286,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_relative_humidity_pct,0.6690438267048509,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_wind_speed_10m_ms,-0.03040011905238035,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_wind_direction_sin,-0.5445387947513541,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_wind_direction_cos,-0.568724228779335,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_pressure_hpa,-0.3507229423231522,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_cloud_cover_pct,0.3118727983810335,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,forecast_shortwave_radiation_wm2,0.4444465778127164,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,prior_supported_attempt_count,0.5448978049586422,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,seconds_since_prior_supported_attempt,0.3189025627259929,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,best_prior_supported_average_speed_mph,0.28683295850076534,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RIDGE,STANDARDIZED_COEFFICIENT,has_prior_supported_attempt,-0.4320354600181517,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_temp_c,-1.074047496111577,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
