driver_name,source_path,source_class,source_native,unit_index,classification,drivers_in_unit,live_state_terms,rank_terms,cutoff_terms,temporal_terms,final_result_terms,speed_hits_mph,text,promotion_status
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,444,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,233.473,"15 3 McLaughlin, Scott D/C/F 00:09.6371 233.473 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,451,NON_SOURCE_NATIVE,Marco Andretti,,,,,,232.813,"22 98 Andretti, Marco D/H/F 00:09.6644 232.813 6",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,452,NON_SOURCE_NATIVE,David Malukas,,,,,,232.570,"23 18 Malukas, David D/H/F 00:09.6745 232.570 10",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,455,NON_SOURCE_NATIVE,Callum Ilott,,,,,,232.356,"26 77 Ilott, Callum D/C/F 00:09.6834 232.356 5",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,458,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,232.220,"29 06 Castroneves, Helio D/H/F 00:09.6891 232.220 5",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,474,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,234.268,"3 7 Rossi, Alexander D/C/F 00:09.6044 234.268 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,477,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,233.846,"6 3 McLaughlin, Scott D/C/F 00:09.6217 233.846 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,478,NON_SOURCE_NATIVE,Takuma Sato,,,,,,233.844,"7 11 Sato, Takuma D/H/F 00:09.6218 233.844 5",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,493,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.025,"22 98 Andretti, Marco D/H/F 00:09.6556 233.025 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,494,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,232.832,"23 06 Castroneves, Helio D/H/F 00:09.6636 232.832 5",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,498,NON_SOURCE_NATIVE,David Malukas,,,,,,232.131,"27 18 Malukas, David D/H/F 00:09.6928 232.131 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,500,NON_SOURCE_NATIVE,Callum Ilott,,,,,,232.040,"29 77 Ilott, Callum D/C/F 00:09.6966 232.040 5",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,514,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.420,"1 7 Rossi, Alexander D/C/F 00:09.7226 231.420 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,517,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.864,"4 11 Sato, Takuma D/H/F 00:09.7460 230.864 5",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,519,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,230.686,"6 3 McLaughlin, Scott D/C/F 00:09.7535 230.686 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,533,NON_SOURCE_NATIVE,Callum Ilott,,,,,,229.423,"20 77 Ilott, Callum D/C/F 00:09.8072 229.423 5",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,535,NON_SOURCE_NATIVE,Marco Andretti,,,,,,229.213,"22 98 Andretti, Marco D/H/F 00:09.8162 229.213 0",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,537,NON_SOURCE_NATIVE,David Malukas,,,,,,228.935,"24 18 Malukas, David D/H/F 00:09.8281 228.935 10",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,538,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,228.903,"25 06 Castroneves, Helio D/H/F 00:09.8295 228.903 9",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,560,NON_SOURCE_NATIVE,Takuma Sato,,,,,,236.149,"5 11 Sato, Takuma D/H/F 00:06.6753 236.149 5",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,565,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,235.788,"10 7 Rossi, Alexander D/C/F 00:06.6855 235.788 0",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,568,NON_SOURCE_NATIVE,David Malukas,,,,,,235.471,"13 18 Malukas, David D/H/F 00:06.6945 235.471 10",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,573,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,235.050,"18 3 McLaughlin, Scott D/C/F 00:06.7065 235.050 5",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,575,NON_SOURCE_NATIVE,Callum Ilott,,,,,,234.966,"20 77 Ilott, Callum D/C/F 00:06.7089 234.966 5",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,576,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,234.861,"21 06 Castroneves, Helio D/H/F 00:06.7119 234.861 5",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,578,NON_SOURCE_NATIVE,Marco Andretti,,,,,,234.791,"23 98 Andretti, Marco D/H/F 00:06.7139 234.791 5",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,626,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,239.795,"28 7 Rossi, Alexander D/C/F 00:00.3412 239.795 3",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,649,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,235.855,"7 7 Rossi, Alexander D/C/F 00:00.3469 235.855 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,650,NON_SOURCE_NATIVE,Takuma Sato,,,,,,235.787,"8 11 Sato, Takuma D/H/F 00:00.3470 235.787 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,651,NON_SOURCE_NATIVE,Marco Andretti,,,,,,235.787,"9 98 Andretti, Marco D/H/F 00:00.3470 235.787 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,656,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,235.448,"14 06 Castroneves, Helio D/H/F 00:00.3475 235.448 5",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,658,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,235.313,"16 3 McLaughlin, Scott D/C/F 00:00.3477 235.313 0",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,675,NON_SOURCE_NATIVE,David Malukas,,,,,,233.833,"33 18 Malukas, David D/H/F 00:00.3499 233.833 10",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,676,NON_SOURCE_NATIVE,Callum Ilott,,,,,,233.433,"34 77 Ilott, Callum D/C/F 00:00.3505 233.433 5",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,691,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,237.085,"4 7 Rossi, Alexander D/C/F 00:00.3451 237.085 2",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,696,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,236.469,"9 3 McLaughlin, Scott D/C/F 00:00.3460 236.469 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,698,NON_SOURCE_NATIVE,Takuma Sato,,,,,,236.469,"11 11 Sato, Takuma D/H/F 00:00.3460 236.469 5",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,710,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,235.177,"23 06 Castroneves, Helio D/H/F 00:00.3479 235.177 9",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,712,NON_SOURCE_NATIVE,David Malukas,,,,,,235.042,"25 18 Malukas, David D/H/F 00:00.3481 235.042 0",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,713,NON_SOURCE_NATIVE,David Malukas,,,,,,235.042,"26 18 Malukas, David D/H/F 00:00.3481 235.042 1",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,714,NON_SOURCE_NATIVE,Marco Andretti,,,,,,234.975,"27 98 Andretti, Marco D/H/F 00:00.3482 234.975 1",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,716,NON_SOURCE_NATIVE,Callum Ilott,,,,,,234.907,"29 77 Ilott, Callum D/C/F 00:00.3483 234.907 5",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,740,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,235.177,"7 7 Rossi, Alexander D/C/F 00:00.3479 235.177 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,741,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,235.110,"8 3 McLaughlin, Scott D/C/F 00:00.3480 235.110 5",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,744,NON_SOURCE_NATIVE,Takuma Sato,,,,,,234.975,"11 11 Sato, Takuma D/H/F 00:00.3482 234.975 5",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,747,NON_SOURCE_NATIVE,Marco Andretti,,,,,,234.638,"14 98 Andretti, Marco D/H/F 00:00.3487 234.638 0",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,758,NON_SOURCE_NATIVE,David Malukas,,,,,,233.699,"25 18 Malukas, David D/H/F 00:00.3501 233.699 10",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,761,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,233.499,"28 06 Castroneves, Helio D/H/F 00:00.3504 233.499 6",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,765,NON_SOURCE_NATIVE,Callum Ilott,,,,,,232.702,"32 77 Ilott, Callum D/C/F 00:00.3516 232.702 4",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,799,NON_SOURCE_NATIVE,David Malukas,,,,,,239.656,"23 18 Malukas, David D/H/F 00:00.4680 239.656 6",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,800,NON_SOURCE_NATIVE,David Malukas,,,,,,239.656,"24 18 Malukas, David D/H/F 00:00.4680 239.656 7",REVIEW_REQUIRED
David Malukas,weather/evidence/rescue/official_day1_session_details/report_text_v1/2023_6202_05_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,801,NON_SOURCE_NATIVE,David Malukas,,,,,,239.656,"25 18 Malukas, David D/H/F 00:00.4680 239.656 11",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,7,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,233.332,"2 3 McLaughlin, Scott D/C/F 38.5384 38.5597 38.5771 38.6111 02:34.2863 233.332 Day 1",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,9,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,233.069,"4 7 Rossi, Alexander D/C/F 38.5215 38.6044 38.6440 38.6910 02:34.4609 233.069 Day 1",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,14,NON_SOURCE_NATIVE,Takuma Sato,,,,,,232.473,"9 75 Sato, Takuma D/H/F 38.5810 38.6735 38.8064 38.7957 02:34.8566 232.473 Day 1",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,20,NON_SOURCE_NATIVE,Callum Ilott,,,,,,232.230,"15 6 Ilott, Callum D/C/F 38.6246 38.6825 38.8111 38.9002 02:35.0184 232.230 Day 1",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,24,NON_SOURCE_NATIVE,Marco Andretti,,,,,,231.890,"19 98 Andretti, Marco D/H/F 38.7848 38.8070 38.8071 38.8469 02:35.2458 231.890 Day 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,25,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,231.871,"20 06 Castroneves, Helio D/H/F 38.7847 38.8168 38.8182 38.8390 02:35.2587 231.871 Day 1",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,37,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,232.962,"32 7 Rossi, Alexander D/C/F 38.5451 38.6508 38.6525 38.6832 02:34.5316 232.962 Day 1 Retired",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,42,NON_SOURCE_NATIVE,Takuma Sato,,,,,,232.140,"37 75 Sato, Takuma D/H/F 38.7335 38.7396 38.7985 38.8073 02:35.0789 232.140 Day 1 Retired",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,43,NON_SOURCE_NATIVE,Callum Ilott,,,,,,231.995,"38 6 Ilott, Callum D/C/F 38.7230 38.8008 38.8370 38.8149 02:35.1757 231.995 Day 1 No Attempt",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,46,NON_SOURCE_NATIVE,Callum Ilott,,,,,,231.728,"41 6 Ilott, Callum D/C/F 38.7957 38.8500 38.8626 38.8460 02:35.3543 231.728 Day 1 Retired",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_01_Results.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,47,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,231.702,"42 06 Castroneves, Helio D/H/F 38.8061 38.8484 38.8745 0.0000 01:56.5290 231.702 Day 1 Waved Off",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,9,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,233.636,"2 7 Rossi, Alexander D/C/F 00:38.5215 233.636 1",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,10,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,233.533,"3 3 McLaughlin, Scott D/C/F 00:38.5384 233.533 1",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,12,NON_SOURCE_NATIVE,Takuma Sato,,,,,,233.275,"5 75 Sato, Takuma D/H/F 00:38.5810 233.275 1",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,14,NON_SOURCE_NATIVE,Callum Ilott,,,,,,233.012,"7 6 Ilott, Callum D/C/F 00:38.6246 233.012 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,28,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,232.050,"21 06 Castroneves, Helio D/H/F 00:38.7847 232.050 1",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,29,NON_SOURCE_NATIVE,Marco Andretti,,,,,,232.050,"22 98 Andretti, Marco D/H/F 00:38.7848 232.050 1",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,48,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,238.192,"2 3 McLaughlin, Scott D/C/F 00:02.8281 238.192 1",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,52,NON_SOURCE_NATIVE,Takuma Sato,,,,,,237.261,"6 75 Sato, Takuma D/H/F 00:02.8392 237.261 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,58,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,236.753,"12 7 Rossi, Alexander D/C/F 00:02.8453 236.753 3",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,60,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,236.503,"14 06 Castroneves, Helio D/H/F 00:02.8483 236.503 1",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,63,NON_SOURCE_NATIVE,Callum Ilott,,,,,,236.428,"17 6 Ilott, Callum D/C/F 00:02.8492 236.428 3",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,65,NON_SOURCE_NATIVE,Marco Andretti,,,,,,236.346,"19 98 Andretti, Marco D/H/F 00:02.8502 236.346 1",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,86,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,236.718,"1 3 McLaughlin, Scott D/C/F 00:01.9154 236.718 1",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,91,NON_SOURCE_NATIVE,Takuma Sato,,,,,,235.391,"6 75 Sato, Takuma D/H/F 00:01.9262 235.391 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,93,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,235.207,"8 7 Rossi, Alexander D/C/F 00:01.9277 235.207 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,99,NON_SOURCE_NATIVE,Callum Ilott,,,,,,234.745,"14 6 Ilott, Callum D/C/F 00:01.9315 234.745 3",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,109,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.849,"24 98 Andretti, Marco D/H/F 00:01.9389 233.849 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,110,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,233.849,"25 06 Castroneves, Helio D/H/F 00:01.9389 233.849 2",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,127,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,232.103,"2 7 Rossi, Alexander D/C/F 00:02.8935 232.103 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,129,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,232.015,"4 3 McLaughlin, Scott D/C/F 00:02.8946 232.015 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,134,NON_SOURCE_NATIVE,Takuma Sato,,,,,,231.240,"9 75 Sato, Takuma D/H/F 00:02.9043 231.240 0",REVIEW_REQUIRED
