driver_name,source_path,source_class,source_native,unit_index,classification,drivers_in_unit,live_state_terms,rank_terms,cutoff_terms,temporal_terms,final_result_terms,speed_hits_mph,text,promotion_status
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,136,NON_SOURCE_NATIVE,Callum Ilott,,,,,,230.978,"11 6 Ilott, Callum D/C/F 00:02.9076 230.978 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,146,NON_SOURCE_NATIVE,Marco Andretti,,,,,,230.352,"21 98 Andretti, Marco D/H/F 00:02.9155 230.352 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,153,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.627,"28 06 Castroneves, Helio D/H/F 00:02.9247 229.627 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,165,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.223,"1 7 Rossi, Alexander D/C/F 00:02.9399 231.223 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,166,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,230.846,"2 3 McLaughlin, Scott D/C/F 00:02.9447 230.846 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,172,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.330,"8 75 Sato, Takuma D/H/F 00:02.9513 230.330 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,173,NON_SOURCE_NATIVE,Callum Ilott,,,,,,230.151,"9 6 Ilott, Callum D/C/F 00:02.9536 230.151 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,182,NON_SOURCE_NATIVE,Marco Andretti,,,,,,229.196,"18 98 Andretti, Marco D/H/F 00:02.9659 229.196 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,183,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.196,"19 06 Castroneves, Helio D/H/F 00:02.9659 229.196 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,206,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,230.032,"3 7 Rossi, Alexander D/C/F 00:01.9355 230.032 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,207,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,229.937,"4 3 McLaughlin, Scott D/C/F 00:01.9363 229.937 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,208,NON_SOURCE_NATIVE,Callum Ilott,,,,,,229.901,"5 6 Ilott, Callum D/C/F 00:01.9366 229.901 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,211,NON_SOURCE_NATIVE,Takuma Sato,,,,,,229.427,"8 75 Sato, Takuma D/H/F 00:01.9406 229.427 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,217,NON_SOURCE_NATIVE,Marco Andretti,,,,,,228.908,"14 98 Andretti, Marco D/H/F 00:01.9450 228.908 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,232,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,227.493,"29 06 Castroneves, Helio D/H/F 00:01.9571 227.493 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,246,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,231.834,"4 3 McLaughlin, Scott D/C/F 00:02.4263 231.834 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,247,NON_SOURCE_NATIVE,Callum Ilott,,,,,,231.796,"5 6 Ilott, Callum D/C/F 00:02.4267 231.796 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,248,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.739,"6 7 Rossi, Alexander D/C/F 00:02.4273 231.739 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,249,NON_SOURCE_NATIVE,Takuma Sato,,,,,,231.710,"7 75 Sato, Takuma D/H/F 00:02.4276 231.710 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,260,NON_SOURCE_NATIVE,Marco Andretti,,,,,,230.817,"18 98 Andretti, Marco D/H/F 00:02.4370 230.817 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,266,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,230.278,"24 06 Castroneves, Helio D/H/F 00:02.4427 230.278 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,287,NON_SOURCE_NATIVE,Takuma Sato,,,,,,235.011,"6 75 Sato, Takuma D/H/F 00:02.3935 235.011 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,290,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,234.874,"9 3 McLaughlin, Scott D/C/F 00:02.3949 234.874 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,291,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,234.835,"10 7 Rossi, Alexander D/C/F 00:02.3953 234.835 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,295,NON_SOURCE_NATIVE,Callum Ilott,,,,,,234.365,"14 6 Ilott, Callum D/C/F 00:02.4001 234.365 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,302,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,233.713,"21 06 Castroneves, Helio D/H/F 00:02.4068 233.713 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,304,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.635,"23 98 Andretti, Marco D/H/F 00:02.4076 233.635 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,326,NON_SOURCE_NATIVE,Takuma Sato,,,,,,237.102,"6 75 Sato, Takuma D/H/F 00:02.3724 237.102 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,329,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,236.533,"9 7 Rossi, Alexander D/C/F 00:02.3781 236.533 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,333,NON_SOURCE_NATIVE,Callum Ilott,,,,,,236.106,"13 6 Ilott, Callum D/C/F 00:02.3824 236.106 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,334,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,235.997,"14 3 McLaughlin, Scott D/C/F 00:02.3835 235.997 2",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,336,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,235.958,"16 06 Castroneves, Helio D/H/F 00:02.3839 235.958 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,348,NON_SOURCE_NATIVE,Marco Andretti,,,,,,234.414,"28 98 Andretti, Marco D/H/F 00:02.3996 234.414 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,363,NON_SOURCE_NATIVE,Takuma Sato,,,,,,238.035,"4 75 Sato, Takuma D/H/F 00:02.3631 238.035 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,370,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,237.492,"11 7 Rossi, Alexander D/C/F 00:02.3685 237.492 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,371,NON_SOURCE_NATIVE,Callum Ilott,,,,,,237.382,"12 6 Ilott, Callum D/C/F 00:02.3696 237.382 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,375,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,237.162,"16 3 McLaughlin, Scott D/C/F 00:02.3718 237.162 2",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,377,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,236.972,"18 06 Castroneves, Helio D/H/F 00:02.3737 236.972 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,391,NON_SOURCE_NATIVE,Marco Andretti,,,,,,235.336,"32 98 Andretti, Marco D/H/F 00:02.3902 235.336 3",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,404,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,237.288,"4 7 Rossi, Alexander D/C/F 00:01.9108 237.288 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,405,NON_SOURCE_NATIVE,Takuma Sato,,,,,,237.002,"5 75 Sato, Takuma D/H/F 00:01.9131 237.002 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,412,NON_SOURCE_NATIVE,Callum Ilott,,,,,,236.520,"12 6 Ilott, Callum D/C/F 00:01.9170 236.520 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,417,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,236.163,"17 3 McLaughlin, Scott D/C/F 00:01.9199 236.163 3",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,421,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,235.366,"21 06 Castroneves, Helio D/H/F 00:01.9264 235.366 1",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,430,NON_SOURCE_NATIVE,Marco Andretti,,,,,,234.199,"30 98 Andretti, Marco D/H/F 00:01.9360 234.199 2",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,441,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.487,"2 7 Rossi, Alexander D/C/F 00:02.9012 231.487 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,446,NON_SOURCE_NATIVE,Callum Ilott,,,,,,230.859,"7 6 Ilott, Callum D/C/F 00:02.9091 230.859 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,449,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.755,"10 75 Sato, Takuma D/H/F 00:02.9104 230.755 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,454,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,230.320,"15 3 McLaughlin, Scott D/C/F 00:02.9159 230.320 0",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,463,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.478,"24 06 Castroneves, Helio D/H/F 00:02.9266 229.478 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,466,NON_SOURCE_NATIVE,Marco Andretti,,,,,,229.032,"27 98 Andretti, Marco D/H/F 00:02.9323 229.032 2",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,481,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.153,"3 7 Rossi, Alexander D/C/F 00:02.9054 231.153 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,483,NON_SOURCE_NATIVE,Callum Ilott,,,,,,230.994,"5 6 Ilott, Callum D/C/F 00:02.9074 230.994 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,484,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.597,"6 75 Sato, Takuma D/H/F 00:02.9124 230.597 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,494,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,230.154,"16 06 Castroneves, Helio D/H/F 00:02.9180 230.154 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,496,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,230.036,"18 3 McLaughlin, Scott D/C/F 00:02.9195 230.036 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,502,NON_SOURCE_NATIVE,Marco Andretti,,,,,,229.486,"24 98 Andretti, Marco D/H/F 00:02.9265 229.486 0",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,519,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,231.947,"2 7 Rossi, Alexander D/C/F 00:01.9548 231.947 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,522,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,231.072,"5 3 McLaughlin, Scott D/C/F 00:01.9622 231.072 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,526,NON_SOURCE_NATIVE,Marco Andretti,,,,,,230.907,"9 98 Andretti, Marco D/H/F 00:01.9636 230.907 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,528,NON_SOURCE_NATIVE,Callum Ilott,,,,,,230.813,"11 6 Ilott, Callum D/C/F 00:01.9644 230.813 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,534,NON_SOURCE_NATIVE,Takuma Sato,,,,,,230.496,"17 75 Sato, Takuma D/H/F 00:01.9671 230.496 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,543,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,229.714,"26 06 Castroneves, Helio D/H/F 00:01.9738 229.714 3",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,560,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,232.400,"3 7 Rossi, Alexander D/C/F 00:01.4229 232.400 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,561,NON_SOURCE_NATIVE,Callum Ilott,,,,,,232.237,"4 6 Ilott, Callum D/C/F 00:01.4239 232.237 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,563,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,232.139,"6 3 McLaughlin, Scott D/C/F 00:01.4245 232.139 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,568,NON_SOURCE_NATIVE,Marco Andretti,,,,,,231.862,"11 98 Andretti, Marco D/H/F 00:01.4262 231.862 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,571,NON_SOURCE_NATIVE,Takuma Sato,,,,,,231.700,"14 75 Sato, Takuma D/H/F 00:01.4272 231.700 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,577,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,231.246,"20 06 Castroneves, Helio D/H/F 00:01.4300 231.246 3",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,600,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,234.227,"4 7 Rossi, Alexander D/C/F 00:01.4118 234.227 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,601,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,234.061,"5 3 McLaughlin, Scott D/C/F 00:01.4128 234.061 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,604,NON_SOURCE_NATIVE,Callum Ilott,,,,,,233.896,"8 6 Ilott, Callum D/C/F 00:01.4138 233.896 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,609,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.631,"13 98 Andretti, Marco D/H/F 00:01.4154 233.631 0",REVIEW_REQUIRED
Takuma Sato,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,611,NON_SOURCE_NATIVE,Takuma Sato,,,,,,233.483,"15 75 Sato, Takuma D/H/F 00:01.4163 233.483 1",REVIEW_REQUIRED
Helio Castroneves,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,617,NON_SOURCE_NATIVE,Helio Castroneves,,,,,,232.956,"21 06 Castroneves, Helio D/H/F 00:01.4195 232.956 3",REVIEW_REQUIRED
Alexander Rossi,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,637,NON_SOURCE_NATIVE,Alexander Rossi,,,,,,235.315,"1 7 Rossi, Alexander D/C/F 00:01.9442 235.315 0",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,640,NON_SOURCE_NATIVE,Scott McLaughlin,,,,,,235.049,"4 3 McLaughlin, Scott D/C/F 00:01.9464 235.049 0",REVIEW_REQUIRED
Callum Ilott,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,648,NON_SOURCE_NATIVE,Callum Ilott,,,,,,234.099,"12 6 Ilott, Callum D/C/F 00:01.9543 234.099 0",REVIEW_REQUIRED
Marco Andretti,weather/evidence/rescue/official_day1_session_details/report_text_v1/2024_6382_03_Top_Section_Times.txt,INDYCAR_OFFICIAL_RESULTS_OR_API,False,649,NON_SOURCE_NATIVE,Marco Andretti,,,,,,233.943,"13 98 Andretti, Marco D/H/F 00:01.9556 233.943 0",REVIEW_REQUIRED
