current_attempt_id,baseline_attempt_id,year,car_number,driver_name,baseline_speed_mph,target_speed_delta_vs_best_prior_mph,diagnostic_recovery_like,baseline_below_year_median,diagnostic_branch,uncertainty_policy_hash
90108456-7f40-5313-a9ff-43273b65d2f0,e9da8645-6367-51bf-8601-3670e9e76c5e,2021,26,Colton Herta,231.648,-1.4189999999999827,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
f39f497a-d8a0-55e6-8bd1-ef646a4f6e71,11bd473d-0cf3-56e2-9aa9-fb4487870c59,2021,86,Juan Pablo Montoya,229.891,-0.1539999999999963,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
4085390f-e83a-5315-8def-464aeb920059,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,2021,18,Ed Jones,230.246,0.7980000000000018,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
8ac7badc-828c-5c70-bbf4-d92f136c2564,8c31470a-6324-527c-bfc3-fe19d8c1dc4d,2021,25,Stefan Wilson,229.714,-0.0819999999999936,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
595096e7-98a7-552c-a5f8-f2f3eeb54d68,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,2021,7,Felix Rosenqvist,230.498,0.2460000000000093,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
cb6ab391-510a-562a-a1bc-a173959477a0,b671a083-ccd6-5511-a882-53e7bf202c19,2021,98,Marco Andretti,229.872,-0.0020000000000095,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
adc26df0-920d-5dc7-a952-03b3fb57700a,8f660bff-74bd-551e-9007-95b730f87e7d,2021,16,Simona De Silvestro,228.173,0.2220000000000084,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
5aa71106-e201-5143-bb9a-21ccf4063a9e,6992580a-0371-5eda-b01d-2adaca099ff4,2021,12,Will Power,229.052,0.1760000000000161,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
a5d8e516-48e0-58b8-ac13-213c753fc12d,099ab32a-d351-5011-931c-148b9f3d7921,2021,4,Dalton Kellett,229.25,-0.9269999999999924,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
73af9176-8333-59df-915e-2cc1016f64b2,adc26df0-920d-5dc7-a952-03b3fb57700a,2021,16,Simona De Silvestro,228.395,-0.382000000000005,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
fce06089-154b-512e-a547-fd144ec0961c,67f2af5c-ca4c-55e7-8c2a-5361873b43cc,2023,8,Marcus Ericsson,232.735,-0.3140000000000214,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
333cf68d-54d9-5559-ac70-c73c27086892,f7e8b948-2fd0-5183-971b-aaea5c66c226,2023,77,Callum Ilott,227.72,3.461999999999989,True,True,RECOVERY_LIKE_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
fdb7fb74-bf21-54a6-8668-36c035e40628,09f4cf1e-3fb8-5bfc-808c-b733eb495b54,2023,66,Tony Kanaan,232.446,0.1740000000000066,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
ab6f7ab5-b6ba-5e02-9560-f89bd35b575c,f10d3a91-6f0d-59f0-9ea9-4db5cf6e44b9,2023,29,Devlin DeFrancesco,231.273,0.0800000000000125,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
3a0bcd66-fa08-5944-bf0b-5ec6c5a10f91,ad6c40ac-4389-5426-b8e5-1d130ac9da81,2023,9,Scott Dixon,232.914,0.4610000000000127,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
f9f206a7-b2ab-5eb9-8805-0d279c65164d,dda33fdd-49c8-5082-a03d-252bf1a6fa49,2023,27,Kyle Kirkwood,232.39,0.2270000000000038,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
2b14c17d-769c-504e-819b-55270bb93b13,04dd64f3-9175-537b-b611-47d98856e4b7,2023,33,Ed Carpenter,232.62,-0.1090000000000088,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
dd0ff96a-0d57-5ba5-8691-ebf2359edec4,55b6b39a-d64a-5a38-9dbc-84a9faac294b,2023,11,Takuma Sato,232.857,0.4650000000000034,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
79d389ee-b055-582a-8985-c09472aa4d69,67f2af5c-ca4c-55e7-8c2a-5361873b43cc,2023,8,Marcus Ericsson,232.735,0.2949999999999875,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
970e09d9-9783-53a2-ac70-f2117bee1d09,f9f206a7-b2ab-5eb9-8805-0d279c65164d,2023,27,Kyle Kirkwood,232.617,0.0450000000000159,False,True,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
d1af19f4-254b-5058-b545-543906d4584e,fdb7fb74-bf21-54a6-8668-36c035e40628,2023,66,Tony Kanaan,232.62,0.7270000000000039,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
55035890-97e8-57a3-a2e1-4845f4b05eb9,04dd64f3-9175-537b-b611-47d98856e4b7,2023,33,Ed Carpenter,232.62,0.0689999999999884,False,False,NORMAL_DIAGNOSTIC,4c2f4167c7a250b0d01d3249fccd64114258ba611268b2878c19ff84ff7eec89
