year,session_id,api_list_index,car_number,driver_name,status,position_finish,position_start,events_sessions_details_id,events_entrylist_id,qual_lap_1,qual_lap_2,qual_lap_3,qual_lap_4,elapsed_time,speed_avg
2022,6033,5,1,Tony Kanaan,,5,,105048,34669,38.5968,38.6797,38.7326,38.7464,02:34.7555,232.625
2022,6033,6,48,Jimmie Johnson,,6,,105049,34664,38.6043,38.7216,38.7707,38.8104,02:34.9070,232.398
2022,6033,7,33,Ed Carpenter,,7,,105050,34668,38.6342,38.6611,38.7016,38.9107,02:34.9076,232.397
2022,6033,8,8,Marcus Ericsson,,8,,105051,34648,38.6717,38.7254,38.7977,38.7942,02:34.9890,232.275
2022,6033,9,28,Romain Grosjean,,9,,105052,34660,38.6937,38.7306,38.8006,38.8129,02:35.0378,232.201
2022,6033,10,9,Scott Dixon,,10,,105053,34649,38.6681,38.7453,38.7964,38.8618,02:35.0716,232.151
2022,6033,11,12,Will Power,,11,,105054,34652,38.7121,38.7537,38.8492,38.9634,02:35.2784,231.842
2022,6033,12,51,Takuma Sato,,12,,105055,34665,38.7127,38.8115,38.9199,38.9238,02:35.3679,231.708
2022,6033,13,18,David Malukas,,13,,105056,34655,38.7127,38.7587,39.0368,38.9274,02:35.4356,231.607
2022,6033,14,2,Josef Newgarden,,14,,105057,34642,38.5920,38.7375,38.9300,39.1946,02:35.4541,231.58
2022,6033,15,23,Santino Ferrucci,,15,,105058,34671,38.7531,38.8385,38.9056,39.0047,02:35.5019,231.508
2022,6033,16,60,Simon Pagenaud,,16,,105059,34666,38.7615,38.8390,39.0138,39.0447,02:35.6590,231.275
2022,6033,17,11,JR Hildebrand,,17,,105060,34651,38.8600,38.9412,38.9735,38.9937,02:35.7684,231.112
2022,6033,18,20,Conor Daly,,18,,105061,34656,38.7183,38.8838,38.9911,39.2519,02:35.8451,230.999
2022,6033,19,77,Callum Ilott,,19,,105062,34667,38.8151,38.8849,38.9907,39.1800,02:35.8707,230.961
2022,6033,20,27,Alexander Rossi,,20,,105063,34659,38.8973,38.9483,39.0431,39.0826,02:35.9713,230.812
2022,6033,21,15,Graham Rahal,,21,,105064,34654,38.9471,39.0214,39.0155,39.0182,02:36.0022,230.766
2022,6033,22,24,Sage Karam,,22,,105065,34672,38.9436,39.0606,39.1276,39.0746,02:36.2064,230.464
2022,6033,23,98,Marco Andretti,,23,,105066,34674,38.9617,39.0824,39.1106,39.1328,02:36.2875,230.345
2022,6033,24,29,Devlin DeFrancesco,,24,,105067,34661,38.8751,38.9227,39.0054,39.4970,02:36.3002,230.326
2022,6033,25,26,Colton Herta,,25,,105068,34658,39.0264,39.0829,39.1570,39.0957,02:36.3620,230.235
2022,6033,26,3,Scott McLaughlin,,26,,105069,34643,39.0636,39.1096,39.1127,39.1308,02:36.4167,230.154
2022,6033,27,06,Helio Castroneves,,27,,105070,34646,39.0784,39.1640,39.2037,39.3280,02:36.7741,229.63
2022,6033,28,14,Kyle Kirkwood,,28,,105071,34653,39.1093,39.1768,39.2493,39.3915,02:36.9269,229.406
2022,6033,29,4,Dalton Kellett,,29,,105072,34644,39.1861,39.2323,39.3807,39.4637,02:37.2628,228.916
2022,6033,30,6,Juan Pablo Montoya,,30,,105073,34670,39.2195,39.2360,39.4915,39.5185,02:37.4655,228.622
2022,6033,31,30,Christian Lundgaard,,31,,105074,34662,39.5436,39.3861,39.7186,39.9048,02:38.5531,227.053
2022,6033,32,45,Jack Harvey,,32,,105075,34663,39.0623,39.9207,39.4682,40.2432,02:38.6944,226.851
2022,6033,33,51,Takuma Sato,,33,,105076,34665,38.7399,38.7001,38.7706,38.8307,02:35.0413,232.196
2022,6033,34,3,Scott McLaughlin,,34,,105077,34643,38.6547,38.8104,38.9606,39.0527,02:35.4784,231.543
2022,6033,35,27,Alexander Rossi,,35,,105078,34659,38.6797,38.7910,39.0844,39.0593,02:35.6144,231.341
2022,6033,36,18,David Malukas,,36,,105079,34655,38.8599,38.9115,38.9481,38.9674,02:35.6869,231.233
2022,6033,37,77,Callum Ilott,,37,,105080,34667,38.9619,38.9667,39.0275,39.4214,02:36.3775,230.212
2022,6033,38,24,Sage Karam,,38,,105081,34672,38.7005,38.8580,39.5910,39.4372,02:36.5867,229.905
2022,6033,39,98,Marco Andretti,,39,,105082,34674,39.0556,40.9216,39.9956,39.2433,02:39.2161,226.108
2022,6033,40,06,Helio Castroneves,,40,,105083,34646,39.0275,39.0796,39.2705,42.2807,02:39.6583,225.482
2022,6033,41,26,Colton Herta,,41,,105084,34658,0.0000,0.0000,0.0000,0.0000,00:00.0000,0.0
2022,6033,42,2,Josef Newgarden,,42,,105085,34642,0.0000,0.0000,0.0000,0.0000,00:00.0000,0.0
2022,6033,43,25,Stefan Wilson,,43,,105086,34673,0.0000,0.0000,0.0000,0.0000,00:00.0000,0.0
2022,6033,44,24,Sage Karam,,44,,105087,34672,0.0000,0.0000,0.0000,0.0000,00:00.0000,0.0
2023,6202,1,6,Felix Rosenqvist,,1,,108594,35294,38.4076,38.4107,38.4977,38.5650,02:33.8810,233.947
2023,6202,2,7,Alexander Rossi,,2,,108595,35295,38.4325,38.5016,38.5623,38.6605,02:34.1569,233.528
2023,6202,3,10,Alex Palou,,3,,108596,35298,38.4209,38.5113,38.6079,38.7031,02:34.2432,233.398
2023,6202,4,21,Rinus VeeKay,,4,,108597,35305,38.4776,38.5261,38.6047,38.6365,02:34.2449,233.395
2023,6202,5,9,Scott Dixon,,5,,108598,35297,38.4939,38.5038,38.5797,38.6810,02:34.2584,233.375
2023,6202,6,66,Tony Kanaan,,6,,108599,35319,38.4521,38.5745,38.5677,38.6825,02:34.2768,233.347
2023,6202,7,11,Takuma Sato,,7,,108600,35299,38.4476,38.5243,38.6581,38.6632,02:34.2932,233.322
2023,6202,8,5,Pato O'Ward,,8,,108601,35292,38.4896,38.5635,38.6360,38.6503,02:34.3394,233.252
2023,6202,9,14,Santino Ferrucci,,9,,108602,35301,38.5334,38.5873,38.6082,38.6804,02:34.4093,233.147
2023,6202,10,8,Marcus Ericsson,,10,,108603,35296,38.5372,38.5840,38.6487,38.7167,02:34.4866,233.03
2023,6202,11,55,Benjamin Pedersen,,11,,108604,35313,38.5775,38.6520,38.6975,38.7527,02:34.6797,232.739
2023,6202,12,12,Will Power,,12,,108605,35300,38.6071,38.6492,38.7095,38.7274,02:34.6932,232.719
2023,6202,13,33,Ed Carpenter,,13,,108606,35317,38.5227,38.7270,38.6922,38.7709,02:34.7128,232.689
2023,6202,14,3,Scott McLaughlin,,14,,108607,35291,38.6409,38.6626,38.7084,38.7087,02:34.7206,232.677
2023,6202,15,27,Kyle Kirkwood,,15,,108608,35307,38.5478,38.6164,38.7279,38.8390,02:34.7311,232.662
2023,6202,16,20,Conor Daly,,16,,108609,35304,38.6052,38.6759,38.7675,38.8347,02:34.8833,232.433
2023,6202,17,2,Josef Newgarden,,17,,108610,35290,38.6863,38.7298,38.7262,38.7616,02:34.9039,232.402
2023,6202,18,23,Ryan Hunter-Reay,,18,,108611,35321,38.7189,38.7366,38.7918,38.8364,02:35.0837,232.133
2023,6202,19,28,Romain Grosjean,,19,,108612,35308,38.6964,38.7765,38.8336,38.8679,02:35.1744,231.997
2023,6202,20,06,Helio Castroneves,,20,,108613,35293,38.7358,38.7982,38.8212,38.8480,02:35.2032,231.954
2023,6202,21,26,Colton Herta,,21,,108614,35306,38.7148,38.8143,38.8344,38.8420,02:35.2055,231.951
2023,6202,22,60,Simon Pagenaud,,22,,108615,35314,38.8072,38.7957,38.7981,38.8529,02:35.2539,231.878
2023,6202,23,18,David Malukas,,23,,108616,35303,38.7209,38.7854,38.8755,38.9452,02:35.3270,231.769
2023,6202,24,98,Marco Andretti,,24,,108617,35323,38.7379,38.7932,38.9270,38.9276,02:35.3857,231.682
2023,6202,25,24,Stefan Wilson,,25,,108618,35322,38.7534,38.7871,38.9713,38.8965,02:35.4083,231.648
2023,6202,26,29,Devlin DeFrancesco,,26,,108619,35309,38.7679,38.8045,38.8869,39.1468,02:35.6061,231.353
2023,6202,27,78,Agustin Canapino,,27,,108620,35316,38.7073,38.8576,38.9894,39.0744,02:35.6287,231.32
2023,6202,28,77,Callum Ilott,,28,,108621,35315,38.7146,38.7908,38.9774,39.2384,02:35.7212,231.182
2023,6202,29,50,RC Enerson,,29,,108622,35318,38.7988,38.8882,38.9780,39.0924,02:35.7574,231.129
2023,6202,30,44,Katherine Legge,,30,,108623,35320,38.8607,38.8971,39.0152,39.0241,02:35.7971,231.07
2023,6202,31,45,Christian Lundgaard,,31,,108624,35311,38.8988,38.9105,38.9799,39.0175,02:35.8067,231.056
2023,6202,32,51,Sting Ray Robb,,32,,108625,35312,38.9401,38.9841,39.0172,39.0785,02:36.0199,230.74
2023,6202,33,30,Jack Harvey,,33,,108626,35310,39.0507,39.0956,39.1445,39.1641,02:36.4549,230.098
2023,6202,34,15,Graham Rahal,,34,,108627,35302,39.0861,39.1752,0.0000,0.0000,01:18.2613,229.999
2024,6382,1,12,Will Power,,1,,113228,36782,38.4566,38.4897,38.5227,38.5363,02:34.0053,233.758
2024,6382,2,3,Scott McLaughlin,,2,,113229,36774,38.5384,38.5597,38.5771,38.6111,02:34.2863,233.332
2024,6382,3,2,Josef Newgarden,,3,,113230,36773,38.5393,38.5772,38.5903,38.6056,02:34.3124,233.293
2024,6382,4,7,Alexander Rossi,,4,,113231,36777,38.5215,38.6044,38.6440,38.6910,02:34.4609,233.069
2024,6382,5,27,Kyle Kirkwood,,5,,113232,36789,38.6325,38.6330,38.6922,38.7057,02:34.6634,232.764
2024,6382,6,17,Kyle Larson,,6,,113233,36806,38.6348,38.6605,38.7271,38.7741,02:34.7965,232.563
2024,6382,7,60,Felix Rosenqvist,,7,,113234,36794,38.6468,38.6877,38.7097,38.7632,02:34.8074,232.547
2024,6382,8,14,Santino Ferrucci,,8,,113235,36783,38.6780,38.6531,38.7264,38.7840,02:34.8415,232.496
2024,6382,9,75,Takuma Sato,,9,,113236,36803,38.5810,38.6735,38.8064,38.7957,02:34.8566,232.473
2024,6382,10,5,Pato O'Ward,,10,,113237,36776,38.6261,38.6939,38.7621,38.8005,02:34.8826,232.434
2024,6382,11,21,Rinus VeeKay,,11,,113238,36787,38.5525,38.6907,38.8003,38.8495,02:34.8930,232.419
2024,6382,12,23,Ryan Hunter-Reay,,12,,113239,36800,38.6697,38.7032,38.7303,38.8121,02:34.9153,232.385
2024,6382,13,26,Colton Herta,,13,,113240,36788,38.6202,38.7197,38.8021,38.8196,02:34.9616,232.316
2024,6382,14,10,Alex Palou,,14,,113241,36780,38.6905,38.7462,38.7551,38.7764,02:34.9682,232.306
2024,6382,15,6,Callum Ilott,,15,,113242,36807,38.6246,38.6825,38.8111,38.9002,02:35.0184,232.23
2024,6382,16,11,Marcus Armstrong,,16,,113243,36781,38.7263,38.7401,38.7583,38.8257,02:35.0504,232.183
2024,6382,17,20,Ed Carpenter,,17,,113244,36786,38.6286,38.7777,38.9008,38.8537,02:35.1608,232.017
2024,6382,18,4,Kyffin Simpson,,18,,113245,36775,38.7709,38.8107,38.7977,38.8276,02:35.2069,231.948
2024,6382,19,98,Marco Andretti,,19,,113246,36804,38.7848,38.8070,38.8071,38.8469,02:35.2458,231.89
2024,6382,20,06,Helio Castroneves,,20,,113247,36802,38.7847,38.8168,38.8182,38.8390,02:35.2587,231.871
2024,6382,21,9,Scott Dixon,,21,,113248,36779,38.7352,38.7464,38.8450,38.9457,02:35.2723,231.851
2024,6382,22,78,Agustin Canapino,,22,,113249,36797,38.7240,38.7863,38.8659,38.8988,02:35.2750,231.847
2024,6382,23,41,Sting Ray Robb,,23,,113250,36792,38.7714,38.8156,38.8349,38.8669,02:35.2888,231.826
2024,6382,24,33,Christian Rasmussen,,24,,113251,36805,38.7358,38.7804,38.9967,38.8723,02:35.3852,231.682
2024,6382,25,66,Tom Blomqvist,,25,,113252,36795,38.7896,38.8341,38.8836,38.9481,02:35.4554,231.578
2024,6382,26,77,Romain Grosjean,,26,,113253,36796,38.8169,38.8381,38.8938,38.9494,02:35.4982,231.514
2024,6382,27,8,Linus Lundqvist,,27,,113254,36778,38.8102,38.8577,38.8817,38.9538,02:35.5034,231.506
2024,6382,28,45,Christian Lundgaard,,28,,113255,36793,38.8328,38.8518,38.9208,38.9254,02:35.5308,231.465
2024,6382,29,24,Conor Daly,,29,,113256,36801,38.8096,38.8643,38.8988,39.1076,02:35.6803,231.243
2024,6382,30,30,Pietro Fittipaldi,,30,,113257,36791,38.8818,38.9416,38.9476,39.0058,02:35.7768,231.1
2024,6382,31,51,Katherine Legge,,31,,113258,36798,38.9705,38.9505,38.9980,39.0397,02:35.9587,230.83
2024,6382,32,28,Marcus Ericsson,,32,,113259,36790,38.9050,39.0305,39.0212,39.0464,02:36.0031,230.765
2024,6382,33,15,Graham Rahal,,33,,113260,36784,38.9174,39.0248,39.0512,39.0635,02:36.0569,230.685
2024,6382,34,18,Nolan Siegel,,34,,113261,36785,39.3802,39.3976,39.4270,39.4990,02:37.7038,228.276
