year,session_id,session_name,session_type,track_type,session_date,event_name,DriverUrl,DriversID,FirstName,LastName,CarNumber,EventsSessionsDetailsID,EventsSessionsID,EventsEntrylistID,DriverOverrideID,PositionStart,PositionFinish,ElapsedTime,LapsComplete,LapsDown,BestLapTime,BestSpeed,InLap,Difference,Gap,SpeedAvg,TimesLed,LapsLed,PitStops,Status,PointsEarned,IsDeleted,QualLap1,QualLap2,QualLap3,QualLap4,DriverName,SpeedAvgFormatted,BestSpeedFormatted,TeamName
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3736,JR,Hildebrand,66,92073,5225,31397,3736,27.0,11,02:59:55.3719,200.0,0.0,00:40.8773,220.171,,12.7354,,166.738,,,6.0,Running,38.0,False,,,,,JR Hildebrand,166.738,220.171,Dreyer & Reinbold Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3608,Marco,Andretti,98,92074,5225,31385,3608,12.0,12,02:59:56.7110,200.0,0.0,00:40.7202,221.021,,14.0745,,166.717,,,5.0,Running,36.0,False,,,,,Marco Andretti,166.717,221.021,Andretti Herta w/ Marco & Curb-Agajanian
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4612,Matheus,Leist,4,92075,5225,31364,4612,11.0,13,02:59:57.4163,200.0,0.0,00:40.7921,220.631,,14.7798,,166.707,,,5.0,Running,34.0,False,,,,,Matheus Leist,166.707,220.631,A.J. Foyt Enterprises
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4437,Gabby,Chaves,88,92076,5225,31384,4437,22.0,14,02:59:57.7538,200.0,0.0,00:40.5192,222.117,,15.1173,,166.701,,,8.0,Running,32.0,False,,,,,Gabby Chaves,166.701,222.117,Andretti Steinbrenner Autosport
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3803,Stefan,Wilson,25,92077,5225,31391,3803,23.0,15,03:00:16.3112,200.0,0.0,00:40.7877,220.655,,33.6747,,166.415,1.0,3.0,7.0,Running,31.0,False,,,,,Stefan Wilson,166.415,220.655,Andretti Autosport
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,/Drivers/Jack-Harvey,4505,Jack,Harvey,60,92078,5225,31394,4505,31.0,16,03:00:17.4335,200.0,0.0,00:40.6400,221.457,,34.7970,,166.398,,,6.0,Running,28.0,False,,,,,Jack Harvey,166.398,221.457,Meyer Shank Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3672,Oriol,Servia,64,92079,5225,31396,3672,26.0,17,03:00:20.8690,200.0,0.0,00:40.6296,221.513,,38.2325,,166.345,3.0,16.0,6.0,Running,27.0,False,,,,,Oriol Servia,166.345,221.513,Scuderia Corsa w/ RLL
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4144,Charlie,Kimball,23,92080,5225,31377,4144,15.0,18,03:00:24.1511,200.0,0.0,00:40.2602,223.546,,41.5146,,166.295,,,7.0,Running,24.0,False,,,,,Charlie Kimball,166.295,223.546,Carlin
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4580,Zachary,Claman,19,92081,5225,31373,4580,13.0,19,02:59:49.2188,199.0,1.0,00:40.9694,219.676,,-,,165.999,2.0,7.0,6.0,Running,23.0,False,,,,,Zachary Claman,165.999,219.676,Dale Coyne Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4232,Spencer,Pigot,21,92082,5225,31375,4232,6.0,20,02:59:59.1900,199.0,1.0,00:40.8170,220.496,,-,,165.846,1.0,3.0,8.0,Running,25.0,False,,,,,Spencer Pigot,165.846,220.496,ECR
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,/Drivers/Conor-Daly,4218,Conor,Daly,17,92083,5225,31389,4218,33.0,21,02:59:59.4427,199.0,1.0,00:41.0528,219.23,,-,,165.842,,,9.0,Running,18.0,False,,,,,Conor Daly,165.842,219.230,Dale Coyne Racing dba Thom Burns Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4558,Max,Chilton,59,92084,5225,31383,4558,20.0,22,02:59:45.1374,198.0,2.0,00:41.0912,219.025,,-,,165.227,,,10.0,Running,16.0,False,,,,,Max Chilton,165.227,219.025,Carlin
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4235,Zach,Veach,26,92085,5225,31378,4235,25.0,23,02:59:58.8515,198.0,2.0,00:40.5188,222.119,,-,,165.018,,,10.0,Running,14.0,False,,,,,Zach Veach,165.018,222.119,Andretti Autosport
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3644,Jay,Howard,7,92086,5225,31387,3644,28.0,24,03:00:06.7051,193.0,7.0,00:41.5082,216.825,,-,,160.734,,,10.0,Running,12.0,False,,,,,Jay Howard,160.734,216.825,Arrow McLaren
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3648,Tony,Kanaan,14,92087,5225,31370,3648,10.0,25,02:46:33.3320,187.0,13.0,00:40.2389,223.664,,-,,168.412,2.0,19.0,7.0,Contact                                                                                                                                                                                                                                                        ,11.0,False,,,,,Tony Kanaan,168.412,223.664,A.J. Foyt Enterprises
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4247,Sage,Karam,24,92088,5225,31390,4247,24.0,26,02:17:26.1051,154.0,46.0,00:40.7937,220.622,,-,,168.079,,,4.0,Contact                                                                                                                                                                                                                                                        ,10.0,False,,,,,Sage Karam,168.079,220.622,Dreyer & Reinbold Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,/Drivers/Helio-Castroneves,3622,Helio,Castroneves,3,92089,5225,31386,3622,8.0,27,02:05:39.2220,145.0,55.0,00:40.1538,224.138,,-,,173.095,,,4.0,Contact                                                                                                                                                                                                                                                        ,12.0,False,,,,,Helio Castroneves,173.095,224.138,Team Penske
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4021,Sebastien,Bourdais,18,92090,5225,31372,4021,5.0,28,01:54:11.9678,137.0,63.0,00:40.6947,221.159,,-,,179.948,2.0,4.0,4.0,Contact                                                                                                                                                                                                                                                        ,16.0,False,,,,,Sebastien Bourdais,179.948,221.159,Dale Coyne Racing with Vasser-Sullivan
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4458,Kyle,Kaiser,32,92091,5225,31382,4458,17.0,29,01:41:09.9208,110.0,90.0,00:40.7849,220.67,,-,,163.099,,,5.0,Mechanical                                                                                                                                                                                                                                                     ,10.0,False,,,,,Kyle Kaiser,163.099,220.670,Juncos Hollinger Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3663,Danica,Patrick,13,92092,5225,31388,3663,7.0,30,00:59:17.4546,67.0,133.0,00:40.3864,222.847,,-,,169.503,,,2.0,Contact                                                                                                                                                                                                                                                        ,13.0,False,,,,,Danica Patrick,169.503,222.847,ECR
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,4542,Ed,Jones,10,92093,5225,31368,4542,29.0,31,00:47:48.7882,57.0,143.0,00:40.4135,222.698,,-,,178.821,,,2.0,Contact                                                                                                                                                                                                                                                        ,10.0,False,,,,,Ed Jones,178.821,222.698,Chip Ganassi Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,/Drivers/Takuma-Sato,3811,Takuma,Sato,30,92094,5225,31381,3811,16.0,32,00:32:49.6151,46.0,154.0,00:40.5780,221.795,,-,,210.193,,,1.0,Contact                                                                                                                                                                                                                                                        ,10.0,False,,,,,Takuma Sato,210.193,221.795,Rahal Letterman Lanigan Racing
2018,5225,Race,R,I,"Sunday, May 27, 2018",102nd Running of the Indianapolis 500,,3709,James,Davison,33,92095,5225,31393,3709,19.0,33,00:32:45.4848,45.0,155.0,00:41.3788,217.503,,-,,206.056,,,1.0,Contact                                                                                                                                                                                                                                                        ,10.0,False,,,,,James Davison,206.056,217.503,Foyt with Byrd-Hollinger-Belardi
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3648,Tony,Kanaan,14,91878,5325,31370,3648,,1,,38.0,,00:39.5099,227.791,19.0,--.----,--.----,,,,,,,False,,,,,Tony Kanaan,,227.791,A.J. Foyt Enterprises
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Scott-Dixon,3628,Scott,Dixon,9,91879,5325,31367,3628,,2,,38.0,,00:39.8787,225.684,6.0,0.3688,0.3688,,,,,,,False,,,,,Scott Dixon,,225.684,Chip Ganassi Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3608,Marco,Andretti,98,91880,5325,31385,3608,,3,,30.0,,00:39.9610,225.22,11.0,0.4511,0.0823,,,,,,,False,,,,,Marco Andretti,,225.220,Andretti Herta w/ Marco & Curb-Agajanian
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4021,Sebastien,Bourdais,18,91881,5325,31372,4021,,4,,43.0,,00:40.0329,224.815,5.0,0.5230,0.0719,,,,,,,False,,,,,Sebastien Bourdais,,224.815,Dale Coyne Racing with Vasser-Sullivan
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4144,Charlie,Kimball,23,91882,5325,31377,4144,,5,,42.0,,00:40.0512,224.712,5.0,0.5413,0.0183,,,,,,,False,,,,,Charlie Kimball,,224.712,Carlin
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Takuma-Sato,3811,Takuma,Sato,30,91883,5325,31381,3811,,6,,38.0,,00:40.1637,224.083,7.0,0.6538,0.1125,,,,,,,False,,,,,Takuma Sato,,224.083,Rahal Letterman Lanigan Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Will-Power,3667,Will,Power,12,91884,5325,31369,3667,,7,,41.0,,00:40.1889,223.942,12.0,0.6790,0.0252,,,,,,,False,,,,,Will Power,,223.942,Team Penske
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3663,Danica,Patrick,13,91885,5325,31388,3663,,8,,15.0,,00:40.2409,223.653,2.0,0.7310,0.0520,,,,,,,False,,,,,Danica Patrick,,223.653,ECR
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4232,Spencer,Pigot,21,91886,5325,31375,4232,,9,,45.0,,00:40.2534,223.584,12.0,0.7435,0.0125,,,,,,,False,,,,,Spencer Pigot,,223.584,ECR
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4542,Ed,Jones,10,91887,5325,31368,4542,,10,,44.0,,00:40.2583,223.556,9.0,0.7484,0.0049,,,,,,,False,,,,,Ed Jones,,223.556,Chip Ganassi Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3672,Oriol,Servia,64,91888,5325,31396,3672,,11,,41.0,,00:40.2618,223.537,28.0,0.7519,0.0035,,,,,,,False,,,,,Oriol Servia,,223.537,Scuderia Corsa w/ RLL
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4247,Sage,Karam,24,91889,5325,31390,4247,,12,,48.0,,00:40.3085,223.278,16.0,0.7986,0.0467,,,,,,,False,,,,,Sage Karam,,223.278,Dreyer & Reinbold Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3709,James,Davison,33,91890,5325,31393,3709,,13,,35.0,,00:40.3152,223.241,21.0,0.8053,0.0067,,,,,,,False,,,,,James Davison,,223.241,Foyt with Byrd-Hollinger-Belardi
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Ed-Carpenter,3620,Ed,Carpenter,20,91891,5325,31374,3620,,14,,30.0,,00:40.3191,223.219,8.0,0.8092,0.0039,,,,,,,False,,,,,Ed Carpenter,,223.219,ECR
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Josef-Newgarden,4215,Josef,Newgarden,1,91892,5325,31363,4215,,15,,47.0,,00:40.3252,223.186,25.0,0.8153,0.0061,,,,,,,False,,,,,Josef Newgarden,,223.186,Team Penske
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Jack-Harvey,4505,Jack,Harvey,60,91893,5325,31394,4505,,16,,38.0,,00:40.3410,223.098,10.0,0.8311,0.0158,,,,,,,False,,,,,Jack Harvey,,223.098,Meyer Shank Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Helio-Castroneves,3622,Helio,Castroneves,3,91894,5325,31386,3622,,17,,48.0,,00:40.3745,222.913,20.0,0.8646,0.0335,,,,,,,False,,,,,Helio Castroneves,,222.913,Team Penske
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4429,Carlos,Munoz,29,91895,5325,31392,4429,,18,,49.0,,00:40.3946,222.802,6.0,0.8847,0.0201,,,,,,,False,,,,,Carlos Munoz,,222.802,Andretti Autosport
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3644,Jay,Howard,7,91896,5325,31387,3644,,19,,48.0,,00:40.4122,222.705,6.0,0.9023,0.0176,,,,,,,False,,,,,Jay Howard,,222.705,Arrow McLaren
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4276,Simon,Pagenaud,22,91897,5325,31376,4276,,20,,36.0,,00:40.4332,222.589,9.0,0.9233,0.0210,,,,,,,False,,,,,Simon Pagenaud,,222.589,Team Penske
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Graham-Rahal,3668,Graham,Rahal,15,91898,5325,31371,3668,,21,,51.0,,00:40.4448,222.526,37.0,0.9349,0.0116,,,,,,,False,,,,,Graham Rahal,,222.526,Rahal Letterman Lanigan Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4458,Kyle,Kaiser,32,91899,5325,31382,4458,,22,,38.0,,00:40.4706,222.384,35.0,0.9607,0.0258,,,,,,,False,,,,,Kyle Kaiser,,222.384,Juncos Hollinger Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4235,Zach,Veach,26,91900,5325,31378,4235,,23,,39.0,,00:40.5241,222.09,16.0,1.0142,0.0535,,,,,,,False,,,,,Zach Veach,,222.090,Andretti Autosport
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3736,JR,Hildebrand,66,91901,5325,31397,3736,,24,,25.0,,00:40.5356,222.027,11.0,1.0257,0.0115,,,,,,,False,,,,,JR Hildebrand,,222.027,Dreyer & Reinbold Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4437,Gabby,Chaves,88,91902,5325,31384,4437,,25,,40.0,,00:40.5476,221.961,8.0,1.0377,0.0120,,,,,,,False,,,,,Gabby Chaves,,221.961,Andretti Steinbrenner Autosport
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Ryan-Hunter-Reay,3645,Ryan,Hunter-Reay,28,91903,5325,31380,3645,,26,,38.0,,00:40.5558,221.916,12.0,1.0459,0.0082,,,,,,,False,,,,,Ryan Hunter-Reay,,221.916,Andretti Autosport
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4641,Robert,Wickens,6,91904,5325,31366,4641,,27,,30.0,,00:40.5732,221.821,22.0,1.0633,0.0174,,,,,,,False,,,,,Robert Wickens,,221.821,Arrow McLaren
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4612,Matheus,Leist,4,91905,5325,31364,4612,,28,,37.0,,00:40.5773,221.799,5.0,1.0674,0.0041,,,,,,,False,,,,,Matheus Leist,,221.799,A.J. Foyt Enterprises
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,3803,Stefan,Wilson,25,91906,5325,31391,3803,,29,,48.0,,00:40.5839,221.763,33.0,1.0740,0.0066,,,,,,,False,,,,,Stefan Wilson,,221.763,Andretti Autosport
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4580,Zachary,Claman,19,91907,5325,31373,4580,,30,,25.0,,00:40.6188,221.572,4.0,1.1089,0.0349,,,,,,,False,,,,,Zachary Claman,,221.572,Dale Coyne Racing
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,,4558,Max,Chilton,59,91908,5325,31383,4558,,31,,44.0,,00:40.6429,221.441,35.0,1.1330,0.0241,,,,,,,False,,,,,Max Chilton,,221.441,Carlin
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Alexander-Rossi,4587,Alexander,Rossi,27,91909,5325,31379,4587,,32,,29.0,,00:40.6552,221.374,18.0,1.1453,0.0123,,,,,,,False,,,,,Alexander Rossi,,221.374,Andretti Autosport
2018,5325,Final Practice,P,I,"Friday, May 25, 2018",102nd Running of the Indianapolis 500,/Drivers/Conor-Daly,4218,Conor,Daly,17,91910,5325,31389,4218,,33,,35.0,,00:40.9636,219.707,16.0,1.4537,0.3084,,,,,,,False,,,,,Conor Daly,,219.707,Dale Coyne Racing dba Thom Burns Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4247,Sage,Karam,24,91788,5326,31390,4247,,1,,71.0,,00:39.7419,226.461,10.0,--.----,--.----,,,,,,,False,,,,,Sage Karam,,226.461,Dreyer & Reinbold Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,3648,Tony,Kanaan,14,91789,5326,31370,3648,,2,,66.0,,00:39.9781,225.123,58.0,0.2362,0.2362,,,,,,,False,,,,,Tony Kanaan,,225.123,A.J. Foyt Enterprises
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Ryan-Hunter-Reay,3645,Ryan,Hunter-Reay,28,91790,5326,31380,3645,,3,,68.0,,00:40.0320,224.82,7.0,0.2901,0.0539,,,,,,,False,,,,,Ryan Hunter-Reay,,224.820,Andretti Autosport
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4144,Charlie,Kimball,23,91791,5326,31377,4144,,4,,79.0,,00:40.0745,224.582,14.0,0.3326,0.0425,,,,,,,False,,,,,Charlie Kimball,,224.582,Carlin
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Alexander-Rossi,4587,Alexander,Rossi,27,91792,5326,31379,4587,,5,,70.0,,00:40.0878,224.507,50.0,0.3459,0.0133,,,,,,,False,,,,,Alexander Rossi,,224.507,Andretti Autosport
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Will-Power,3667,Will,Power,12,91793,5326,31369,3667,,6,,120.0,,00:40.0989,224.445,21.0,0.3570,0.0111,,,,,,,False,,,,,Will Power,,224.445,Team Penske
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Helio-Castroneves,3622,Helio,Castroneves,3,91794,5326,31386,3622,,7,,118.0,,00:40.1126,224.368,40.0,0.3707,0.0137,,,,,,,False,,,,,Helio Castroneves,,224.368,Team Penske
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,3608,Marco,Andretti,98,91795,5326,31385,3608,,8,,56.0,,00:40.1520,224.148,6.0,0.4101,0.0394,,,,,,,False,,,,,Marco Andretti,,224.148,Andretti Herta w/ Marco & Curb-Agajanian
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4580,Zachary,Claman,19,91796,5326,31373,4580,,9,,79.0,,00:40.1623,224.091,7.0,0.4204,0.0103,,,,,,,False,,,,,Zachary Claman,,224.091,Dale Coyne Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Scott-Dixon,3628,Scott,Dixon,9,91797,5326,31367,3628,,10,,101.0,,00:40.1847,223.966,3.0,0.4428,0.0224,,,,,,,False,,,,,Scott Dixon,,223.966,Chip Ganassi Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4021,Sebastien,Bourdais,18,91798,5326,31372,4021,,11,,92.0,,00:40.2235,223.75,8.0,0.4816,0.0388,,,,,,,False,,,,,Sebastien Bourdais,,223.750,Dale Coyne Racing with Vasser-Sullivan
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,3803,Stefan,Wilson,25,91799,5326,31391,3803,,12,,115.0,,00:40.2299,223.714,97.0,0.4880,0.0064,,,,,,,False,,,,,Stefan Wilson,,223.714,Andretti Autosport
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4458,Kyle,Kaiser,32,91800,5326,31382,4458,,13,,72.0,,00:40.2384,223.667,30.0,0.4965,0.0085,,,,,,,False,,,,,Kyle Kaiser,,223.667,Juncos Hollinger Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Ed-Carpenter,3620,Ed,Carpenter,20,91801,5326,31374,3620,,14,,100.0,,00:40.2553,223.573,32.0,0.5134,0.0169,,,,,,,False,,,,,Ed Carpenter,,223.573,ECR
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,3736,JR,Hildebrand,66,91802,5326,31397,3736,,15,,93.0,,00:40.3147,223.244,12.0,0.5728,0.0594,,,,,,,False,,,,,JR Hildebrand,,223.244,Dreyer & Reinbold Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4429,Carlos,Munoz,29,91803,5326,31392,4429,,16,,109.0,,00:40.3194,223.218,16.0,0.5775,0.0047,,,,,,,False,,,,,Carlos Munoz,,223.218,Andretti Autosport
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,/Drivers/Graham-Rahal,3668,Graham,Rahal,15,91804,5326,31371,3668,,17,,115.0,,00:40.3372,223.119,98.0,0.5953,0.0178,,,,,,,False,,,,,Graham Rahal,,223.119,Rahal Letterman Lanigan Racing
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,4612,Matheus,Leist,4,91805,5326,31364,4612,,18,,19.0,,00:40.3652,222.964,17.0,0.6233,0.0280,,,,,,,False,,,,,Matheus Leist,,222.964,A.J. Foyt Enterprises
2018,5326,Practice 8,P,I,"Monday, May 21, 2018",102nd Running of the Indianapolis 500,,3663,Danica,Patrick,13,91806,5326,31388,3663,,19,,69.0,,00:40.3721,222.926,61.0,0.6302,0.0069,,,,,,,False,,,,,Danica Patrick,,222.926,ECR
