fused_decision_id,lane1_priority_wait_minutes,lane2_retain_wait_minutes,wait_advantage_minutes,lane1_future_track_temp_mean_c,lane2_future_track_temp_mean_c,lane1_expected_delta_speed_mph,lane2_expected_delta_speed_mph,priority_thermal_performance_difference_mph,scenario_semantics
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,5,15,10,47.28249903,47.65006848,1.718365955,1.648858947,0.06950700768,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,5,45,40,49.51498296,50.46449869,1.716425477,1.536873021,0.1795524563,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,15,30,15,49.81294135,50.16977871,1.66008185,1.59260427,0.06747758043,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,15,45,30,49.81294135,50.46449869,1.66008185,1.536873021,0.123208829,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,30,45,15,50.16977871,50.46449869,1.59260427,1.536873021,0.05573124859,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,5,15,10,51.14091764,51.29334936,1.724127853,1.695303172,0.02882468089,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,5,30,25,51.14091764,51.46966086,1.724127853,1.661962846,0.06216500637,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,5,45,40,51.14091764,51.5832188,1.724127853,1.640489156,0.08363869698,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,15,30,15,51.29334936,51.46966086,1.695303172,1.661962846,0.03334032548,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,15,45,30,51.29334936,51.5832188,1.695303172,1.640489156,0.05481401608,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,30,45,15,51.46966086,51.5832188,1.661962846,1.640489156,0.0214736906,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,5,15,10,42.21445418,42.64229942,1.731233167,1.650328068,0.08090509808,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,5,30,25,42.21445418,43.23606261,1.731233167,1.538048055,0.1931851111,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,5,45,40,42.21445418,43.77086781,1.731233167,1.436916939,0.2943162272,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,15,30,15,42.64229942,43.23606261,1.650328068,1.538048055,0.112280013,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,15,45,30,42.64229942,43.77086781,1.650328068,1.436916939,0.2134111291,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,30,45,15,43.23606261,43.77086781,1.538048055,1.436916939,0.1011311161,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,5,15,10,52.26434358,52.39766979,1.721799131,1.696587281,0.02521185009,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,5,30,25,52.26434358,52.52334865,1.721799131,1.672821537,0.04897759444,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,5,45,40,52.26434358,52.56844314,1.721799131,1.664294215,0.05750491629,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,15,30,15,52.39766979,52.52334865,1.696587281,1.672821537,0.02376574435,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,15,45,30,52.39766979,52.56844314,1.696587281,1.664294215,0.0322930662,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,30,45,15,52.52334865,52.56844314,1.672821537,1.664294215,0.008527321849,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,5,15,10,47.28790317,47.66641535,1.717344038,1.64576777,0.07157626819,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,5,30,25,47.28790317,48.18460353,1.717344038,1.547778915,0.1695651235,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,5,45,40,47.28790317,48.64223148,1.717344038,1.461241937,0.2561021012,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,15,30,15,47.66641535,48.18460353,1.64576777,1.547778915,0.09798885536,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,15,45,30,47.66641535,48.64223148,1.64576777,1.461241937,0.184525833,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,30,45,15,48.18460353,48.64223148,1.547778915,1.461241937,0.08653697768,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,5,15,10,48.39429079,48.71911235,1.718237244,1.656813821,0.06142342368,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,5,30,25,48.39429079,49.13714025,1.718237244,1.577765171,0.1404720733,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,5,45,40,48.39429079,49.46989418,1.718237244,1.514841743,0.2033955009,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,15,30,15,48.71911235,49.13714025,1.656813821,1.577765171,0.07904864965,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,15,45,30,48.71911235,49.46989418,1.656813821,1.514841743,0.1419720772,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,30,45,15,49.13714025,49.46989418,1.577765171,1.514841743,0.06292342755,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,5,15,10,51.14787003,51.31423932,1.722813164,1.691352901,0.03146026258,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,5,30,25,51.14787003,51.51148941,1.722813164,1.65405311,0.06876005371,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,5,45,40,51.14787003,51.64594488,1.722813164,1.628627719,0.09418544483,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,15,30,15,51.31423932,51.51148941,1.691352901,1.65405311,0.03729979113,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,15,45,30,51.31423932,51.64594488,1.691352901,1.628627719,0.06272518225,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,30,45,15,51.51148941,51.64594488,1.65405311,1.628627719,0.02542539112,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,5,15,10,43.89545048,44.28699646,1.728523447,1.654482504,0.07404094374,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,5,30,25,43.89545048,44.82511328,1.728523447,1.552725161,0.1757982864,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,5,45,40,43.89545048,45.30304744,1.728523447,1.4623483,0.2661751476,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,15,30,15,44.28699646,44.82511328,1.654482504,1.552725161,0.1017573427,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,15,45,30,44.28699646,45.30304744,1.654482504,1.4623483,0.1921342038,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,30,45,15,44.82511328,45.30304744,1.552725161,1.4623483,0.09037686113,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,5,15,10,50.59524468,50.78942021,1.722259064,1.68554067,0.03671839399,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,5,30,25,50.59524468,51.02851878,1.722259064,1.640327375,0.08193168917,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,5,45,40,50.59524468,51.20483028,1.722259064,1.60698705,0.1152720146,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,15,30,15,50.78942021,51.02851878,1.68554067,1.640327375,0.04521329518,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,15,45,30,50.78942021,51.20483028,1.68554067,1.60698705,0.07855362066,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,30,45,15,51.02851878,51.20483028,1.640327375,1.60698705,0.03334032548,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,5,15,10,38.36421185,38.41121022,0.8099407281,0.8088888003,0.001051927807,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,5,30,25,38.36421185,38.41943633,0.8099407281,0.8087046818,0.001236046304,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,5,45,40,38.36421185,38.21984279,0.8099407281,0.8131720276,-0.003231299497,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
