fused_decision_id,regime,feasible_action,cutoff_policy_id,assumed_time_remaining_minutes,p_complete,p_cross_benchmark,p_no_result,mean_final_speed_mph
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.518,0.2985,0,230.9809571
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.518,0.2985,0,230.9809571
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7645,0.4465,0,231.2172694
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.587,0,231.4428498
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.246,0.1455,0.754,231.3053899
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.246,0.1455,0.754,231.3053899
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4975,0.2865,0.5025,231.2478685
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4975,0.2865,0.5025,231.2478685
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.743,0.429,0.257,231.2393967
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.5825,0,231.2555041
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,227.283
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2265,0.017,0,227.4940192
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2265,0.017,0,227.4940192
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4825,0.043,0,227.7496407
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4825,0.043,0,227.7496407
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.743,0.066,0,228.0133399
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.086,0,228.2595447
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2335,0.0215,0.7665,227.9965486
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2335,0.0215,0.7665,227.9965486
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4935,0.045,0.5065,228.0069743
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4935,0.045,0.5065,228.0069743
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.764,0.0665,0.236,228.0249632
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.0835,0,228.0227299
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,231.104
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2485,1,0,231.340169
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2485,1,0,231.340169
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.494,1,0,231.569648
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.494,1,0,231.569648
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.741,1,0,231.8048392
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,232.0755638
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.247,0.1615,0.753,231.8674048
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.247,0.1615,0.753,231.8674048
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.489,0.318,0.511,231.8487319
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.489,0.318,0.511,231.8487319
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7615,0.496,0.2385,231.839126
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.6555,0,231.8473111
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.891
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.244,0.12,0,230.093898
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.244,0.12,0,230.093898
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5035,0.252,0,230.3381771
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5035,0.252,0,230.3381771
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.749,0.376,0,230.5619333
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.4995,0,230.8006033
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2585,0.1265,0.7415,230.6234639
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2585,0.1265,0.7415,230.6234639
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5085,0.2525,0.4915,230.61187
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5085,0.2525,0.4915,230.61187
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7565,0.3835,0.2435,230.6517313
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.515,0,230.6489373
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,233.398
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.234,1,0,233.550837
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.234,1,0,233.550837
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.493,1,0,233.7105941
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.493,1,0,233.7105941
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7445,1,0,233.8509163
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,233.9998171
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.25,0.25,0.75,233.8765793
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.25,0.25,0.75,233.8765793
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4935,0.4935,0.5065,233.8785326
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4935,0.4935,0.5065,233.8785326
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.724,0.724,0.276,233.8648772
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,233.8406879
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,232.857
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2415,1,0,233.0042324
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2415,1,0,233.0042324
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.491,1,0,233.1221927
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.491,1,0,233.1221927
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.751,1,0,233.2645957
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,233.4042166
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2525,0.2525,0.7475,233.1829401
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2525,0.2525,0.7475,233.1829401
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.514,0.514,0.486,233.2445648
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.514,0.514,0.486,233.2445648
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7585,0.7585,0.2415,233.2236362
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,233.2126379
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,233.147
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.249,1,0,233.2901264
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.249,1,0,233.2901264
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4905,1,0,233.4420835
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4905,1,0,233.4420835
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7325,1,0,233.6017354
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,233.7672613
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2575,0.2575,0.7425,233.5426025
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2575,0.2575,0.7425,233.5426025
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5,0.5,0.5,233.5380275
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5,0.5,0.5,233.5380275
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.748,0.748,0.252,233.5276215
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,233.5081116
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,232.39
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2555,1,0,232.5506494
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2555,1,0,232.5506494
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5085,1,0,232.7084353
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5085,1,0,232.7084353
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7495,1,0,232.8405773
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,232.9718718
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.272,0.189,0.728,232.822555
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.272,0.189,0.728,232.822555
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.534,0.3605,0.466,232.7856441
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.534,0.3605,0.466,232.7856441
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7775,0.5205,0.2225,232.7942104
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.6575,0,232.784725
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,231.07
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2575,0.044,0,231.2348102
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2575,0.044,0,231.2348102
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5105,0.079,0,231.3764549
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5105,0.079,0,231.3764549
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.758,0.1115,0,231.5153044
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.1485,0,231.6724939
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2495,0.031,0.7505,231.3922236
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2495,0.031,0.7505,231.3922236
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.494,0.0725,0.506,231.4503013
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.494,0.0725,0.506,231.4503013
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.758,0.1045,0.242,231.4187764
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.138,0,231.4084847
