year,file,json_path,key,normalized_key,value_type,value_preview
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.cars,cars,cars,list,"[['21', 'PIT', 'Spencer Pigot', 'Ed Carpenter Racing', '5', ['P', 'tyre-medium'], ['0', ''], '0.0363', '0.0363', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.1886, ''], '229.659', [38.9948, ''], '230.800', '0'], ['12', 'PIT', 'Will Power', 'Team Penske', '5', ['P', 'tyre-medium'], ['0', ''], '0.0984', '0.0149', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.1584, ''], '229.836', [39.0569, ''], '230.433', '0'], ['22', 'PIT', 'Simon Pagenaud', 'Team Penske', '5', ['P', 'tyre-medium'], ['0', ''], '0.0835', '0.0472', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.2483, ''], '229.309', [39.042, ''], '230.521', '0'], ['2', 'PIT', 'Josef Newgarden', 'Team Penske', '5', ['P', 'tyre-medium'], ['0', ''], '0.1498', '0...."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session,session,session,dict,"{'lapsRemain': 4, 'timeRemain': 0, 'flagState': 'none', 'timeElapsed': 24658}"
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.lapsRemain,lapsRemain,lapsremain,int,4
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.timeRemain,timeRemain,timeremain,int,0
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.timeElapsed,timeElapsed,timeelapsed,int,24658
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session,session,session,dict,"{'currentTimestamp': 1558216286.110538, 'flagStats': [[9, 0, 1558212588.740666, 22.0, 1558212633.961743], [1, 22.0, 1558212633.961743, 22.0, 1558212813.972723], [9, 22.0, 1558212813.972723, 22.0, 1558212923.960869], [1, 22.0, 1558212923.960869, 22.0, 1558213103.96126], [9, 22.0, 1558213103.96126, 22.0, 1558213333.961311], [1, 22.0, 1558213333.961311, 23.0, 1558213508.961393], [9, 23.0, 1558213508.961393, 23.0, 1558213623.955502], [1, 23.0, 1558213623.955502, 23.0, 1558213803.955872], [9, 23.0, 1558213803.955872, 23.0, 1558213898.969516], [1, 23.0, 1558213898.969516, 23.0, 1558214083.954455], [9, 23.0, 1558214083.954455, 23.0, 1558214168.960164], [1, 23.0, 1558214168.960164, 23.0, 1558214353.9992], [9, 23.0, 1558214353.9992, 23.0, 1558214448.963604], [1, 23.0, 1558214448.963604, 24.0, 15582..."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session.currentTimestamp,currentTimestamp,currenttimestamp,float,1558216286.110538
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session.leaderLap,leaderLap,leaderlap,float,28.0
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap,lap,lap,dict,"{'77': [[1, 1558199513.870232, 5.0, 1558199723.87043, True, 0, 39.3764, 1, 39.63096, [[46.1755, 0], [40.2539, 9], [39.3764, 1], [39.4116, 1], [39.5047, 1], [39.6082, 1]]], 1558199728.873499], '10': [[1, 1558214634.373853, 0.0, 1558214874.645812, True, 0, 39.518299999999996, 4, 39.976000000000006, [[39.7456, 9], [40.1247, 9], [39.6841, 9], [41.6398, 9], [39.518299999999996, 1], [39.5561, 1], [39.615, 1], [39.694, 1]]], 1558214879.011897], '28': [None, 1558212618.950001], '26': [None, 1558216279.20702], '15': [[1, 1558216040.511943, 0.0, 1558216224.158177, True, 0, 39.3761, 1, 39.81438333333333, [[41.3107, 9], [39.753, 1], [41.3107, 1], [39.3761, 1], [39.4162, 1], [39.4298, 1], [39.6005, 1]]], 1558216229.12701], '60': [[1, 1558194868.875969, 5.0, 1558195078.84023, True, 0, 39.3759, 0, 39.526..."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint,stint,stint,dict,"{'77': [], '10': [[1, 1558214634.373853, 0.0, 1558214919.313235, False, 0, 39.518299999999996, 4, 40.023, [[39.7456, 9], [40.1247, 9], [39.6841, 9], [41.6398, 9], [39.518299999999996, 1], [39.5561, 1], [39.615, 1], [39.694, 1]]]], '28': [], '26': [], '15': [[1, 1558215979.892131, 0.0, 1558216010.145257, False, 0, 39.6605, 3, 39.753, [[39.6605, 9], [39.753, 9], [39.6916, 9]]], [1, 1558216040.511943, 0.0, 1558216261.439311, False, 0, 39.3761, 1, 39.85716, [[41.3107, 9], [39.753, 1], [41.3107, 1], [39.3761, 1], [39.4162, 1], [39.4298, 1], [39.6005, 1]]]], '60': [], '98': [], '88': [], '63': [], '66': [[1, 1558214398.962428, 0.0, 1558214468.962933, False, 0, 39.4738, 3, 40.81353333333333, [[41.3816, 9], [39.7751, 9], [41.2839, 9], [41.3816, 1], [39.4738, 1]]], [1, 1558214493.968321, 0.0, 15582..."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.startTime,startTime,starttime,float,1558207053.814313
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver,driver,driver,dict,"{'28': ['Ryan Hunter-Reay', ' '], '60': ['Jack Harvey', ' '], '88': ['Colton Herta', ' '], '63': [' '], '66': ['Fernando Alonso'], '81': ['Ben Hanley', ' '], '24': [' '], '25': ['Conor Daly', ' '], '26': ['Zach Veach'], '27': ['Alexander Rossi', ' '], '20': ['Ed Carpenter'], '21': ['Spencer Pigot'], '22': ['Simon Pagenaud'], '23': ['Charlie Kimball'], '42': ['Jordan King'], '3': [' '], '2': ['Josef Newgarden'], '5': [' '], '4': ['Matheus Leist'], '7': ['Marcus Ericsson', ' '], '9': ['Scott Dixon'], '77': ['Oriol Servia', ' '], '98': [' '], '15': ['Graham Rahal'], '32': ['Kyle Kaiser'], '10': ['Felix Rosenqvist', ' '], '39': ['Pippa Mann', ' '], '12': ['Will Power', ' '], '59': ['Max Chilton'], '14': ['Tony Kanaan'], '19': ['Santino Ferrucci'], '18': ['Sebastien Bourdais'], '31': [""Patricio..."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.cars,cars,cars,list,"[['63', 'PIT', ' ', '', '5', '', ['0', ''], '', '', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.5439, ''], '227.595', [38.9585, 'sb'], '231.015', '0'], ['98', 'PIT', ' ', '', '9', '', ['0', ''], '0.2356', '0.0072', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.5281, ''], '227.686', [39.1941, ''], '229.626', '0'], ['3', 'PIT', ' ', '', '5', '', ['0', ''], '0.2498', '0.0142', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.4879, ''], '227.918', [39.2083, ''], '229.543', '0'], ['30', 'PIT', ' ', '', '5', '', ['0', ''], '0.3807', '0.0405', ['', 'pb'], ['', 'old'], ['', 'pb'], ['', 'old'], ['', ''], ['', ''], [39.422, ''], '228.299', [39.3392, ''], '228.779', '0'], ['5', 'PIT', ' ', '', '2', '', ['0', ''], '0.48..."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session,session,session,dict,"{'lapsRemain': 0, 'timeRemain': 9145, 'flagState': 'green', 'timeElapsed': 15457}"
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.lapsRemain,lapsRemain,lapsremain,int,0
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.timeRemain,timeRemain,timeremain,int,9145
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.timeElapsed,timeElapsed,timeelapsed,int,15457
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session,session,session,dict,"{'currentTimestamp': 1558207048.738597, 'flagStats': [[1, 0, 1558207053.732603, None, None]], 'leaderLap': 0}"
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session.currentTimestamp,currentTimestamp,currenttimestamp,float,1558207048.738597
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session.leaderLap,leaderLap,leaderlap,int,0
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap,lap,lap,dict,"{'77': [[1, 1558199513.870232, 5.0, 1558199723.87043, True, 0, 39.3764, 1, 39.63096, [[46.1755, 0], [40.2539, 9], [39.3764, 1], [39.4116, 1], [39.5047, 1], [39.6082, 1]]], 1558199728.873499], '10': [[1, 1558203028.851053, 5.0, 1558203238.848245, True, 0, 39.7241, 0, 39.73716666666667, [[41.7908, 1], [39.7418, 1], [39.7241, 1], [39.7456, 1]]], 1558203243.853323], '28': [[1, 1558202578.860761, 5.0, 1558202793.853216, True, 0, 39.3605, 0, 39.53979999999999, [[39.3605, 1], [39.4598, 1], [39.5725, 1], [39.5871, 1]]], 1558202798.851762], '26': [[1, 1558203563.947785, 5.0, 1558203773.96799, True, 0, 39.577, 0, 39.646233333333335, [[41.4186, 1], [39.577, 1], [39.6792, 1], [39.6825, 1]]], 1558203778.962937], '15': [[1, 1558201678.851655, 5.0, 1558201888.851524, True, 0, 39.6115, 0, 39.6309750000000..."
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.stint,stint,stint,dict,"{'77': [[1, 1558199513.870232, 5.0, 1558207003.749112, False, 0, 39.3764, 1, 39.63665, [[46.1755, 0], [40.2539, 9], [39.3764, 1], [39.4116, 1], [39.5047, 1], [39.6082, 1]]]], '10': [[1, 1558203028.851053, 5.0, 1558207003.749112, False, 0, 39.7241, 0, 39.73295, [[41.7908, 1], [39.7418, 1], [39.7241, 1], [39.7456, 1]]]], '28': [[1, 1558202578.860761, 5.0, 1558202828.855847, False, 0, 39.3605, 0, 39.516149999999996, [[39.3605, 1], [39.4598, 1], [39.5725, 1], [39.5871, 1]]]], '26': [[1, 1558203563.947785, 5.0, 1558203828.954039, False, 0, 39.577, 0, 39.6281, [[41.4186, 1], [39.577, 1], [39.6792, 1], [39.6825, 1]]]], '15': [[1, 1558201678.851655, 5.0, 1558201928.852922, False, 0, 39.6115, 0, 39.62113333333334, [[41.7591, 1], [39.6161, 1], [39.6358, 1], [39.6115, 1], [39.6605, 1]]]], '60': [[1, ..."
