attempt_lap_id,attempt_id,source_report_lap_index,lap_number,lap_completion_status,lap_time_seconds,lap_speed_mph,reconstruction_rule_id,reconstruction_validation_status
ddaf2a36-f0af-5b7e-b4aa-8fc21e18e4b7,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,2,2,COMPLETE,38.982,230.876,,PASSED
a14eb6ea-d560-53ce-ad03-32ee6a6bfd11,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,3,3,COMPLETE,39.005,230.74,,PASSED
c4d1bb52-b32f-53f0-8680-4cd6b78a35db,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,4,4,COMPLETE,39.0333,230.572,,PASSED
c0328464-dd4a-5ea2-949c-c9d1f6165417,d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,1,1,COMPLETE,38.92,231.244,,PASSED
75cc4f2f-5f5f-5d22-9cf4-48f022c19815,d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,2,2,COMPLETE,39.0011,230.763,,PASSED
be370bfe-b8f7-5485-ab4d-dd6b573960bd,d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,3,3,COMPLETE,39.01,230.71,,PASSED
20418683-e7c9-51e5-adf3-89d14348aba4,d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,4,4,COMPLETE,39.0533,230.454,,PASSED
32f508f7-3b38-571a-8d57-f7aef7607c17,0817e595-17c0-5e20-94bc-6778006bf613,6,1,COMPLETE,38.8374,231.735,,PASSED
b34768ca-36ce-51e2-bd56-0423f5a69553,0817e595-17c0-5e20-94bc-6778006bf613,7,2,COMPLETE,38.9965,230.79,,PASSED
57829b0a-61c8-57c2-8b5f-bf3cfacc3656,0817e595-17c0-5e20-94bc-6778006bf613,8,3,COMPLETE,39.0561,230.438,,PASSED
34a25a1b-805a-5259-a932-6b4a9258e03b,0817e595-17c0-5e20-94bc-6778006bf613,9,4,COMPLETE,39.1062,230.143,,PASSED
edf20976-6e6b-51bc-857d-8b3f3ef36122,25ddda12-052a-5d71-ac52-6e96cf8edab9,6,1,COMPLETE,38.9144,231.277,,PASSED
017188b2-730a-5ad1-b823-b0c4bacf69ed,25ddda12-052a-5d71-ac52-6e96cf8edab9,7,2,COMPLETE,39.045,230.503,,PASSED
3e4eec16-b79a-5f0c-b56d-57e08ee95b88,25ddda12-052a-5d71-ac52-6e96cf8edab9,8,3,COMPLETE,39.0506,230.47,,PASSED
42900a08-fd9e-5c06-8514-68ddcdfac088,25ddda12-052a-5d71-ac52-6e96cf8edab9,9,4,COMPLETE,39.1274,230.018,,PASSED
64511565-4bea-5db4-a5a1-475794865159,e2df4919-a45f-5b41-916e-55908e4f1abb,1,1,COMPLETE,38.9063,231.325,,PASSED
5cbe4120-ab45-5be4-b0da-6f9a94e3af22,e2df4919-a45f-5b41-916e-55908e4f1abb,2,2,COMPLETE,38.9863,230.85,,PASSED
b4fc1bed-939e-5477-a5ad-f493fd1f1032,e2df4919-a45f-5b41-916e-55908e4f1abb,3,3,COMPLETE,39.0861,230.261,,PASSED
e7f265f4-a553-57e8-afd8-a098772b335a,e2df4919-a45f-5b41-916e-55908e4f1abb,4,4,COMPLETE,39.177,229.727,,PASSED
34e77957-0e2d-5f63-913e-2c66e043dc80,00d1c34a-f916-5fa9-803b-2cc6962f2595,1,1,COMPLETE,39.0573,230.431,,PASSED
e8275d1e-392f-5f98-85c3-f46c82aa857a,00d1c34a-f916-5fa9-803b-2cc6962f2595,2,2,COMPLETE,39.0611,230.408,,PASSED
1e6900d2-c02c-59e4-b015-858fddb7dc1f,00d1c34a-f916-5fa9-803b-2cc6962f2595,3,3,COMPLETE,39.0767,230.316,,PASSED
ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,00d1c34a-f916-5fa9-803b-2cc6962f2595,4,4,COMPLETE,39.1252,230.031,,PASSED
7ed8e662-597b-5f4e-b44f-b8c044c06275,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,1,1,COMPLETE,39.0221,230.639,,PASSED
631b13b8-3594-58a8-9a00-7edde157a3b7,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,2,2,COMPLETE,39.0956,230.205,,PASSED
00f9f178-0265-5ede-a519-2dd2b91d89e8,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,3,3,COMPLETE,39.1045,230.153,,PASSED
b598c971-3dfb-5853-bbc8-98232d2316f5,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,4,4,COMPLETE,39.1269,230.021,,PASSED
c41e3fb7-bcd8-5454-9f0d-469c15c5e39c,757828a3-822d-5bd8-b9f0-681a6918b48b,6,1,COMPLETE,38.9932,230.809,,PASSED
0246ecba-6da3-5151-879c-6ac1f835053f,757828a3-822d-5bd8-b9f0-681a6918b48b,7,2,COMPLETE,39.0884,230.247,,PASSED
a0391ece-4ae8-583a-8978-56c0483b39b8,757828a3-822d-5bd8-b9f0-681a6918b48b,8,3,COMPLETE,39.1237,230.04,,PASSED
22b0e703-1920-5512-b173-ddda431bf454,757828a3-822d-5bd8-b9f0-681a6918b48b,9,4,COMPLETE,39.1716,229.758,,PASSED
8499cdc2-25ea-5fe0-936c-73ce09587019,893c5471-df02-55c0-946f-0af9d0a835d9,6,1,COMPLETE,39.006,230.734,,PASSED
c2220016-8270-5bb2-af09-e0db7f16a468,893c5471-df02-55c0-946f-0af9d0a835d9,7,2,COMPLETE,39.0795,230.3,,PASSED
e7494c3d-520d-5954-8418-db9e1ce8611a,893c5471-df02-55c0-946f-0af9d0a835d9,8,3,COMPLETE,39.0909,230.233,,PASSED
b3fd322e-77ea-5f97-89a6-0d07e0a02804,893c5471-df02-55c0-946f-0af9d0a835d9,9,4,COMPLETE,39.2017,229.582,,PASSED
3014c95b-29b9-5bde-a577-a4ced030eb9b,2d3ae29a-bc6b-5723-9247-439f79da15a6,1,1,COMPLETE,39.0212,230.644,,PASSED
6c8a02cd-bff0-5017-adda-640fe4c589a5,2d3ae29a-bc6b-5723-9247-439f79da15a6,2,2,COMPLETE,39.1183,230.071,,PASSED
7bf7f962-ba81-5170-b5ad-b6b1fd2308ea,2d3ae29a-bc6b-5723-9247-439f79da15a6,3,3,COMPLETE,39.1841,229.685,,PASSED
75a90ca8-cd44-59a7-8974-4bbfc567a5b8,2d3ae29a-bc6b-5723-9247-439f79da15a6,4,4,COMPLETE,39.2248,229.447,,PASSED
685d8a35-1a6a-5be7-a571-25a1a95e553c,df3c02a3-9655-512c-a2e6-4ffe9eadc505,6,1,COMPLETE,38.9642,230.981,,PASSED
40ca418e-c35e-509c-b0a0-86bbdbcc257a,df3c02a3-9655-512c-a2e6-4ffe9eadc505,7,2,COMPLETE,39.1489,229.892,,PASSED
26222cb6-ca03-5237-a919-f37e34d5357a,df3c02a3-9655-512c-a2e6-4ffe9eadc505,8,3,COMPLETE,39.1972,229.608,,PASSED
b04943a9-9f59-58be-8aeb-40ebfec0fc23,df3c02a3-9655-512c-a2e6-4ffe9eadc505,9,4,COMPLETE,39.2422,229.345,,PASSED
74b9dc6f-0e04-5c5f-b621-fd0a58241fad,1e794f15-e9b3-55c1-91a6-85cadd3ab366,1,1,COMPLETE,39.0531,230.455,,PASSED
dcf39445-799d-5764-8aa6-e90873e4e701,1e794f15-e9b3-55c1-91a6-85cadd3ab366,2,2,COMPLETE,39.1176,230.075,,PASSED
3e828c61-a2fe-5b4c-835a-1f9a035ce0a8,1e794f15-e9b3-55c1-91a6-85cadd3ab366,3,3,COMPLETE,39.2006,229.588,,PASSED
8026fb57-5e4d-5b77-9da7-45999dc08b55,1e794f15-e9b3-55c1-91a6-85cadd3ab366,4,4,COMPLETE,39.2023,229.578,,PASSED
95b86455-8b0d-54b3-b3ea-c65f23a6f7f7,954d29f8-6770-5c41-9322-b23c885935ef,1,1,COMPLETE,39.0298,230.593,,PASSED
edec3664-f3c8-556f-aed6-1a81ac05e4ed,954d29f8-6770-5c41-9322-b23c885935ef,2,2,COMPLETE,39.1558,229.851,,PASSED
de71125c-7bd9-57a8-9172-9229d4c14759,954d29f8-6770-5c41-9322-b23c885935ef,3,3,COMPLETE,39.2385,229.367,,PASSED
57ba5fa2-556e-50a5-9100-5b9ee57f89e8,954d29f8-6770-5c41-9322-b23c885935ef,4,4,COMPLETE,39.192,229.639,,PASSED
337add5c-e94d-5a10-93b1-790289031989,72b65040-5363-5722-b1cd-297bffa2af77,1,1,COMPLETE,39.0787,230.304,,PASSED
afce1ba3-3e43-539a-954e-9cd333f56c47,72b65040-5363-5722-b1cd-297bffa2af77,2,2,COMPLETE,39.1552,229.855,,PASSED
48824ff4-f27a-5d7c-b706-3d0212786d66,72b65040-5363-5722-b1cd-297bffa2af77,3,3,COMPLETE,39.2128,229.517,,PASSED
a6ebc4d1-fb3c-5f2d-a1c4-58fbf351301d,72b65040-5363-5722-b1cd-297bffa2af77,4,4,COMPLETE,39.2385,229.367,,PASSED
f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,449bb30a-dc85-5fd4-bc68-156753bda025,1,1,COMPLETE,39.0721,230.343,,PASSED
134b458e-e774-5292-ad8e-1f3cd588cf92,449bb30a-dc85-5fd4-bc68-156753bda025,2,2,COMPLETE,39.1698,229.769,,PASSED
dee96827-923e-588c-adf5-84bf25cfb9fc,449bb30a-dc85-5fd4-bc68-156753bda025,3,3,COMPLETE,39.2205,229.472,,PASSED
4bade069-6cbc-5e9a-b3fc-3dddb6e34678,449bb30a-dc85-5fd4-bc68-156753bda025,4,4,COMPLETE,39.2628,229.225,,PASSED
3ca49882-c710-5f9f-95da-074b88177b99,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,1,1,COMPLETE,39.144,229.92,,PASSED
fa57a0a2-3d53-5dd8-9bf9-f2a9c4b0e78a,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,2,2,COMPLETE,39.2427,229.342,,PASSED
e6048e41-7009-5e77-b131-f291d555eebf,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,3,3,COMPLETE,39.3254,228.86,,PASSED
5a1baae4-4c88-579f-bd66-57241df63837,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,4,4,COMPLETE,39.3872,228.501,,PASSED
10747fb4-407d-560e-8421-87ac5c4aab5e,a6295479-1996-5baa-b116-ab56a03c118d,1,1,COMPLETE,39.2822,229.111,,PASSED
56fcfcdf-ceab-5c04-a10b-f229407c6376,a6295479-1996-5baa-b116-ab56a03c118d,2,2,COMPLETE,39.2943,229.041,,PASSED
4a5f42e0-2494-56cf-9e55-d313086e8f12,a6295479-1996-5baa-b116-ab56a03c118d,3,3,COMPLETE,39.3287,228.841,,PASSED
bcfc0142-00e5-5053-98ef-e2c38288fedd,a6295479-1996-5baa-b116-ab56a03c118d,4,4,COMPLETE,39.3828,228.526,,PASSED
60b29527-d4b9-55e3-bdd6-478219e1c1cc,2fb75f25-92ad-5b41-90a1-3a1457ae8012,1,1,COMPLETE,39.2107,229.529,,PASSED
477cd180-bfdf-53af-ade6-18ed473dc136,2fb75f25-92ad-5b41-90a1-3a1457ae8012,2,2,COMPLETE,39.262,229.229,,PASSED
2f4a832b-b7b0-54d1-bf37-3de8fe01035b,2fb75f25-92ad-5b41-90a1-3a1457ae8012,3,3,COMPLETE,39.2958,229.032,,PASSED
09a6bb7d-afd8-554c-a63e-433c0e5682a2,2fb75f25-92ad-5b41-90a1-3a1457ae8012,4,4,COMPLETE,39.5495,227.563,,PASSED
eaab678b-ab6e-5e5c-a03f-b960b8496035,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,1,1,COMPLETE,39.2297,229.418,,PASSED
3a732c8b-a781-5e58-9e7c-5fcf21168627,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,2,2,COMPLETE,39.3278,228.846,,PASSED
bbe801d3-06a0-57e2-b414-2e8a87f8fa61,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,3,3,COMPLETE,39.3838,228.52,,PASSED
4363c5ef-2220-5202-8dcb-d5115b36d528,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,4,4,COMPLETE,39.4233,228.291,,PASSED
62f683f2-d7c1-5d28-9ffe-0a98f1310114,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,1,1,COMPLETE,38.9683,230.957,,PASSED
c4067d59-f056-5cae-b369-d6cbb00eecc6,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,2,2,COMPLETE,39.0851,230.267,,PASSED
41f4a420-5be2-525a-809a-a9bbd27c521c,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,3,3,COMPLETE,39.5133,227.771,,PASSED
463b36ee-01ee-5a4e-8ed8-bef2d1eadb47,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,4,4,COMPLETE,39.8122,226.061,,PASSED
801c0d39-d598-5371-938c-363407c0f933,7799cc62-18bb-568d-9de2-16cb3622a0de,6,1,COMPLETE,39.1851,229.679,,PASSED
bc1b1ebb-af56-590b-bd2b-2fcea3b3d50c,7799cc62-18bb-568d-9de2-16cb3622a0de,7,2,COMPLETE,39.4148,228.341,,PASSED
47d990b7-cb4f-5859-b2e3-dcc93a774028,7799cc62-18bb-568d-9de2-16cb3622a0de,8,3,COMPLETE,39.4799,227.964,,PASSED
8b4d865f-47aa-5008-a481-919968359ba6,7799cc62-18bb-568d-9de2-16cb3622a0de,9,4,COMPLETE,39.557,227.52,,PASSED
8ef2c9de-1fc1-5c9c-bb9c-2b37934bb4c5,9b56a28b-8dc8-56aa-843d-d47deb300592,1,1,COMPLETE,39.1855,229.677,,PASSED
dfa431ae-8d71-5dc5-8f90-5ef392f97f36,9b56a28b-8dc8-56aa-843d-d47deb300592,2,2,COMPLETE,39.233,229.399,,PASSED
58c45f6b-4409-5361-b49b-bd7e378281ea,9b56a28b-8dc8-56aa-843d-d47deb300592,3,3,COMPLETE,39.3048,228.98,,PASSED
fda99bb4-ddcb-5811-ae0a-ea09b3a040cc,9b56a28b-8dc8-56aa-843d-d47deb300592,4,4,COMPLETE,40.3392,223.108,,PASSED
84db7680-77c2-5b5c-9ae9-1fa4f7a11d2c,fb65c8cf-d1c6-583e-9563-6c22e29bb081,6,1,COMPLETE,39.4663,228.043,,PASSED
64481807-b267-5ac4-b0da-66af6960d82b,fb65c8cf-d1c6-583e-9563-6c22e29bb081,7,2,COMPLETE,39.6188,227.165,,PASSED
70902c8f-d532-595e-a5f6-06839fb8a316,fb65c8cf-d1c6-583e-9563-6c22e29bb081,8,3,COMPLETE,39.6221,227.146,,PASSED
832599c6-17b4-534b-9d63-fe2625325efe,fb65c8cf-d1c6-583e-9563-6c22e29bb081,9,4,COMPLETE,39.6717,226.862,,PASSED
bf052a8d-ab4c-53e3-817d-8014f9719228,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,1,1,COMPLETE,39.5415,227.609,,PASSED
feba8555-2fec-5181-afde-fd54e1b59847,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,2,2,COMPLETE,39.601,227.267,,PASSED
02c72a37-8611-5425-9f8e-d0003ff2279c,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,3,3,COMPLETE,39.658,226.94,,PASSED
993d4b9f-a8f2-5cf1-a351-af7290de7136,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,4,4,COMPLETE,39.7205,226.583,,PASSED
68aa776b-4666-5f97-8db5-30d3901b7836,1a120ea2-c723-5585-8ec6-30169bb44ca7,1,1,COMPLETE,39.3711,228.594,,PASSED
e63271e3-b103-58da-a81c-431b0840671c,1a120ea2-c723-5585-8ec6-30169bb44ca7,2,2,COMPLETE,39.9418,225.328,,PASSED
03b5fcbb-37a4-5e87-82b5-502f29ef9267,1a120ea2-c723-5585-8ec6-30169bb44ca7,3,3,COMPLETE,39.8265,225.98,,PASSED
822f06bc-5b89-5852-b430-482b726e36a7,1a120ea2-c723-5585-8ec6-30169bb44ca7,4,4,COMPLETE,39.9124,225.494,,PASSED
660538b4-b5a0-5cc6-9eac-13ae0d6d59aa,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,6,1,COMPLETE,40.1922,223.924,,PASSED
31e1172c-7a53-5124-96c4-b9dd7332e8f5,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,7,2,COMPLETE,40.4381,222.562,,PASSED
02e968c0-a8b6-5a14-8f52-23b5d1f28cf1,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,8,3,COMPLETE,40.514,222.145,,PASSED
17edb76c-7f6e-57a4-bbe4-c2a55952886e,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,9,4,COMPLETE,40.3505,223.046,,PASSED
320d73bc-2166-54f8-80a2-ed02821988e0,f72a4ad2-cc9e-5aae-a17b-6afc989208f3,16,1,COMPLETE,38.7337,232.356,,PASSED
7d1793b7-9df5-5351-9bff-c78f019d02e4,f72a4ad2-cc9e-5aae-a17b-6afc989208f3,17,2,COMPLETE,38.879,231.487,,PASSED
10ceff2b-d229-5e46-972c-db5c568eaa72,f72a4ad2-cc9e-5aae-a17b-6afc989208f3,18,3,COMPLETE,38.9878,230.841,,PASSED
8bf28e5f-fa90-5339-b0f0-2fb0b3de1b59,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,1,1,COMPLETE,38.8287,231.787,,PASSED
bb6d16ed-baf2-517d-a50a-b0cf0e818236,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,2,2,COMPLETE,38.9341,231.16,,PASSED
ee88eb3a-16b4-5d88-bdef-22161c2984f4,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,3,3,COMPLETE,38.976,230.911,,PASSED
4604f95c-46e8-5b80-ac7f-55c067e12256,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,4,4,COMPLETE,39.0421,230.52,,PASSED
7f236b0d-31a0-52f7-9b7d-ca248e96bf0b,33a57398-b346-53e3-b5e5-369a3ca71efc,6,1,COMPLETE,38.8573,231.617,,PASSED
940aee51-1989-5281-8a10-2ebaa07afb65,33a57398-b346-53e3-b5e5-369a3ca71efc,7,2,COMPLETE,38.9246,231.216,,PASSED
00ef5b13-52b7-5a4d-a2aa-03d32a198ed9,33a57398-b346-53e3-b5e5-369a3ca71efc,8,3,COMPLETE,39.0051,230.739,,PASSED
beed3083-fdb9-5722-a33c-74b662ccc456,33a57398-b346-53e3-b5e5-369a3ca71efc,9,4,COMPLETE,39.0215,230.642,,PASSED
1f75e418-cb3b-5cd0-bde5-1d17b7d50fde,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,1,1,COMPLETE,38.9383,231.135,,PASSED
d980343b-1cdc-5c45-b0f9-fe1e566009c3,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,2,2,COMPLETE,39.0188,230.658,,PASSED
0f829615-bcec-53ee-8097-38e2b555faba,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,3,3,COMPLETE,39.0771,230.314,,PASSED
4d8a4abe-5139-5734-ade6-bf73bfbb36c8,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,4,4,COMPLETE,39.1076,230.134,,PASSED
e48e1e68-c8ed-5022-a7b3-8096e73baf57,518373d9-25de-58cf-8315-f6c215b6f672,1,1,COMPLETE,38.9508,231.061,,PASSED
ef39ce9d-9193-594b-947d-81e9c3c0673b,518373d9-25de-58cf-8315-f6c215b6f672,2,2,COMPLETE,39.0327,230.576,,PASSED
6585bf34-b373-54dc-b3c0-5f2b9f5d2ef3,518373d9-25de-58cf-8315-f6c215b6f672,3,3,COMPLETE,39.0797,230.299,,PASSED
f03a8169-de68-5564-beea-71c2c39e3148,518373d9-25de-58cf-8315-f6c215b6f672,4,4,COMPLETE,39.1382,229.954,,PASSED
ca1338ec-b5a3-53e4-a5f0-2dd37b323e85,a453921d-72c6-5030-aea8-b3500366bce1,11,1,COMPLETE,38.9688,230.954,,PASSED
a25e2ffb-d805-543b-91f4-03555605e0ca,a453921d-72c6-5030-aea8-b3500366bce1,12,2,COMPLETE,39.0705,230.353,,PASSED
0f85a118-676a-5f9a-8f10-81f876ad0de0,a453921d-72c6-5030-aea8-b3500366bce1,13,3,COMPLETE,39.1334,229.983,,PASSED
e89fcfee-c203-5403-a3ba-06c66f97a3c4,ec187739-e976-517d-8f35-e70210af7a42,11,1,COMPLETE,38.9882,230.839,,PASSED
9b9ec55a-0c5f-5f1b-b602-57c8f76a0fa3,ec187739-e976-517d-8f35-e70210af7a42,12,2,COMPLETE,39.0783,230.307,,PASSED
33a650fe-fd18-5e89-9777-9d5d03aaaa5a,ec187739-e976-517d-8f35-e70210af7a42,13,3,COMPLETE,39.0934,230.218,,PASSED
ea3be8e0-4fd9-5048-ab04-a616ddef2940,ec187739-e976-517d-8f35-e70210af7a42,14,4,COMPLETE,39.1535,229.865,,PASSED
c60b38aa-1d7b-5f04-9aca-d7ec96909d15,194c9baa-3297-571e-82bf-ac3ba81e07fc,1,1,COMPLETE,39.0097,230.712,,PASSED
8493b34b-0950-54c0-b48d-2bbe7701a807,194c9baa-3297-571e-82bf-ac3ba81e07fc,2,2,COMPLETE,39.1023,230.165,,PASSED
bacbdb38-7ab0-526d-93ae-3b8cd8785f81,194c9baa-3297-571e-82bf-ac3ba81e07fc,3,3,COMPLETE,39.229,229.422,,PASSED
16b5bd2e-c981-5ca0-8778-d2b90b95753b,194c9baa-3297-571e-82bf-ac3ba81e07fc,4,4,COMPLETE,39.2475,229.314,,PASSED
313ff482-076f-548b-b169-c82cf331336a,a7f0ef57-a971-5870-9606-1fe1cd378e2a,1,1,COMPLETE,38.9521,231.053,,PASSED
d92d5018-91da-596b-8227-13fde4436fa3,a7f0ef57-a971-5870-9606-1fe1cd378e2a,2,2,COMPLETE,39.0947,230.21,,PASSED
715c8641-54be-593a-9571-3e69a3aaab4e,a7f0ef57-a971-5870-9606-1fe1cd378e2a,3,3,COMPLETE,39.1567,229.846,,PASSED
b852f507-6916-54ea-b20d-3903cf227aa5,a7f0ef57-a971-5870-9606-1fe1cd378e2a,4,4,COMPLETE,39.3972,228.443,,PASSED
049531e0-1ec7-5342-bc5c-68f7b2a361be,64cc9d51-f91b-503f-8164-1a91d9713df9,6,1,COMPLETE,39.067,230.373,,PASSED
65f1b8b8-6579-5ae8-8271-d18c5dc1d8ab,64cc9d51-f91b-503f-8164-1a91d9713df9,7,2,COMPLETE,39.1406,229.94,,PASSED
72699773-9682-57e1-b0ab-c1471bf9dbb0,64cc9d51-f91b-503f-8164-1a91d9713df9,8,3,COMPLETE,39.1826,229.694,,PASSED
6ffb26c4-468d-50c8-8a1a-f1fe23c09e93,64cc9d51-f91b-503f-8164-1a91d9713df9,9,4,COMPLETE,39.2323,229.403,,PASSED
fb115b66-f3b6-568e-8c97-79826f9ace92,9a2e168d-3dda-5e76-8daf-588c20d91341,1,1,COMPLETE,38.8954,231.39,,PASSED
ad5d2245-8eda-5b6d-a736-53791ed1e133,9a2e168d-3dda-5e76-8daf-588c20d91341,2,2,COMPLETE,39.0695,230.359,,PASSED
