fused_decision_id,regime,source_decision_id,source_file,year,car_number,driver_name,decision_stage,source_attempt_id,source_attempt_id_status,source_result_context,decision_time_utc,decision_time_quality,session_remaining_seconds,session_remaining_status,protected_result_exists,current_protected_result_speed_mph,current_best_speed_mph,current_rank,current_best_rank,benchmark_type,benchmark_rank,benchmark_rank_basis,benchmark_speed_mph,margin_to_benchmark_mph,qualification_state,decision_state_leaderboard_context,leaderboard_context_quality,state_join_status,unresolved_fields,join_keys,source_numeric_interface,source_record_locator,leakage_safe
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_51_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,51,James Davison,POST_FIRST_ATTEMPT,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T16:41:35+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,228.747000,228.747000,17,17,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.296000,-1.549000,CURRENTLY_OUTSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=17|CURRENT_BEST_MPH=228.747|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.296|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_51_POST_FIRST_ATTEMPT;source_attempt_id=e2cf6770-902a-5a11-8e7c-27e4441f0b5e,True
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_55_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,55,Alex Palou,POST_FIRST_ATTEMPT,b3ac1729-6563-5819-a04b-0f76aeae5b0f,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T16:45:45+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,231.034000,231.034000,6,6,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.472000,0.562000,CURRENTLY_INSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=6|CURRENT_BEST_MPH=231.034|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.472|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_55_POST_FIRST_ATTEMPT;source_attempt_id=b3ac1729-6563-5819-a04b-0f76aeae5b0f,True
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_59_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,59,Max Chilton,POST_FIRST_ATTEMPT,75519828-93ba-5485-a4bf-a06b93f7cec3,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T17:29:05+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,225.819000,225.819000,25,25,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.560000,-4.741000,CURRENTLY_OUTSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=25|CURRENT_BEST_MPH=225.819|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.560|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_59_POST_FIRST_ATTEMPT;source_attempt_id=75519828-93ba-5485-a4bf-a06b93f7cec3,True
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_66_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,66,Fernando Alonso,POST_FIRST_ATTEMPT,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T15:59:05+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,228.768000,228.768000,10,10,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,228.880000,-0.112000,CURRENTLY_OUTSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=10|CURRENT_BEST_MPH=228.768|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=228.880|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_66_POST_FIRST_ATTEMPT;source_attempt_id=c9ee13fe-3b9e-555c-9a7d-a078015b8b91,True
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_67_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,67,JR Hildebrand,POST_FIRST_ATTEMPT,1a120ea2-c723-5585-8ec6-30169bb44ca7,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T17:38:15+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,226.341000,226.341000,26,26,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.560000,-4.219000,CURRENTLY_OUTSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=26|CURRENT_BEST_MPH=226.341|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.560|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_67_POST_FIRST_ATTEMPT;source_attempt_id=1a120ea2-c723-5585-8ec6-30169bb44ca7,True
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,7,Oliver Askew,POST_FIRST_ATTEMPT,72b65040-5363-5722-b1cd-297bffa2af77,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T16:18:15+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,229.760000,229.760000,11,11,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,229.902000,-0.142000,CURRENTLY_OUTSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=11|CURRENT_BEST_MPH=229.760|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=229.902|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_7_POST_FIRST_ATTEMPT;source_attempt_id=72b65040-5363-5722-b1cd-297bffa2af77,True
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,8,Marcus Ericsson,POST_FIRST_ATTEMPT,518373d9-25de-58cf-8315-f6c215b6f672,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T16:13:15+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,230.472000,230.472000,7,7,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,229.902000,0.570000,CURRENTLY_INSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=7|CURRENT_BEST_MPH=230.472|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=229.902|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_8_POST_FIRST_ATTEMPT;source_attempt_id=518373d9-25de-58cf-8315-f6c215b6f672,True
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_81_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,81,Ben Hanley,POST_FIRST_ATTEMPT,a3016f3b-449e-576c-bf0f-284c71eddb34,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T16:36:35+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,220.946000,220.946000,18,18,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.296000,-9.350000,CURRENTLY_OUTSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=18|CURRENT_BEST_MPH=220.946|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.296|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_81_POST_FIRST_ATTEMPT;source_attempt_id=a3016f3b-449e-576c-bf0f-284c71eddb34,True
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_88_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,88,Colton Herta,POST_FIRST_ATTEMPT,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T17:24:05+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,230.560000,230.560000,9,9,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.560000,0.000000,CURRENTLY_INSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=9|CURRENT_BEST_MPH=230.560|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.560|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_88_POST_FIRST_ATTEMPT;source_attempt_id=9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,True
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,DAY1,DAY1_2020_98_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,2020,98,Marco Andretti,POST_FIRST_ATTEMPT,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,RESOLVED_CANONICAL_ATTEMPT_ID,POST_FIRST_ATTEMPT,2020-08-15T17:14:05+00:00,APPROXIMATE_POINT,,UNRESOLVED_NO_DECISION_SAFE_SESSION_END_IN_SOURCE_INTERFACE,True,231.351000,231.351000,1,1,FAST_NINE_ADVANCEMENT,9,DIRECT_SOURCE_FIELD,230.539000,0.812000,CURRENTLY_INSIDE_ADVANCEMENT,DAY1|CURRENT_RANK=1|CURRENT_BEST_MPH=231.351|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.539|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT,SOURCE_DECISION_STATE,COMPLETE_EXCEPT_EXPLICIT_UNRESOLVED_FIELDS,session_remaining_seconds,source_decision_id=decision_id,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,decision_id=DAY1_2020_98_POST_FIRST_ATTEMPT;source_attempt_id=f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,True
