year,driver_name,driver_key,qualifying_attempt_index,qualifying_speed_mph,fast_friday_reference_mph,reference_type,actual_minus_reference_mph,frozen_prior_calibrated_prediction_mph,raw_reference_absolute_error_mph,frozen_prior_absolute_error_mph,validation_role
2022,Felix Rosenqvist,felixrosenqvist,1,232.775,231.493,GENERAL_FAST_FRIDAY_BEST_SPEED,1.2820000000000107,230.80724038461537,1.2820000000000107,1.9677596153846366,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Graham Rahal,grahamrahal,1,230.766,226.819,GENERAL_FAST_FRIDAY_BEST_SPEED,3.9470000000000027,226.13324038461536,3.9470000000000027,4.632759615384629,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Helio Castroneves,heliocastroneves,1,225.482,229.677,GENERAL_FAST_FRIDAY_BEST_SPEED,-4.194999999999993,228.99124038461537,4.194999999999993,3.5092403846153672,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,JR Hildebrand,jrhildebrand,1,231.112,226.198,GENERAL_FAST_FRIDAY_BEST_SPEED,4.913999999999987,225.51224038461538,4.913999999999987,5.599759615384613,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Jack Harvey,jackharvey,1,226.851,224.319,GENERAL_FAST_FRIDAY_BEST_SPEED,2.5320000000000107,223.63324038461536,2.5320000000000107,3.2177596153846366,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Jimmie Johnson,jimmiejohnson,1,232.398,229.094,FOUR_LAP_QUALIFYING_SIM,3.304000000000002,228.40824038461537,3.304000000000002,3.989759615384628,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Josef Newgarden,josefnewgarden,1,231.58,231.18,GENERAL_FAST_FRIDAY_BEST_SPEED,0.4000000000000057,230.49424038461538,0.4000000000000057,1.0857596153846316,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Juan Pablo Montoya,juanpablomontoya,1,228.622,223.764,GENERAL_FAST_FRIDAY_BEST_SPEED,4.858000000000004,223.07824038461538,4.858000000000004,5.54375961538463,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Kyle Kirkwood,kylekirkwood,1,229.406,226.064,GENERAL_FAST_FRIDAY_BEST_SPEED,3.342000000000013,225.37824038461537,3.342000000000013,4.027759615384639,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Marco Andretti,marcoandretti,1,226.108,229.85,GENERAL_FAST_FRIDAY_BEST_SPEED,-3.7419999999999902,229.16424038461537,3.7419999999999902,3.0562403846153643,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Marcus Ericsson,marcusericsson,1,232.275,231.782,GENERAL_FAST_FRIDAY_BEST_SPEED,0.492999999999995,231.09624038461538,0.492999999999995,1.178759615384621,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Pato O'Ward,patooward,1,233.037,230.111,FOUR_LAP_QUALIFYING_SIM,2.926000000000016,229.42524038461536,2.926000000000016,3.611759615384642,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Rinus VeeKay,rinusveekay,1,233.655,229.635,GENERAL_FAST_FRIDAY_BEST_SPEED,4.02000000000001,228.94924038461536,4.02000000000001,4.705759615384636,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Romain Grosjean,romaingrosjean,1,232.201,230.27,GENERAL_FAST_FRIDAY_BEST_SPEED,1.9309999999999832,229.58424038461538,1.9309999999999832,2.616759615384609,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Sage Karam,sagekaram,1,229.905,230.826,GENERAL_FAST_FRIDAY_BEST_SPEED,-0.9209999999999923,230.14024038461537,0.9209999999999923,0.23524038461536634,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Santino Ferrucci,santinoferrucci,1,231.508,226.627,GENERAL_FAST_FRIDAY_BEST_SPEED,4.881,225.94124038461538,4.881,5.566759615384626,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Scott Dixon,scottdixon,1,232.151,231.53,GENERAL_FAST_FRIDAY_BEST_SPEED,0.6210000000000093,230.84424038461538,0.6210000000000093,1.3067596153846353,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Scott McLaughlin,scottmclaughlin,1,231.543,231.206,GENERAL_FAST_FRIDAY_BEST_SPEED,0.3370000000000175,230.52024038461536,0.3370000000000175,1.0227596153846434,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Simon Pagenaud,simonpagenaud,1,231.275,229.184,GENERAL_FAST_FRIDAY_BEST_SPEED,2.091000000000008,228.49824038461537,2.091000000000008,2.776759615384634,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Takuma Sato,takumasato,1,232.196,229.68,FOUR_LAP_QUALIFYING_SIM,2.515999999999991,228.99424038461538,2.515999999999991,3.201759615384617,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Tony Kanaan,tonykanaan,1,232.625,230.517,FOUR_LAP_QUALIFYING_SIM,2.108000000000004,229.83124038461537,2.108000000000004,2.79375961538463,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
2022,Will Power,willpower,1,231.842,231.146,GENERAL_FAST_FRIDAY_BEST_SPEED,0.6960000000000264,230.46024038461536,0.6960000000000264,1.3817596153846523,DEGRADED_CHRONOLOGY_TRANSFER_ROBUSTNESS
