fused_decision_id,year,driver,regime,action,scenario_count,scenario_minutes,aggregation_semantics,p_reattempt_completed_min,p_reattempt_completed_max,p_final_result_exists_min,p_final_result_exists_max,p_no_final_result_min,p_no_final_result_max,p_final_result_meets_or_exceeds_decision_benchmark_min,p_final_result_meets_or_exceeds_decision_benchmark_max,p_final_result_worse_than_current_min,p_final_result_worse_than_current_max,expected_final_result_speed_conditional_mph_min,expected_final_result_speed_conditional_mph_max
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0013,0.0,0.0,228.115,228.28503183339197
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,228.115,228.115
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00085,0.7188,1.0,227.52667400939296,227.56678229233276
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.87795,0.0,0.0,229.88399999999996,231.6338892916515
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,229.884,229.884
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.87615,0.04055,1.0,231.60398032819475,231.641904960233
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10445,0.0,0.0,228.74700000000004,229.3119814834508
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,228.747,228.747
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10515,0.37175,1.0,229.0600900051012,229.08536346905072
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,231.034,231.56143632758855
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,231.034,231.034
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.79125,0.40065,1.0,231.25572905370373,231.28804199158697
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0001,0.0,0.0,225.819,226.82195440006387
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,225.819,225.819
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5e-05,0.17935,1.0,226.71779859716025,226.7499907844586
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.58545,0.0,0.0,228.768,229.36596885058168
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,228.768,228.768
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5827,0.37655,1.0,229.06315900329813,229.097869052815
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00045,0.0,0.0,226.341,227.46154081729344
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,226.341,226.341
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0008,0.14305,1.0,227.36838256247756,227.41380243999407
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.444,0.0,0.0,229.76,230.1569511925633
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,229.76,229.76
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.435,0.5095,1.0,229.73384486631568,229.76154767129756
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,220.946,221.61453727914375
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,220.946,220.946
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3255,1.0,221.39744655118818,221.41760057697326
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,230.56,231.05086999982433
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,DAY1,STOP,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,230.56,230.56
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5652,0.4348,1.0,230.6936843113779,230.73253204670027
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,DAY1,RETAIN_AND_REATTEMPT,7,5|10|15|20|30|45|60,SENSITIVITY_MIN_MAX_NOT_PROBABILITY_WEIGHTED,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,230.472,231.22317532156856
