model_version,fused_decision_id,source_decision_id,regime,year,car_number,driver_name,driver_key,source_attempt_id,decision_time_utc,fast_friday_reference_mph,fast_friday_reference_type,reference_source_file,same_session_other_support_count,same_session_support_basis,observed_field_mean_residual_mph,frozen_prior_mean_residual_mph,shrinkage_k,posterior_calibration_mph,predictive_mean_speed_mph,predictive_sd_mph,q05_speed_mph,q25_speed_mph,q50_speed_mph,q75_speed_mph,q95_speed_mph,uncertainty_class,performance_sample_ready,readiness_status,degraded_or_unresolved_reasons,point_prediction_formula,uncertainty_formula,calibration_evidence_file,uncertainty_parameter_file,future_outcome_or_leaderboard_used
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,2023,14,Santino Ferrucci,santino ferrucci,cda49858-f649-523a-85fb-8d53847f80bf,2023-05-20T17:01:01+00:00,233.758000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,6,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.453166666667,-0.685759615385,3.000000,-0.530697649573,233.227302350427,1.068205345863,231.470260912956,232.506808793538,233.227302350427,233.947795907317,234.984343787899,LIMITED_N_3_9,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,2023,27,Kyle Kirkwood,kyle kirkwood,dda33fdd-49c8-5082-a03d-252bf1a6fa49,2023-05-20T17:14:58+00:00,233.608000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,8,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.400000000000,-0.685759615385,3.000000,-0.477934440559,233.130065559441,1.044955962974,231.411265953738,232.425253473008,233.130065559441,233.834877645873,234.848865165143,LIMITED_N_3_9,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,2023,44,Katherine Legge,katherine legge,939cb422-2442-550d-9cc5-80f8c372c5d7,2023-05-20T17:19:59+00:00,231.420000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,8,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.400000000000,-0.685759615385,3.000000,-0.477934440559,230.942065559441,1.044955962974,229.223265953738,230.237253473008,230.942065559441,231.646877645873,232.660865165143,LIMITED_N_3_9,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2021_24_POST_GUARANTEED_BREAK,2021_24_POST_GUARANTEED_BREAK,LAST_CHANCE,2021,24,Sage Karam,sage karam,101338,,,,,0,NO_DECISION_SAFE_SAME_SESSION_CALIBRATION_ROWS,,-0.685759615385,3.000000,,,,,,,,,NOT_SAMPLE_READY_MISSING_REFERENCE,False,NOT_PERFORMANCE_SAMPLE_READY,MISSING_FROZEN_FAST_FRIDAY_REFERENCE;LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2021_12_POST_GUARANTEED_BREAK,2021_12_POST_GUARANTEED_BREAK,LAST_CHANCE,2021,12,Will Power,will power,101339,,229.847000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,0,NO_DECISION_SAFE_SAME_SESSION_CALIBRATION_ROWS,,-0.685759615385,3.000000,-0.685759615385,229.161240384615,1.296722530483,227.028321627201,228.286614328956,229.161240384615,230.035866440275,231.294159142030,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2021_16_POST_GUARANTEED_BREAK,2021_16_POST_GUARANTEED_BREAK,LAST_CHANCE,2021,16,Simona De Silvestro,simona de silvestro,101340,,229.477000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,0,NO_DECISION_SAFE_SAME_SESSION_CALIBRATION_ROWS,,-0.685759615385,3.000000,-0.685759615385,228.791240384615,1.296722530483,226.658321627201,227.916614328956,228.791240384615,229.665866440274,230.924159142030,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2021_75_POST_GUARANTEED_BREAK,2021_75_POST_GUARANTEED_BREAK,LAST_CHANCE,2021,75,RC Enerson,rc enerson,,,226.055000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,0,NO_DECISION_SAFE_SAME_SESSION_CALIBRATION_ROWS,,-0.685759615385,3.000000,-0.685759615385,225.369240384615,1.296722530483,223.236321627201,224.494614328956,225.369240384615,226.243866440275,227.502159142030,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,CURRENT_BEST_SPEED_UNRESOLVED_NOT_REQUIRED_BY_POINT_FORMULA;SOURCE_ATTEMPT_ID_UNRESOLVED_NOT_REQUIRED_BY_POINT_FORMULA;LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2021_11_POST_GUARANTEED_BREAK,2021_11_POST_GUARANTEED_BREAK,LAST_CHANCE,2021,11,Charlie Kimball,charlie kimball,,,228.520000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,0,NO_DECISION_SAFE_SAME_SESSION_CALIBRATION_ROWS,,-0.685759615385,3.000000,-0.685759615385,227.834240384615,1.296722530483,225.701321627201,226.959614328956,227.834240384615,228.708866440275,229.967159142030,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,CURRENT_BEST_SPEED_UNRESOLVED_NOT_REQUIRED_BY_POINT_FORMULA;SOURCE_ATTEMPT_ID_UNRESOLVED_NOT_REQUIRED_BY_POINT_FORMULA;LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2023_45_POST_GUARANTEED_BREAK,2023_45_POST_GUARANTEED_BREAK,LAST_CHANCE,2023,45,Christian Lundgaard,christian lundgaard,108667,,231.153000,GENERAL_FAST_FRIDAY_BEST_SPEED,r4/output/r4f6g_canonical_fast_friday_reference_panel_v2.csv,2,FROZEN_LAST_CHANCE_POST_GUARANTEED_BREAK_OTHER_DRIVER_STATE,-1.830000000000,-0.685759615385,3.000000,-1.143455769231,230.009544230769,1.165003572949,228.093283878393,229.223761261873,230.009544230769,230.795327199665,231.925804583146,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2023_51_POST_GUARANTEED_BREAK,2023_51_POST_GUARANTEED_BREAK,LAST_CHANCE,2023,51,Sting Ray Robb,sting ray robb,108668,,231.699000,GENERAL_FAST_FRIDAY_BEST_SPEED,r4/output/r4f6g_canonical_fast_friday_reference_panel_v2.csv,2,FROZEN_LAST_CHANCE_POST_GUARANTEED_BREAK_OTHER_DRIVER_STATE,-1.507000000000,-0.685759615385,3.000000,-1.014255769231,230.684744230769,1.165003572949,228.768483878393,229.898961261873,230.684744230769,231.470527199665,232.601004583146,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2023_15_POST_GUARANTEED_BREAK,2023_15_POST_GUARANTEED_BREAK,LAST_CHANCE,2023,15,Graham Rahal,graham rahal,108670,,230.669000,GENERAL_FAST_FRIDAY_BEST_SPEED,r4/output/r4f6g_canonical_fast_friday_reference_panel_v2.csv,2,FROZEN_LAST_CHANCE_POST_GUARANTEED_BREAK_OTHER_DRIVER_STATE,-1.827000000000,-0.685759615385,3.000000,-1.142255769231,229.526744230769,1.165003572949,227.610483878393,228.740961261873,229.526744230769,230.312527199665,231.443004583146,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2023_30_POST_GUARANTEED_BREAK,2023_30_POST_GUARANTEED_BREAK,LAST_CHANCE,2023,30,Jack Harvey,jack harvey,,,231.166000,GENERAL_FAST_FRIDAY_BEST_SPEED,r4/output/r4f6g_canonical_fast_friday_reference_panel_v2.csv,3,FROZEN_LAST_CHANCE_POST_GUARANTEED_BREAK_OTHER_DRIVER_STATE,-1.721333333333,-0.685759615385,3.000000,-1.203546474359,229.962453525641,1.129676646640,228.104300796133,229.200498206446,229.962453525641,230.724408844836,231.820606255149,LIMITED_N_3_9,True,SAMPLE_READY_DEGRADED_SUPPORT,CURRENT_BEST_SPEED_UNRESOLVED_NOT_REQUIRED_BY_POINT_FORMULA;SOURCE_ATTEMPT_ID_UNRESOLVED_NOT_REQUIRED_BY_POINT_FORMULA;LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,LAST_CHANCE::2024_18_FINAL_DECISION,2024_18_FINAL_DECISION,LAST_CHANCE,2024,18,Nolan Siegel,nolan siegel,113317,,229.813000,GENERAL_FAST_FRIDAY_BEST_SPEED,r4/output/r4f6g_canonical_fast_friday_reference_panel_v2.csv,0,NO_DECISION_SAFE_SAME_SESSION_CALIBRATION_ROWS,,-0.685759615385,3.000000,-0.685759615385,229.127240384615,1.296722530483,226.994321627201,228.252614328956,229.127240384615,230.001866440274,231.260159142030,EARLY_BROAD_N_0_2,True,SAMPLE_READY_DEGRADED_SUPPORT,LAST_CHANCE_TIMESTAMP_UNRESOLVED_STATE_BLOCK_ONLY;2024_APPLICATION_ONLY_NO_RETUNING,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
