file,column,semantic_classes,rows
r4/output/r4f6a_presession_physical_local_assets_v1.csv,years,IDENTITY,453
r4/output/r4f6a_presession_physical_local_assets_v1.csv,csv_fields_sample,MONTE_CARLO,453
r4/output/r4f6b_presession_candidate_semantic_verification_v1.csv,years_detected,IDENTITY,21
r4/output/r4f6b_presession_candidate_semantic_verification_v1.csv,has_driver_or_car_context,IDENTITY,21
r4/output/r4f6b_presession_candidate_year_coverage_v1.csv,year,IDENTITY,6
r4/output/r4f6f_fast_friday_extraction_diagnostics_v1.csv,year,IDENTITY,88
r4/output/r4lc2d_indy500_event_session_registry_v1.csv,year,IDENTITY,3
r4/output/r4lc2d_indy500_event_session_registry_v1.csv,session_name,IDENTITY,3
r4/output/r4lc2d_indy500_event_session_registry_v1.csv,session_id,IDENTITY,3
r4/output/r4lc2d_indy500_event_session_registry_v1.csv,session_object_path,IDENTITY,3
r4/output/r4lc2d_indy500_event_session_registry_v1.csv,target_session,IDENTITY,3
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,year,IDENTITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,session_id,IDENTITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,session_name,IDENTITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,session_type,IDENTITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,http_status,PROBABILITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,top_level_key_count,PROBABILITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v1.csv,top_level_keys,PROBABILITY,0
r4/output/r4lc2f_last_chance_session_details_summary_v2.csv,year,IDENTITY,3
r4/output/r4lc2f_last_chance_session_details_summary_v2.csv,session_id,IDENTITY,3
r4/output/r4lc2f_last_chance_session_details_summary_v2.csv,session_name,IDENTITY,3
r4/output/r4lc2f_last_chance_session_details_summary_v2.csv,session_type,IDENTITY,3
r4/output/r4lc2f_last_chance_session_details_summary_v2.csv,http_status,PROBABILITY,3
r4/output/r4lc2f_last_chance_session_details_summary_v2.csv,top_level_keys,PROBABILITY,3
r4/output/r4lc2f_last_chance_session_registry_v1.csv,year,IDENTITY,26
r4/output/r4lc2f_last_chance_session_registry_v1.csv,driver_id_used,IDENTITY,26
r4/output/r4lc2f_last_chance_session_registry_v1.csv,driver_name_used,IDENTITY,26
r4/output/r4lc2f_last_chance_session_registry_v1.csv,session_id,IDENTITY,26
r4/output/r4lc2f_last_chance_session_registry_v1.csv,session_name,IDENTITY,26
r4/output/r4lc2f_last_chance_session_registry_v2.csv,year,IDENTITY,38
r4/output/r4lc2f_last_chance_session_registry_v2.csv,session_id,IDENTITY,38
r4/output/r4lc2f_last_chance_session_registry_v2.csv,session_name,IDENTITY,38
r4/output/r4lc2f_last_chance_session_registry_v2.csv,first_driver_id_seen,IDENTITY,38
r4/output/r4lc2f_last_chance_session_registry_v2.csv,first_driver_name_seen,IDENTITY,38
r4/output/r4lc2f_last_chance_session_registry_v2.csv,drivers_exposing_session,IDENTITY,38
r4/output/r4lc2f_last_chance_session_registry_v2.csv,drivers_exposing_count,IDENTITY,38
r4/output/r4lc3_last_chance_session_reports_v1.csv,year,IDENTITY,6
r4/output/r4lc3_last_chance_session_reports_v1.csv,session_id,IDENTITY,6
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,year,IDENTITY,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,session_regime,IDENTITY,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,car_number,IDENTITY,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,driver_name,IDENTITY,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,completion_status,COMPLETION,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,exact_timestamp,TIME,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,timestamp_status,TIME;PROBABILITY,22
r4/output/r4lc5a_last_chance_chronology_action_ledger_v1.csv,safe_for_action_training,ACTION,22
r4/output/r4lc5a_last_chance_chronology_action_summary_v1.csv,year,IDENTITY,3
r4/output/r4lc5a_last_chance_chronology_action_summary_v1.csv,complete_numeric_performance_rows,COMPLETION,3
r4/output/r4lc5a_last_chance_chronology_action_summary_v1.csv,exact_timestamps,TIME,3
r4/output/r4lc5a_last_chance_chronology_action_summary_v1.csv,action_training_rows,ACTION,3
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,year,IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,session_regime,IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,car_number,IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,driver_name,IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,decision_id,IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,current_result_mph,CURRENT_RESULT,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,current_result_status,CURRENT_RESULT,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,bubble_reference_driver,BENCHMARK;IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,bubble_reference_mph,BENCHMARK,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,gap_to_bubble_mph,BENCHMARK;PROBABILITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,session_remaining_status,TIME;IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,exact_session_remaining_seconds,TIME;IDENTITY,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,observed_action,ACTION,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,action_semantics_quality,ACTION,7
r4/output/r4lc5b_last_chance_predecision_state_ledger_v1.csv,safe_for_action_policy_fit,ACTION,7
r4/output/r4lc5b_last_chance_predecision_state_summary_v1.csv,year,IDENTITY,3
r4/output/r4lc5b_last_chance_predecision_state_summary_v1.csv,numeric_current_result_rows,CURRENT_RESULT,3
r4/output/r4lc5b_last_chance_predecision_state_summary_v1.csv,numeric_bubble_reference_rows,BENCHMARK,3
r4/output/r4lc5b_last_chance_predecision_state_summary_v1.csv,session_end_bounded_rows,IDENTITY,3
r4/output/r4lc5b_last_chance_predecision_state_summary_v1.csv,safe_for_action_policy_fit,ACTION,3
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,decision_id,IDENTITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,year,IDENTITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,session_regime,IDENTITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,car_number,IDENTITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,driver_name,IDENTITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,current_speed_mph,CURRENT_RESULT,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,current_rank_within_last_chance,RANK,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,bubble_speed_mph,BENCHMARK,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,gap_to_bubble_mph,BENCHMARK;PROBABILITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,observed_action,ACTION,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,feasible_actions,ACTION,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,action_quality,ACTION,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,exact_timestamp,TIME,10
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,exact_session_remaining_seconds,TIME;IDENTITY,10
r4/output/r4lc5d_last_chance_decision_opportunity_summary_v1.csv,year,IDENTITY,3
r4/output/r4lc5d_last_chance_decision_opportunity_summary_v1.csv,stop_rows,PROBABILITY,3
r4/output/r4lc5d_last_chance_decision_opportunity_summary_v1.csv,complete_numeric_state_rows,COMPLETION,3
r4/output/r4p11_stochastic_wait_performance_mc_draws_sample_v1.csv,action,ACTION,1500
r4/output/r4p11_stochastic_wait_performance_mc_draws_sample_v1.csv,draw_index,MONTE_CARLO,1500
r4/output/r4p11_stochastic_wait_performance_mc_draws_sample_v1.csv,wait_minutes,QUEUE,1500
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,action,ACTION,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,utility_rank,RANK,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,mc_draws,MONTE_CARLO,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,p_improve,PROBABILITY,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,p_worse,PROBABILITY,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,p_unchanged,PROBABILITY,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,mean_wait_minutes,QUEUE,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,q50_wait_minutes,QUEUE,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,q95_wait_minutes,QUEUE,9
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,wait_source,QUEUE,9
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,year,IDENTITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,session_id,IDENTITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,car_number,IDENTITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,driver_name,IDENTITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,before_attempt_id,IDENTITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,after_attempt_id,IDENTITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,decision_time_utc,TIME,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,selected_hrrr_cycle_utc,TIME,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,actual_next_attempt_time_utc,TIME,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,decision_time_safe,TIME,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_temp_c_per_min,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_temp_c_per_min,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_temp_c,PROBABILITY,40
r4/output/r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_temp_c_per_min,PROBABILITY,40
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,year,IDENTITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,session_id,IDENTITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,car_number,IDENTITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,driver_name,IDENTITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,before_attempt_id,IDENTITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,after_attempt_id,IDENTITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,decision_time_utc,TIME,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,historical_future_run_time_utc,TIME,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,historical_wait_to_next_run_min,QUEUE,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,historical_wait_role,QUEUE,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,selected_hrrr_cycle_utc,TIME,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,current_four_lap_average_speed_mph,PROBABILITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,decision_time_safe,TIME,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_temp_c,PROBABILITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_temp_c,PROBABILITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_temp_c,PROBABILITY,5
r4/output/r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_temp_c_per_min,PROBABILITY,5
r4/output/r4p6_decision_safe_probability_metrics_v1.csv,test_year,IDENTITY,4
r4/output/r4p6_decision_safe_probability_predictions_v1.csv,test_year,IDENTITY,5
r4/output/r4p6_decision_safe_probability_predictions_v1.csv,attempt_id,IDENTITY,5
r4/output/r4p6_decision_safe_probability_predictions_v1.csv,car_number,IDENTITY,5
r4/output/r4p6_decision_safe_probability_predictions_v1.csv,driver_name,IDENTITY,5
r4/output/r4p6_decision_safe_probability_predictions_v1.csv,predicted_probability_improve,PROBABILITY,5
