fused_decision_id,year,driver,assumed_time_remaining_minutes,priority_wait_reduction_percent,retain_p_completed,withdraw_p_completed,retain_p_final_meets_benchmark,withdraw_p_final_meets_benchmark,withdraw_p_no_final_result,withdraw_p_final_worse_than_current,delta_benchmark_success_probability
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,15,50,0.24855,0.4947,1.0,0.4321,0.5053,0.6453,-0.5679000000000001
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,15,75,0.24855,1.0,1.0,0.869,0.0,0.28625,-0.131
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,20,0,0.49615,0.49615,1.0,0.4314,0.50385,0.64465,-0.5686
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,20,25,0.49615,0.49615,1.0,0.4314,0.50385,0.64465,-0.5686
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,20,50,0.49615,0.74755,1.0,0.64845,0.25245,0.4666,-0.35155000000000003
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,20,75,0.49615,1.0,1.0,0.8679,0.0,0.2849,-0.1321
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,30,0,0.4978,0.4978,1.0,0.43125,0.5022,0.64725,-0.56875
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,30,25,0.4978,0.75085,1.0,0.6497,0.24915,0.4688,-0.35029999999999994
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,30,50,0.4978,1.0,1.0,0.865,0.0,0.2914,-0.135
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,30,75,0.4978,1.0,1.0,0.865,0.0,0.2914,-0.135
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,45,0,0.74665,0.74665,1.0,0.64845,0.25335,0.4703,-0.35155000000000003
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,45,25,0.74665,1.0,1.0,0.8686,0.0,0.291,-0.13139999999999996
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,45,50,0.74665,1.0,1.0,0.8686,0.0,0.291,-0.13139999999999996
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,45,75,0.74665,1.0,1.0,0.8686,0.0,0.291,-0.13139999999999996
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,60,0,1.0,1.0,1.0,0.8691,0.0,0.29025,-0.13090000000000002
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,60,25,1.0,1.0,1.0,0.8691,0.0,0.29025,-0.13090000000000002
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,60,50,1.0,1.0,1.0,0.8691,0.0,0.29025,-0.13090000000000002
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,60,75,1.0,1.0,1.0,0.8691,0.0,0.29025,-0.13090000000000002
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,5,0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,5,25,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,5,50,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,5,75,0.0,0.2481,1.0,0.24465,0.7519,0.7741,-0.75535
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,10,0,0.24405,0.24405,1.0,0.23975,0.75595,0.77685,-0.76025
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,10,25,0.24405,0.24405,1.0,0.23975,0.75595,0.77685,-0.76025
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,10,50,0.24405,0.24405,1.0,0.23975,0.75595,0.77685,-0.76025
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,10,75,0.24405,0.4997,1.0,0.49145,0.5003,0.5442,-0.5085500000000001
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,15,0,0.2443,0.2443,1.0,0.2412,0.7557,0.77645,-0.7588
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,15,25,0.2443,0.49965,1.0,0.4925,0.50035,0.5435,-0.5075000000000001
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,15,50,0.2443,0.49965,1.0,0.4925,0.50035,0.5435,-0.5075000000000001
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,15,75,0.2443,1.0,1.0,0.98535,0.0,0.0889,-0.014650000000000052
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,20,0,0.5002,0.5002,1.0,0.49215,0.4998,0.546,-0.50785
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,20,25,0.5002,0.5002,1.0,0.49215,0.4998,0.546,-0.50785
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,20,50,0.5002,0.7532,1.0,0.7414,0.2468,0.3153,-0.25860000000000005
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,20,75,0.5002,1.0,1.0,0.9842,0.0,0.0899,-0.015800000000000036
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,30,0,0.5062,0.5062,1.0,0.4983,0.4938,0.54045,-0.5017
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,30,25,0.5062,0.7572,1.0,0.74565,0.2428,0.3124,-0.25434999999999997
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,30,50,0.5062,1.0,1.0,0.98475,0.0,0.093,-0.015249999999999986
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,30,75,0.5062,1.0,1.0,0.98475,0.0,0.093,-0.015249999999999986
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,45,0,0.7538,0.7538,1.0,0.7432,0.2462,0.31275,-0.25680000000000003
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,45,25,0.7538,1.0,1.0,0.98555,0.0,0.08885,-0.014449999999999963
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,45,50,0.7538,1.0,1.0,0.98555,0.0,0.08885,-0.014449999999999963
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,45,75,0.7538,1.0,1.0,0.98555,0.0,0.08885,-0.014449999999999963
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,60,0,1.0,1.0,1.0,0.9851,0.0,0.09195,-0.014900000000000024
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,60,25,1.0,1.0,1.0,0.9851,0.0,0.09195,-0.014900000000000024
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,60,50,1.0,1.0,1.0,0.9851,0.0,0.09195,-0.014900000000000024
DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,2020,Marco Andretti,60,75,1.0,1.0,1.0,0.9851,0.0,0.09195,-0.014900000000000024
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,5,75,0.0,0.2449,0.0,0.0002,0.7551,0.9371,0.0002
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,10,0,0.24465,0.24465,0.00025,0.00025,0.75535,0.939,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,10,25,0.24465,0.24465,0.00025,0.00025,0.75535,0.939,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,10,50,0.24465,0.24465,0.00025,0.00025,0.75535,0.939,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,10,75,0.24465,0.49385,0.00025,0.0003,0.50615,0.8768,4.999999999999997e-05
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,15,0,0.24945,0.24945,5e-05,5e-05,0.75055,0.9366,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,15,25,0.24945,0.49945,5e-05,0.00025,0.50055,0.8714,0.0002
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,15,50,0.24945,0.49945,5e-05,0.00025,0.50055,0.8714,0.0002
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,15,75,0.24945,1.0,5e-05,0.00065,0.0,0.74245,0.0006
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,20,0,0.49415,0.49415,0.0003,0.0003,0.50585,0.8771,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,20,25,0.49415,0.49415,0.0003,0.0003,0.50585,0.8771,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,20,50,0.49415,0.7448,0.0003,0.00045,0.2552,0.81545,0.00015000000000000001
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,20,75,0.49415,1.0,0.0003,0.0005,0.0,0.75175,0.00020000000000000004
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,30,0,0.50215,0.50215,0.0004,0.0004,0.49785,0.86955,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,30,25,0.50215,0.75315,0.0004,0.0006,0.24685,0.80495,0.00019999999999999993
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,30,50,0.50215,1.0,0.0004,0.00075,0.0,0.74505,0.00035
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,30,75,0.50215,1.0,0.0004,0.00075,0.0,0.74505,0.00035
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,45,0,0.7553,0.7553,0.0004,0.0004,0.2447,0.8047,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,45,25,0.7553,1.0,0.0004,0.00055,0.0,0.7426,0.00015000000000000001
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,45,50,0.7553,1.0,0.0004,0.00055,0.0,0.7426,0.00015000000000000001
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,45,75,0.7553,1.0,0.0004,0.00055,0.0,0.7426,0.00015000000000000001
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,60,0,1.0,1.0,0.00085,0.00085,0.0,0.74065,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,60,25,1.0,1.0,0.00085,0.00085,0.0,0.74065,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,60,50,1.0,1.0,0.00085,0.00085,0.0,0.74065,0.0
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,2021,Charlie Kimball,60,75,1.0,1.0,0.00085,0.00085,0.0,0.74065,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,5,75,0.0,0.2499,0.0,0.0257,0.7501,0.85425,0.0257
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,10,0,0.2503,0.2503,0.02515,0.02515,0.7497,0.8508,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,10,25,0.2503,0.2503,0.02515,0.02515,0.7497,0.8508,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,10,50,0.2503,0.2503,0.02515,0.02515,0.7497,0.8508,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,10,75,0.2503,0.50025,0.02515,0.051,0.49975,0.7052,0.025849999999999998
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,15,0,0.25095,0.25095,0.0239,0.0239,0.74905,0.85575,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,15,25,0.25095,0.5038,0.0239,0.049,0.4962,0.70695,0.0251
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,15,50,0.25095,0.5038,0.0239,0.049,0.4962,0.70695,0.0251
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,15,75,0.25095,1.0,0.0239,0.09445,0.0,0.42205,0.07055
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,20,0,0.49595,0.49595,0.0476,0.0476,0.50405,0.7143,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,20,25,0.49595,0.49595,0.0476,0.0476,0.50405,0.7143,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,20,50,0.49595,0.74315,0.0476,0.07125,0.25685,0.56965,0.02364999999999999
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,20,75,0.49595,1.0,0.0476,0.09715,0.0,0.41925,0.04955
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,30,0,0.49535,0.49535,0.04785,0.04785,0.50465,0.7133,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,30,25,0.49535,0.74765,0.04785,0.0741,0.25235,0.5639,0.026250000000000002
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,30,50,0.49535,1.0,0.04785,0.0978,0.0,0.41875,0.04995
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,30,75,0.49535,1.0,0.04785,0.0978,0.0,0.41875,0.04995
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,45,0,0.75335,0.75335,0.076,0.076,0.24665,0.55915,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,45,25,0.75335,1.0,0.076,0.09945,0.0,0.4148,0.02345
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,45,50,0.75335,1.0,0.076,0.09945,0.0,0.4148,0.02345
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,45,75,0.75335,1.0,0.076,0.09945,0.0,0.4148,0.02345
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,60,0,1.0,1.0,0.0958,0.0958,0.0,0.4238,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,60,25,1.0,1.0,0.0958,0.0958,0.0,0.4238,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,60,50,1.0,1.0,0.0958,0.0958,0.0,0.4238,0.0
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,2021,Will Power,60,75,1.0,1.0,0.0958,0.0958,0.0,0.4238,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,5,75,0.0,0.2452,0.0,0.00305,0.7548,0.96505,0.00305
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,10,0,0.2545,0.2545,0.00265,0.00265,0.7455,0.96655,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,10,25,0.2545,0.2545,0.00265,0.00265,0.7455,0.96655,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,10,50,0.2545,0.2545,0.00265,0.00265,0.7455,0.96655,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,10,75,0.2545,0.50435,0.00265,0.006,0.49565,0.9318,0.00335
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,15,0,0.2492,0.2492,0.0031,0.0031,0.7508,0.9677,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,15,25,0.2492,0.50325,0.0031,0.0063,0.49675,0.93275,0.0032
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,15,50,0.2492,0.50325,0.0031,0.0063,0.49675,0.93275,0.0032
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,15,75,0.2492,1.0,0.0031,0.0117,0.0,0.86345,0.0086
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,20,0,0.50125,0.50125,0.0068,0.0068,0.49875,0.93115,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,20,25,0.50125,0.50125,0.0068,0.0068,0.49875,0.93115,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,20,50,0.50125,0.753,0.0068,0.0104,0.247,0.89695,0.0036
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,20,75,0.50125,1.0,0.0068,0.01335,0.0,0.8647,0.006550000000000001
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,30,0,0.49775,0.49775,0.0059,0.0059,0.50225,0.93145,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,30,25,0.49775,0.7501,0.0059,0.00915,0.2499,0.8952,0.0032500000000000003
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,30,50,0.49775,1.0,0.0059,0.0123,0.0,0.86205,0.0064
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,30,75,0.49775,1.0,0.0059,0.0123,0.0,0.86205,0.0064
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,45,0,0.7477,0.7477,0.00985,0.00985,0.2523,0.897,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,45,25,0.7477,1.0,0.00985,0.0134,0.0,0.86215,0.003550000000000001
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,45,50,0.7477,1.0,0.00985,0.0134,0.0,0.86215,0.003550000000000001
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,45,75,0.7477,1.0,0.00985,0.0134,0.0,0.86215,0.003550000000000001
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,60,0,1.0,1.0,0.01145,0.01145,0.0,0.86535,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,60,25,1.0,1.0,0.01145,0.01145,0.0,0.86535,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,60,50,1.0,1.0,0.01145,0.01145,0.0,0.86535,0.0
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,2021,Sebastien Bourdais,60,75,1.0,1.0,0.01145,0.01145,0.0,0.86535,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,5,75,0.0,0.25125,0.0,0.1547,0.74875,0.8288,0.1547
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,10,0,0.2512,0.2512,0.14955,0.14955,0.7488,0.83125,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,10,25,0.2512,0.2512,0.14955,0.14955,0.7488,0.83125,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,10,50,0.2512,0.2512,0.14955,0.14955,0.7488,0.83125,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,10,75,0.2512,0.50165,0.14955,0.3012,0.49835,0.6622,0.15165000000000003
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,15,0,0.2488,0.2488,0.1529,0.1529,0.7512,0.8299,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,15,25,0.2488,0.4992,0.1529,0.30505,0.5008,0.659,0.15214999999999998
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,15,50,0.2488,0.4992,0.1529,0.30505,0.5008,0.659,0.15214999999999998
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,15,75,0.2488,1.0,0.1529,0.6107,0.0,0.3176,0.4578
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,20,0,0.498,0.498,0.30315,0.30315,0.502,0.6625,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,20,25,0.498,0.498,0.30315,0.30315,0.502,0.6625,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,20,50,0.498,0.74215,0.30315,0.45085,0.25785,0.49595,0.1477
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,20,75,0.498,1.0,0.30315,0.60755,0.0,0.3208,0.30440000000000006
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,30,0,0.50775,0.50775,0.30565,0.30565,0.49225,0.65465,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,30,25,0.50775,0.75525,0.30565,0.45705,0.24475,0.48505,0.15140000000000003
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,30,50,0.50775,1.0,0.30565,0.6037,0.0,0.3206,0.29805000000000004
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,30,75,0.50775,1.0,0.30565,0.6037,0.0,0.3206,0.29805000000000004
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,45,0,0.7464,0.7464,0.45715,0.45715,0.2536,0.4918,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,45,25,0.7464,1.0,0.45715,0.60805,0.0,0.32225,0.15089999999999998
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,45,50,0.7464,1.0,0.45715,0.60805,0.0,0.32225,0.15089999999999998
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,45,75,0.7464,1.0,0.45715,0.60805,0.0,0.32225,0.15089999999999998
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,60,0,1.0,1.0,0.61135,0.61135,0.0,0.3181,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,60,25,1.0,1.0,0.61135,0.61135,0.0,0.3181,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,60,50,1.0,1.0,0.61135,0.61135,0.0,0.3181,0.0
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,2021,Graham Rahal,60,75,1.0,1.0,0.61135,0.61135,0.0,0.3181,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,5,75,0.0,0.24935,0.0,0.00335,0.75065,0.81975,0.00335
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,10,0,0.2521,0.2521,0.00435,0.00435,0.7479,0.82065,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,10,25,0.2521,0.2521,0.00435,0.00435,0.7479,0.82065,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,10,50,0.2521,0.2521,0.00435,0.00435,0.7479,0.82065,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,10,75,0.2521,0.49745,0.00435,0.00855,0.50255,0.64315,0.004200000000000001
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,15,0,0.25005,0.25005,0.0037,0.0037,0.74995,0.8192,0.0
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,15,25,0.25005,0.4998,0.0037,0.0071,0.5002,0.6391,0.0034000000000000002
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,15,50,0.25005,0.4998,0.0037,0.0071,0.5002,0.6391,0.0034000000000000002
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,15,75,0.25005,1.0,0.0037,0.0149,0.0,0.28295,0.0112
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,2021,Simona De Silvestro,20,0,0.49105,0.49105,0.0069,0.0069,0.50895,0.64725,0.0
