file,rows,rows_2022,rows_2025,attempt_id_columns,driver_columns,speed_columns,time_columns,order_columns,status_columns,reference_columns
r4/output/r4f7a_v2_expanded_latent_window_input_readiness_rows.csv,329,44,0,attempt_id,driver_name;driver_key,reference_speed_mph,,,result_status,reference_available;reference_speed_mph;reference_type
r4/output/r4f7a_v2_reference_expansion_gain_by_year.csv,5,1,0,,,,,,,
r4/output/r4f7b_latent_window_training_manifest_v1.csv,329,44,0,attempt_id,driver_name;driver_key,reference_speed_mph,,,result_status,reference_available;reference_speed_mph;reference_type
r4/output/r4lc0_last_chance_local_summary_v1.csv,6,1,1,,,,,,,
r4/output/r4lc1_last_chance_year_registry_v1.csv,6,1,1,,,,,,official_source_status,
r4/output/r4p0_cross_car_data_inventory_v1.csv,6,1,0,,,,timestamp_exact_attempts;timestamp_approximate_attempts;timestamp_bounded_attempts;timestamp_ordering_only_attempts;timestamp_unknown_attempts;point_timestamp_attempts;timestamp_evidenced_including_bounded,timestamp_ordering_only_attempts,valid_four_lap_average_attempts;fixed_window_status,
r4/output/r4p0_time_window_coverage_v1.csv,20,4,0,,,,timestamp_rule,,,
r4/output/r4p1_attempt_four_lap_panel_v1.csv,329,44,0,attempt_id,driver_name,four_lap_average_speed_mph;lap1_speed_mph;lap2_speed_mph;lap3_speed_mph;lap4_speed_mph,canonical_start_time_utc;canonical_end_time_utc;canonical_event_time_quality;time_point_utc;time_lower_utc;time_upper_utc,car_attempt_index;car_attempt_order_quality;global_order_lower_bound;global_order_upper_bound;chronology_usable,result_status,
r4/output/r4p1_first_run_order_panel_v1.csv,150,33,0,attempt_id,driver_name,four_lap_average_speed_mph;lap1_speed_mph;lap2_speed_mph;lap3_speed_mph;lap4_speed_mph,canonical_start_time_utc;canonical_end_time_utc;canonical_event_time_quality;time_point_utc;time_lower_utc;time_upper_utc,car_attempt_index;car_attempt_order_quality;global_order_lower_bound;global_order_upper_bound;chronology_usable;field_order_evidence_class,result_status,
r4/output/r4p1_four_lap_shape_summary_v1.csv,15,3,0,,,mean_four_lap_average_speed_mph;median_four_lap_average_speed_mph,,,,
r4/output/r4p1_multi_run_four_lap_panel_v1.csv,162,16,0,attempt_id,driver_name,four_lap_average_speed_mph;lap1_speed_mph;lap2_speed_mph;lap3_speed_mph;lap4_speed_mph,canonical_start_time_utc;canonical_end_time_utc;canonical_event_time_quality;time_point_utc;time_lower_utc;time_upper_utc,car_attempt_index;car_attempt_order_quality;global_order_lower_bound;global_order_upper_bound;chronology_usable;run_index_observed;run_index_quality,result_status,
r4/output/r4p2_multi_run_transitions_v1.csv,92,8,0,,driver_name,before_four_lap_average_speed_mph;after_four_lap_average_speed_mph;delta_four_lap_average_speed_mph,before_time_utc;after_time_utc,before_run_index;after_run_index,,
r4/output/r4p2_transition_environment_summary_v1.csv,5,1,0,,,mean_delta_speed_mph;median_delta_speed_mph;std_delta_speed_mph,,,,
r4/output/r4p8_track_temperature_training_dataset_v1.csv,312,59,0,,,,decision_time_utc;target_time_utc;selected_hrrr_cycle_utc,,,
weather/evidence/ptsc/indy500_day1_track_temp_2020_2024.csv,168,31,0,,,,,,,
weather/evidence/ptsc/indy500_day1_track_temp_2020_2024_time_normalized.csv,168,31,0,,,,,,,
weather/evidence/ptsc/indy500_day1_track_temp_excluded_blocks.csv,20,20,0,,,,,,,
weather/evidence/ptsc/indy500_day1_track_temp_qa.csv,160,32,0,,,,,,status,
weather/evidence/ptsc/indy500_day1_track_temp_qa_summary.csv,5,1,0,,,,,,,
weather/evidence/ptsc_firestone_history_probe.csv,216,36,36,,,,,,status_code,
weather/evidence/ptsc_wayback_results.csv,2,0,2,,,,timestamp,,statuscode,
weather/evidence/track_condition_evidence_candidates.csv,3,2,0,,,,,,review_status,
weather/output/chronology_rescue_2022_action_lane_evidence_v1.csv,1,1,0,,driver_name,,time_lower_utc;time_upper_utc,,promotion_status,
weather/output/chronology_rescue_2022_adjudicated_evidence_v2.csv,7,7,0,,driver_name,speed_mph;related_speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status;adjudication_status,
weather/output/chronology_rescue_2022_adjudicated_evidence_v3.csv,9,9,0,,driver_name,speed_mph;related_speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status;adjudication_status,
weather/output/chronology_rescue_2022_adjudicated_evidence_v4.csv,13,13,0,,driver_name,speed_mph;related_speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status;adjudication_status,
weather/output/chronology_rescue_2022_adjudicated_evidence_v5.csv,15,15,0,,driver_name,speed_mph;related_speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status;adjudication_status,
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v1.csv,44,44,0,attempt_id,driver_name,four_lap_average_speed_mph,,car_attempt_index;chronology_evidence_rows;has_ordering_only,canonical_result_status;official_status;coverage_status;decision_status_candidate,
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,1,1,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/chronology_rescue_2022_chronology_only_link_resolution_v1.csv,4,4,0,attempt_id,driver_name,official_speed_mph;canonical_speed_mph,,car_attempt_index;chronology_order_inferred,official_status;canonical_result_status;match_status,
weather/output/chronology_rescue_2022_derived_attempt_intervals_v1.csv,2,2,0,,driver_name,speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,chronology_usable,official_result_status,
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v1.csv,15,15,0,attempt_id,driver_name,speed_mph;related_speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status;adjudication_status;attempt_link_status,
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,15,15,0,attempt_id,driver_name,speed_mph;related_speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status;adjudication_status;attempt_link_status,
weather/output/chronology_rescue_2022_ilott_autosport_retake_evidence_v1.csv,1,1,0,,,subject_speed_mph;related_speed_mph;observed_speed_delta_mph;reported_speed_delta_mph,timestamp,,withdrawal_semantics;adjudication_status,
weather/output/chronology_rescue_2022_ilott_autosport_retake_evidence_v2.csv,1,1,0,,,subject_speed_mph;related_speed_mph;observed_speed_delta_mph;reported_speed_delta_mph,timestamp,,withdrawal_semantics;adjudication_status,
weather/output/chronology_rescue_2022_ilott_precision_archive_targets_v1.csv,16,16,0,,,,,,,
weather/output/chronology_rescue_2022_karam_repeat_conflict_evidence_v1.csv,2,2,0,,driver_name,first_speed_mph;second_speed_mph;speed_delta_mph,,,,
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,1,1,0,,driver_name,first_speed_mph;second_speed_mph,exact_timestamp,,first_official_status;withdrawal_semantic,
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,1,1,0,,driver_name,first_speed_mph;second_speed_mph,exact_timestamp,,official_second_status,
weather/output/chronology_rescue_2022_next_rescue_priority_v1.csv,44,44,0,attempt_id,driver_name,four_lap_average_speed_mph,,car_attempt_index;chronology_evidence_rows;has_ordering_only,canonical_result_status;official_status;coverage_status;decision_status_candidate,
weather/output/chronology_rescue_2022_official_evidence_v1.csv,5,5,0,,driver_name,speed_mph,time_lower_utc;time_upper_utc;time_midpoint_utc,ordering_relation;chronology_usable,official_result_status,
weather/output/chronology_rescue_2022_ordering_edges_v2.csv,1,1,0,,,from_speed_mph;to_speed_mph,,chronology_usable,from_result_status;to_result_status,
weather/output/chronology_rescue_2022_result_row_matches_v1.csv,4,4,0,,driver_name,speed_mph,,,official_status,
weather/output/chronology_rescue_2022_result_to_canonical_attempt_matches_v1.csv,40,40,0,attempt_id,driver_name,official_speed_mph;canonical_speed_mph,,car_attempt_index,official_status;canonical_result_status;match_status,
weather/output/chronology_rescue_2022_result_to_canonical_attempt_matches_v2.csv,44,44,0,attempt_id,driver_name,official_speed_mph;canonical_speed_mph,,car_attempt_index,official_status;canonical_result_status;match_status,
weather/output/chronology_rescue_2022_result_to_canonical_attempt_matches_v3.csv,44,44,0,attempt_id,driver_name;canonical_driver_name;official_pdf_driver_name,official_speed_mph;canonical_speed_mph,,car_attempt_index,official_status;canonical_result_status;match_status,
weather/output/chronology_rescue_2022_sato_marco_result_context_v1.csv,4,4,0,,driver_name_pdf,speed_avg_mph,,chronology_assigned,status,
weather/output/chronology_rescue_2022_sato_required_reattempt_adjudication_v1.csv,1,1,0,,driver_name,subject_speed_mph;related_speed_mph,exact_timestamp,,subject_official_status;direct_official_invalidation_rows,
weather/output/chronology_rescue_2022_secondary_adjudicated_evidence_v1.csv,3,3,0,,driver_name,,time_lower_utc;time_upper_utc,,promotion_status,
weather/output/chronology_rescue_2022_unresolved_attempt_links_v1.csv,4,4,0,,driver_name,official_speed_mph,,,official_status,
weather/output/chronology_rescue_2022_weather_interruption_windows_v1.csv,4,4,0,,,,time_lower_utc;time_upper_utc;time_midpoint_utc,chronology_usable,,
weather/output/contemporaneous_decision_state_evidence_ledger_v1.csv,7,7,0,,driver_name,cutoff_speed_mph,exact_timestamp,,promotion_status,
weather/output/contemporaneous_decision_state_evidence_ledger_v2.csv,7,7,0,,driver_name,cutoff_speed_mph,exact_timestamp,,promotion_status,
weather/output/decision_time_observable_state_v2.csv,8,8,0,,driver_name,first_attempt_speed_mph;second_attempt_speed_mph;cutoff_speed_mph,first_attempt_time_point_utc;first_attempt_time_lower_utc;first_attempt_time_upper_utc;second_attempt_time_point_utc;second_attempt_time_lower_utc;second_attempt_time_upper_utc,first_car_attempt_index;second_car_attempt_index;first_attempt_chronology_usable;second_attempt_chronology_usable;relative_run_order,first_attempt_status;second_attempt_status,
weather/output/decision_time_observable_state_v3.csv,8,8,0,,driver_name,first_attempt_speed_mph;predecision_cutoff_speed_mph,,first_car_attempt_index;second_car_attempt_index,first_attempt_status,
weather/output/decision_time_observable_state_v4_1_final.csv,8,8,0,,driver_name,first_attempt_speed_mph;predecision_cutoff_speed_mph,,first_car_attempt_index;second_car_attempt_index,first_attempt_status;first_attempt_speed_repair_status,
weather/output/decision_time_observable_state_v4_final.csv,8,8,0,,driver_name,first_attempt_speed_mph;predecision_cutoff_speed_mph,,first_car_attempt_index;second_car_attempt_index,first_attempt_status;first_attempt_speed_repair_status,
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,10,10,0,,driver_name,cutoff_speed_mph,,relative_run_order,,
weather/output/final_realized_environment_coverage_audit.csv,5,1,0,,,,,chronology_derived_environment_rows,realized_environment_status,
weather/output/global_car_number_canonical_collision_audit_v1.csv,6,2,0,,,,,,,
weather/output/interruption_state_evidence_ledger_2022_v1.csv,5,5,0,,,,time_lower_utc;time_upper_utc,,promotion_status,
weather/output/interruption_track_state_identifiability_2022_v1.csv,1,1,0,,,,,interruption_chronology_support,,
weather/output/lane_rescue_2022_rossi_lane1_evidence_v2.csv,1,1,0,,driver_name,first_speed_mph;second_speed_mph,exact_timestamp,,first_official_status,
weather/output/official_action_lane_leaderboard_fetch_audit_v1.csv,10,2,0,,,,,,status_code,
weather/output/official_action_lane_leaderboard_local_evidence_hits_v1.csv,70,1,0,,,,,,manual_review_status,
weather/output/official_action_lane_leaderboard_resource_candidates_v1.csv,577,88,0,,,,,,manual_review_status,
weather/output/official_api_record_semantics_by_car_v1.csv,111,21,0,,driver_name,,,,status,
weather/output/official_api_record_semantics_records_v1.csv,230,44,0,,driver_name,,,,status,
weather/output/official_api_record_semantics_summary_v1.csv,5,1,0,,,,,,status_distribution,
weather/output/official_day1_api_record_categorical_values_v1.csv,2025,310,0,,,,,,,
weather/output/official_day1_api_record_field_inventory_v1.csv,170,34,0,,,,,,,
weather/output/official_day1_api_record_inventory_v1.csv,230,44,0,,field__DriverName,,,,field__Status,
weather/output/official_day1_report_text_file_audit_v1.csv,17,3,0,,,,,,,
weather/output/official_day1_report_text_summary_v1.csv,155,31,0,,,,,,,
weather/output/official_day1_report_text_term_hits_v1.csv,733,107,0,,,,,,,
weather/output/official_day1_results_attempt_rows_v1.csv,320,44,0,,driver_name_pdf,speed_avg_mph,,,status,
weather/output/official_day1_session_detail_audit_v1.csv,5,1,0,,,,,,,
weather/output/official_day1_session_field_inventory_v1.csv,40,8,0,,,,,,,
weather/output/official_day1_session_report_download_v2.csv,17,3,0,,,,,,status_code,
weather/output/official_day1_session_report_fetch_audit_v1.csv,22,4,0,,,,,,status_code,
weather/output/official_day1_session_report_inventory_v1.csv,17,3,0,,,,,,status_code,
weather/output/official_dynamic_endpoint_candidates_v1.csv,595,119,0,,,,,,manual_review_status,
weather/output/official_dynamic_page_audit_v1.csv,5,1,0,,,,,,status_code,
weather/output/official_dynamic_script_inventory_v1.csv,10,2,0,,,,,,status_code,
weather/output/official_indy500_day1_api_fetch_audit_v1.csv,5,1,0,,,,,,status_code,
weather/output/official_indy500_event_inventory_v1.csv,62,14,0,,,,,,,
weather/output/official_indycar_series_identity_v1.csv,5,1,0,,,,,,status,
weather/output/official_lane_queue_live_archive_targets_v1.csv,30,6,0,,,,,,first_party_status,
weather/output/official_lane_queue_live_resource_registry_v1.csv,22,1,0,,,,timestamp_fields_present,,withdraw_fields_present;http_status;promotion_status,
weather/output/official_lane_queue_live_year_coverage_v1.csv,5,1,0,,,,attempt_timestamp,queue_order,withdraw_event;status,
weather/output/official_report_endpoint_candidates_v1.csv,25,5,0,,,,,,manual_review_status,
weather/output/official_report_endpoint_fetch_audit_v1.csv,10,2,0,,,,,,status_code,
weather/output/pit_service_identifiability_2022_v1.csv,1,1,0,,,,,,service_identifiability_status,
weather/output/pit_service_rescue_2022_external_technical_evidence_v1.csv,1,1,0,,driver_name,,,,,
weather/output/queue_requeue_evidence_ledger_v1.csv,5,5,0,,driver_name,,exact_timestamp,relative_run_order,promotion_status,source_reference
weather/output/queue_wait_identifiability_2022_v1.csv,1,1,0,,,,,run_order_support,queue_wait_status,
weather/output/r3b_simulator_input_pack_v1.csv,8,8,0,,driver_name,first_attempt_speed_mph;predecision_cutoff_speed_mph,,,,
weather/output/r3b_timed_subset_coverage_v1.csv,5,1,0,,,,,,,
weather/output/rubber_grip_adjacent_mechanism_evidence_2022_v1.csv,1,1,0,,,,,,,
weather/output/rubber_grip_identifiability_2022_v1.csv,1,1,0,,,,,,day1_rubber_state_status;day1_grip_evolution_status,
weather/output/technical_state_evidence_2022_v1.csv,1,1,0,,driver_name,,,,promotion_status,
weather/output/tire_thermal_pressure_identifiability_2022_v1.csv,1,1,0,,,,,,tire_state_identifiability_status;tire_temperature_status;tire_pressure_status;thermal_state_status;fresh_tire_between_runs_status,
weather/output/unified_attempt_action_lane_ledger_v1.csv,1,1,0,,driver_name,,,chronology_usable,,
weather/output/unified_attempt_action_lane_ledger_v2.csv,2,2,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_action_lane_ledger_v3.csv,3,3,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_action_lane_ledger_v4.csv,4,4,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_action_lane_ledger_v5.csv,5,5,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_action_lane_ledger_v6.csv,6,6,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_action_lane_ledger_v7.csv,7,7,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_action_lane_ledger_v8.csv,8,8,0,,driver_name,subject_speed_mph;related_speed_mph,,chronology_usable,official_subject_status;promotion_status,
weather/output/unified_attempt_chronology_constraint_ledger_v10.csv,164,22,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,151,9,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,153,11,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,155,13,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,157,15,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,158,16,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,159,17,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v8.csv,160,18,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_ledger_v9.csv,162,20,0,attempt_id,driver_name,,time_point_utc;time_lower_utc;time_upper_utc;time_midpoint_utc,car_attempt_index;chronology_usable;ordering_relation;ordering_role,result_status,
weather/output/unified_attempt_chronology_constraint_summary_v1.csv,5,1,0,,,,,chronology_usable_rows,,
weather/output/unified_attempt_chronology_constraint_summary_v2.csv,5,1,0,,,,,chronology_usable_rows,,
weather/output/unified_attempt_chronology_constraint_summary_v3.csv,5,1,0,,,,,chronology_usable_rows;unique_attempts_with_chronology,,
weather/output/unified_attempt_chronology_constraint_summary_v4.csv,5,1,0,,,,,chronology_usable_rows;unique_attempts_with_chronology,,
