file,column,classes,semantic_type,target_rows,nonempty,coverage,unique_values,numeric_fraction,numeric_min,numeric_max,direct_attempt_join
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,578.860833,991.991111,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_available,FORECAST,AVAILABILITY_OR_BOOLEAN_FLAG,40,40,1.0,1,0.0,,,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_temp_c,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,15.798642,29.860368,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_temp_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.030955,0.290807,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_temp_c_per_min,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.0030955,0.02908071,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_dewpoint_c,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,5.979636,19.994519,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_dewpoint_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.574023,0.299103,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_dewpoint_c_per_min,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.05740229,0.02991028,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_relative_humidity_pct,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,31.919321,68.223158,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-2.644363,0.723595,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_relative_humidity_pct_per_min,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.26443628,0.07235949,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_wind_speed_10m_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.421037,5.745064,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.083009,0.176085,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_wind_speed_10m_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.00830094,0.0176085,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_wind_direction_deg,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,5.947812,342.743765,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-6.04801,9.566352,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_wind_direction_deg_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-0.60480103,0.95663517,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_pressure_hpa,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,38,1.0,985.793361,1001.666333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,-0.166667,0.183333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_pressure_hpa_per_min,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,-0.01666667,0.01833333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_gust_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.999018,7.688822,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_gust_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.204438,0.220719,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_gust_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.02044379,0.02207189,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_cloud_cover_pct,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,0.0,100.0,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,12,1.0,-16.0,12.833333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,12,1.0,-1.6,1.28333333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,549.360833,994.657778,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-42.7125,25.931944,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-4.27125,2.59319444,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_available,FORECAST,AVAILABILITY_OR_BOOLEAN_FLAG,40,40,1.0,1,0.0,,,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_temp_c,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,15.973544,30.061265,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_temp_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.06191,0.581614,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_temp_c_per_min,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.0030955,0.02908071,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_dewpoint_c,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,6.021354,19.905861,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_dewpoint_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-1.148046,0.598206,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_dewpoint_c_per_min,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.05740229,0.02991028,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_relative_humidity_pct,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,31.833948,66.790303,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-5.288726,1.44719,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_relative_humidity_pct_per_min,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.26443628,0.07235949,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_wind_speed_10m_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.433289,5.870123,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.166019,0.35217,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_wind_speed_10m_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.00830094,0.0176085,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_wind_direction_deg,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,12.459709,343.023056,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-12.387715,18.801641,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_wind_direction_deg_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-0.61938577,0.94008205,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_pressure_hpa,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,36,1.0,985.776694,1001.6955,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,23,1.0,-0.333333,0.3875,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_pressure_hpa_per_min,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,23,1.0,-0.01666667,0.019375,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_gust_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.990032,7.895094,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_gust_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.408876,0.472515,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_gust_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.02044379,0.02362576,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_cloud_cover_pct,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,0.0,100.0,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,12,1.0,-32.0,25.666667,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,12,1.0,-1.6,1.28333333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,519.860833,997.324444,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-118.2125,47.633333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-5.910625,2.38166667,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_available,FORECAST,AVAILABILITY_OR_BOOLEAN_FLAG,40,40,1.0,1,0.0,,,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_temp_c,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,16.148445,30.262162,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_temp_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.12369,0.872421,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_temp_c_per_min,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.00412298,0.02908071,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_dewpoint_c,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,5.921478,19.817202,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_dewpoint_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-1.722069,0.897308,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_dewpoint_c_per_min,FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.05740229,0.02991028,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_relative_humidity_pct,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,31.748575,65.357448,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-7.933088,2.170785,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_relative_humidity_pct_per_min,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.26443628,0.07235949,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_wind_speed_10m_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.445541,5.995182,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.249028,0.528255,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_wind_speed_10m_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.00830094,0.0176085,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_wind_direction_deg,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,18.795442,343.540618,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-18.877788,28.205716,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_wind_direction_deg_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-0.62925959,0.94019054,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_pressure_hpa,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,36,1.0,985.760028,1001.699667,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.5,0.604167,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_pressure_hpa_per_min,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.01666667,0.02013889,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_gust_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.981047,8.101367,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_gust_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.613314,0.724312,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_gust_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-0.02044379,0.02414372,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_cloud_cover_pct,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,0.0,100.0,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,13,1.0,-47.487222,38.5,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,13,1.0,-1.58290741,1.28333333,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,490.25575,999.991111,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-193.7125,71.45,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,40,40,1.0,30,1.0,-6.45708333,2.38166667,False
r4p6_decision_safe_conditional_dataset_v1.csv,decision_time_utc,TIME,TIME_OR_DATETIME,5,5,1.0,5,0.0,,,False
r4p6_decision_safe_conditional_dataset_v1.csv,historical_future_run_time_utc,TIME,TIME_OR_DATETIME,5,5,1.0,5,0.0,,,False
r4p6_decision_safe_conditional_dataset_v1.csv,selected_hrrr_cycle_utc,FORECAST;TIME,TIME_OR_DATETIME,5,5,1.0,4,0.0,,,False
r4p6_decision_safe_conditional_dataset_v1.csv,cycle_age_minutes_at_decision,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,60.75,90.216667,False
r4p6_decision_safe_conditional_dataset_v1.csv,current_lap1_to_lap4_delta_mph,DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-3.653,-0.975,False
r4p6_decision_safe_conditional_dataset_v1.csv,actual_next_run_speed_delta_mph,DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.382,0.609,False
r4p6_decision_safe_conditional_dataset_v1.csv,decision_time_safe,TIME,BOOLEAN_FLAG,5,5,1.0,1,0.0,,,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_temp_c,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,18.57184,29.65947,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_temp_c,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,18.562728,31.02382,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_temp_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.184285,1.36435,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_temp_c_per_min,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.00281277,0.01837509,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_dewpoint_c,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,5.680533,19.351937,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_dewpoint_c,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,6.767558,18.400724,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_dewpoint_c,FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.951213,1.087025,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_dewpoint_c_per_min,FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.01281094,0.01047398,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_relative_humidity_pct,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,36.092698,53.957581,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_relative_humidity_pct,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,35.980172,47.773962,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-6.914582,2.062406,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_relative_humidity_pct_per_min,HUMIDITY;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.09312568,0.01987223,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_wind_speed_10m_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.408785,5.620006,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_wind_speed_10m_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.502954,5.981777,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.033699,0.847142,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_wind_speed_10m_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.00126827,0.00882253,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_wind_direction_deg,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,44.48971,342.464467,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_wind_direction_deg,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,269.337387,353.503371,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-50.986339,12.321794,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_wind_direction_deg_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.6866847,0.11872613,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_pressure_hpa,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,986.80125,998.501444,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_pressure_hpa,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,986.875,998.639889,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.07375,0.614111,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_pressure_hpa_per_min,PRESSURE;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.00099327,0.01137463,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_gust_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,1.606068,7.482549,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_gust_ms,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,1.46912,8.164401,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_gust_ms,WIND;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.136948,1.472064,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_gust_ms_per_min,WIND;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-0.00550378,0.01588962,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_cloud_cover_pct,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.0,51.653333,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_future_cloud_cover_pct,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,0.0,18.426667,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_change_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-33.226667,5.720556,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_rate_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,-1.6,0.05512018,False
r4p6_decision_safe_conditional_dataset_v1.csv,forecast_now_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,CONTINUOUS_NUMERIC,5,5,1.0,5,1.0,578.860833,990.955,False
