fused_decision_id,year,driver,regime,benchmark_type,current_result_speed_mph,benchmark_speed_mph,assumed_time_remaining_minutes,time_remaining_semantics,priority_wait_reduction_fraction,priority_wait_reduction_percent,priority_reduction_semantics,n_draws,lane2_wait_support_minutes,lane1_effective_wait_support_minutes,retain_p_completed,retain_p_final_result_exists,retain_p_final_meets_benchmark,retain_p_final_improves_current,retain_p_final_worse_than_current,retain_expected_final_speed_mph,withdraw_p_completed,withdraw_p_final_result_exists,withdraw_p_no_final_result,withdraw_p_final_meets_benchmark,withdraw_p_final_beats_current,withdraw_p_final_worse_than_current,withdraw_expected_final_speed_conditional_mph,delta_completion_probability,delta_benchmark_success_probability,delta_improvement_probability,delta_no_result_probability,delta_downside_probability,withdraw_benchmark_probability_exceeds_retain,withdraw_completion_probability_exceeds_retain,dynamic_competitor_evolution_used,historical_priority_advantage_claimed
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.4961,1.0,1.0,0.1376,0.0,230.33928275756975,1.0,1.0,0.0,0.2808,0.2808,0.7192,229.67170295288338,0.5039,-0.7192000000000001,0.1432,0.0,0.7192,False,True,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.4961,1.0,1.0,0.1376,0.0,230.33928275756975,1.0,1.0,0.0,0.2808,0.2808,0.7192,229.67170295288338,0.5039,-0.7192000000000001,0.1432,0.0,0.7192,False,True,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.74855,1.0,1.0,0.21345,0.0,230.38838879801622,0.74855,0.74855,0.25145,0.21345,0.21345,0.78655,229.68311630485545,0.0,-0.78655,0.0,0.25145,0.78655,False,False,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.74855,1.0,1.0,0.21345,0.0,230.38838879801622,1.0,1.0,0.0,0.2809,0.2809,0.7191,229.67517590833936,0.25144999999999995,-0.7191000000000001,0.06744999999999998,0.0,0.7191,False,True,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.74855,1.0,1.0,0.21345,0.0,230.38838879801622,1.0,1.0,0.0,0.2809,0.2809,0.7191,229.67517590833936,0.25144999999999995,-0.7191000000000001,0.06744999999999998,0.0,0.7191,False,True,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.74855,1.0,1.0,0.21345,0.0,230.38838879801622,1.0,1.0,0.0,0.2809,0.2809,0.7191,229.67517590833936,0.25144999999999995,-0.7191000000000001,0.06744999999999998,0.0,0.7191,False,True,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,1.0,1.0,1.0,0.2784,0.0,230.42949212517146,1.0,1.0,0.0,0.2784,0.2784,0.7216,229.6756304503094,0.0,-0.7216,0.0,0.0,0.7216,False,False,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,1.0,1.0,1.0,0.2784,0.0,230.42949212517146,1.0,1.0,0.0,0.2784,0.2784,0.7216,229.6756304503094,0.0,-0.7216,0.0,0.0,0.7216,False,False,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,1.0,1.0,1.0,0.2784,0.0,230.42949212517146,1.0,1.0,0.0,0.2784,0.2784,0.7216,229.6756304503094,0.0,-0.7216,0.0,0.0,0.7216,False,False,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,FAST_NINE_ADVANCEMENT,230.254,230.254,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,1.0,1.0,1.0,0.2784,0.0,230.42949212517146,1.0,1.0,0.0,0.2784,0.2784,0.7216,229.6756304503094,0.0,-0.7216,0.0,0.0,0.7216,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.0,1.0,0.0,0.0,0.0,229.154,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.0,1.0,0.0,0.0,0.0,229.154,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.0,1.0,0.0,0.0,0.0,229.154,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.0,1.0,0.0,0.0,0.0,229.154,0.24765,0.24765,0.75235,0.01745,0.1166,0.8834,229.07556148941404,0.24765,0.01745,0.1166,0.75235,0.8834,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.2517,1.0,0.018,0.12035,0.0,229.24583852164457,0.2517,0.2517,0.7483,0.018,0.12035,0.87965,229.09948803933204,0.0,0.0,0.0,0.7483,0.87965,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.2517,1.0,0.018,0.12035,0.0,229.24583852164457,0.2517,0.2517,0.7483,0.018,0.12035,0.87965,229.09948803933204,0.0,0.0,0.0,0.7483,0.87965,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.2517,1.0,0.018,0.12035,0.0,229.24583852164457,0.2517,0.2517,0.7483,0.018,0.12035,0.87965,229.09948803933204,0.0,0.0,0.0,0.7483,0.87965,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.2517,1.0,0.018,0.12035,0.0,229.24583852164457,0.504,0.504,0.496,0.0345,0.23835,0.76165,229.0831083860105,0.2523,0.016500000000000004,0.11800000000000001,0.496,0.76165,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.25205,1.0,0.0159,0.1187,0.0,229.24418348531518,0.25205,0.25205,0.74795,0.0159,0.1187,0.8813,229.0852861488957,0.0,0.0,0.0,0.74795,0.8813,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.25205,1.0,0.0159,0.1187,0.0,229.24418348531518,0.50135,0.50135,0.49865,0.0324,0.23365,0.76635,229.07586865715797,0.24929999999999997,0.016499999999999997,0.11495,0.49865,0.76635,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.25205,1.0,0.0159,0.1187,0.0,229.24418348531518,0.50135,0.50135,0.49865,0.0324,0.23365,0.76635,229.07586865715797,0.24929999999999997,0.016499999999999997,0.11495,0.49865,0.76635,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.25205,1.0,0.0159,0.1187,0.0,229.24418348531518,1.0,1.0,0.0,0.0682,0.46655,0.53345,229.0795892294949,0.74795,0.0523,0.34785,0.0,0.53345,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.5045,1.0,0.03335,0.23635,0.0,229.33200771494433,0.5045,0.5045,0.4955,0.03335,0.23635,0.76365,229.0698505353297,0.0,0.0,0.0,0.4955,0.76365,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.5045,1.0,0.03335,0.23635,0.0,229.33200771494433,0.5045,0.5045,0.4955,0.03335,0.23635,0.76365,229.0698505353297,0.0,0.0,0.0,0.4955,0.76365,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.5045,1.0,0.03335,0.23635,0.0,229.33200771494433,0.755,0.755,0.245,0.05035,0.3578,0.6422,229.07830785788775,0.25050000000000006,0.017,0.12145,0.245,0.6422,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.5045,1.0,0.03335,0.23635,0.0,229.33200771494433,1.0,1.0,0.0,0.0669,0.47145,0.52855,229.07631190505,0.49550000000000005,0.03355,0.23509999999999998,0.0,0.52855,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.4942,1.0,0.0309,0.2279,0.0,229.32315109892073,0.4942,0.4942,0.5058,0.0309,0.2279,0.7721,229.0582997607257,0.0,0.0,0.0,0.5058,0.7721,False,False,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.4942,1.0,0.0309,0.2279,0.0,229.32315109892073,0.75065,0.75065,0.24935,0.0487,0.35045,0.64955,229.06866172441886,0.25645000000000007,0.0178,0.12254999999999999,0.24935,0.64955,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.4942,1.0,0.0309,0.2279,0.0,229.32315109892073,1.0,1.0,0.0,0.06505,0.4649,0.5351,229.06838155084898,0.5058,0.03415,0.237,0.0,0.5351,True,True,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,FAST_NINE_ADVANCEMENT,229.154,230.539,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.4942,1.0,0.0309,0.2279,0.0,229.32315109892073,1.0,1.0,0.0,0.06505,0.4649,0.5351,229.06838155084898,0.5058,0.03415,0.237,0.0,0.5351,True,True,False,False
