year,attempt_id,driver_name,driver_key,car_number,result_status,strict_performance_eligible,reference_available,reference_speed_mph,reference_type,point_time_available,environment_alignment_usable,ptsc_track_temp_available,hrrr_leakage_safe_available,observed_latent_ready,forecast_latent_ready,dataset_role
2020,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,Sage Karam,sage karam,24,VALID_RETAINED,True,True,228.187,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,2d3ae29a-bc6b-5723-9247-439f79da15a6,Zach Veach,zach veach,26,VALID_RETAINED,True,True,231.19,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,ceaa8d7b-ed45-5e08-915d-df9fd734c673,"Veach, Zach",veach zach,26,UNKNOWN,False,False,,,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,45b8b79d-e1a3-5be5-b9f2-04f6fe36320c,"Veach, Zach",veach zach,26,UNKNOWN,False,False,,,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,22064d0f-cb33-547f-a4e9-f2bc1ed97a6d,Zach Veach,zach veach,26,UNKNOWN,False,True,231.19,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,2815155d-aca1-531b-871b-f8c6670e64e8,Zach Veach,zach veach,26,UNKNOWN,False,True,231.19,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,81f0c457-15fb-5f7f-9649-8663a142764d,Alexander Rossi,alexander rossi,27,VALID_RETAINED,True,True,231.859,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,d155ad85-3d5c-5b55-95d6-40ba696a0bde,Ryan Hunter-Reay,ryan hunter reay,28,VALID_RETAINED,True,True,232.124,NO_TOW_SINGLE_LAP,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,917d4c7e-5c5e-5976-aa32-50a7bc958440,James Hinchcliffe,james hinchcliffe,29,VALID_RETAINED,True,True,231.967,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,Helio Castroneves,helio castroneves,3,VALID_RETAINED,True,True,228.451,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,7799cc62-18bb-568d-9de2-16cb3622a0de,Helio Castroneves,helio castroneves,3,VALID_RETAINED,True,True,228.451,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,Takuma Sato,takuma sato,30,VALID_RETAINED,True,True,231.88,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,64cc9d51-f91b-503f-8164-1a91d9713df9,Takuma Sato,takuma sato,30,VALID_RETAINED,True,True,231.88,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,ec187739-e976-517d-8f35-e70210af7a42,Takuma Sato,takuma sato,30,VALID_RETAINED,True,True,231.88,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,9b56a28b-8dc8-56aa-843d-d47deb300592,Charlie Kimball,charlie kimball,4,VALID_RETAINED,True,True,230.861,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,bcd4eb03-1bcb-5689-82fa-5cb2518eca10,Charlie Kimball,charlie kimball,4,UNKNOWN,False,True,230.861,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2020,a6295479-1996-5baa-b116-ab56a03c118d,Dalton Kellett,dalton kellett,41,VALID_RETAINED,True,True,229.099,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,e2df4919-a45f-5b41-916e-55908e4f1abb,Spencer Pigot,spencer pigot,45,VALID_RETAINED,True,True,232.116,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,eda9cf9f-a821-5b18-9ef9-84f838678dfc,Spencer Pigot,spencer pigot,45,UNKNOWN,False,True,232.116,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2020,a7f0ef57-a971-5870-9606-1fe1cd378e2a,Conor Daly,conor daly,47,VALID_RETAINED,True,True,232.337,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,df3c02a3-9655-512c-a2e6-4ffe9eadc505,Conor Daly,conor daly,47,VALID_RETAINED,True,True,232.337,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,194c9baa-3297-571e-82bf-ac3ba81e07fc,Pato O'Ward,pato o ward,5,VALID_RETAINED,True,True,230.581,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,757828a3-822d-5bd8-b9f0-681a6918b48b,Pato O'Ward,pato o ward,5,VALID_RETAINED,True,True,230.581,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,James Davison,james davison,51,VALID_RETAINED,True,True,229.766,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,fe1f030c-0baa-54f3-8c55-6ad8fd58f371,James Davison,james davison,51,UNKNOWN,False,True,229.766,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2020,b3ac1729-6563-5819-a04b-0f76aeae5b0f,Alex Palou,alex palou,55,VALID_RETAINED,True,True,231.989,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,75519828-93ba-5485-a4bf-a06b93f7cec3,Max Chilton,max chilton,59,VALID_RETAINED,True,True,227.61,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,fb65c8cf-d1c6-583e-9563-6c22e29bb081,Max Chilton,max chilton,59,VALID_RETAINED,True,True,227.61,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,954d29f8-6770-5c41-9322-b23c885935ef,Jack Harvey,jack harvey,60,VALID_RETAINED,True,True,231.6,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,e7089fb7-0048-5bb8-8589-cc5bbc59a6cd,Jack Harvey,jack harvey,60,VALID_RETAINED,True,True,231.6,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,Fernando Alonso,fernando alonso,66,VALID_RETAINED,True,True,229.788,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,1a120ea2-c723-5585-8ec6-30169bb44ca7,JR Hildebrand,jr hildebrand,67,VALID_RETAINED,True,True,228.275,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,72b65040-5363-5722-b1cd-297bffa2af77,Oliver Askew,oliver askew,7,VALID_RETAINED,True,True,230.507,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,49fbc16c-9d6c-5076-a96b-2b64ebe2bbac,Oliver Askew,oliver askew,7,UNKNOWN,False,True,230.507,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2020,518373d9-25de-58cf-8315-f6c215b6f672,Marcus Ericsson,marcus ericsson,8,VALID_RETAINED,True,True,231.763,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,25ddda12-052a-5d71-ac52-6e96cf8edab9,Marcus Ericsson,marcus ericsson,8,VALID_RETAINED,True,True,231.763,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,a3016f3b-449e-576c-bf0f-284c71eddb34,Ben Hanley,ben hanley,81,VALID_RETAINED,True,True,222.086,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,Ben Hanley,ben hanley,81,VALID_RETAINED,True,True,222.086,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,Colton Herta,colton herta,88,VALID_RETAINED,True,True,231.595,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,0817e595-17c0-5e20-94bc-6778006bf613,Colton Herta,colton herta,88,VALID_RETAINED,True,True,231.595,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,a453921d-72c6-5030-aea8-b3500366bce1,Colton Herta,colton herta,88,UNKNOWN,False,True,231.595,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2020,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,Scott Dixon,scott dixon,9,VALID_RETAINED,True,True,232.29,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,33a57398-b346-53e3-b5e5-369a3ca71efc,Scott Dixon,scott dixon,9,VALID_RETAINED,True,True,232.29,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,Scott Dixon,scott dixon,9,VALID_RETAINED,True,True,232.29,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2020,f72a4ad2-cc9e-5aae-a17b-6afc989208f3,Scott Dixon,scott dixon,9,UNKNOWN,False,True,232.29,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,False,True,False,False,CORE_DEVELOPMENT
2020,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,Marco Andretti,marco andretti,98,VALID_RETAINED,True,True,233.491,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,c52b77d3-be73-50d2-86d6-940d8843fb36,Helio Castroneves,helio castroneves,06,VALID_RETAINED,True,True,230.512,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,dd861da8-2808-5250-a9ca-b0d6cd1a136f,Helio Castroneves,helio castroneves,06,UNKNOWN,False,True,230.512,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2021,f31f214f-a151-5b1d-afaf-bb7103c2d514,JR Hildebrand,jr hildebrand,1,VALID_RETAINED,True,True,229.973,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,68ce6e9c-b7e9-5fc3-8a4d-70642e974eaf,Alex Palou,alex palou,10,VALID_RETAINED,True,True,232.155,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2021,6022e0ee-320a-5cc2-9a1f-de9ee4552b64,Alex Palou,alex palou,10,UNKNOWN,False,True,232.155,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2021,c150c8f9-470c-58e6-8766-44b6b751369f,Charlie Kimball,charlie kimball,11,VALID_RETAINED,True,True,228.52,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,39b9e374-3daa-551c-8478-eb7d1f44f74e,Charlie Kimball,charlie kimball,11,UNKNOWN,False,True,228.52,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2021,6992580a-0371-5eda-b01d-2adaca099ff4,Will Power,will power,12,WITHDRAWN,True,True,229.847,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,5aa71106-e201-5143-bb9a-21ccf4063a9e,Will Power,will power,12,VALID_RETAINED,True,True,229.847,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,da571070-dc03-5eb8-ac88-efd026c446d8,Sebastien Bourdais,sebastien bourdais,14,VALID_RETAINED,True,True,229.426,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,696a641a-81d7-5a8c-842f-4f3170a4b8e4,Graham Rahal,graham rahal,15,VALID_RETAINED,True,True,231.518,NO_TOW_SINGLE_LAP,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,8f660bff-74bd-551e-9007-95b730f87e7d,Simona De Silvestro,simona de silvestro,16,VALID_RETAINED,True,True,229.477,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,adc26df0-920d-5dc7-a952-03b3fb57700a,Simona De Silvestro,simona de silvestro,16,VALID_RETAINED,True,True,229.477,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,73af9176-8333-59df-915e-2cc1016f64b2,Simona De Silvestro,simona de silvestro,16,VALID_RETAINED,True,True,229.477,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,False,True,False,False,CORE_DEVELOPMENT
2021,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,Ed Jones,ed jones,18,VALID_RETAINED,True,True,231.569,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,4085390f-e83a-5315-8def-464aeb920059,Ed Jones,ed jones,18,VALID_RETAINED,True,True,231.569,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,Josef Newgarden,josef newgarden,2,VALID_RETAINED,True,True,230.479,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,2493785c-dc47-5ba6-8d28-5398e7a11983,Josef Newgarden,josef newgarden,2,VALID_RETAINED,True,True,230.479,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,bcd24d81-7b19-5290-b6d7-b3ce5ce41195,Ed Carpenter,ed carpenter,20,VALID_RETAINED,True,True,230.901,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,407a503c-1695-5af6-9b88-28e9d802c8d1,Rinus VeeKay,rinus veekay,21,VALID_RETAINED,True,True,231.325,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,c10dbae2-ca30-5e09-88ab-298fcf7fa163,Rinus VeeKay,rinus veekay,21,VALID_RETAINED,True,True,231.325,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,5f22f207-f450-5086-ab38-14fe980d9fed,Simon Pagenaud,simon pagenaud,22,VALID_RETAINED,True,True,229.792,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,e3c7eeaf-cbaf-5422-884d-cedc51f8a845,Sage Karam,sage karam,24,VALID_RETAINED,True,True,229.536,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2021,6b3a0fca-f386-5a86-84cb-5568e38f1a7e,"Karam, Sage",karam sage,24,UNKNOWN,False,False,,,False,False,False,False,False,False,CORE_DEVELOPMENT
2021,12faeebe-b12f-56ea-bdbc-3eb607ca8089,Sage Karam,sage karam,24,UNKNOWN,False,True,229.536,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2021,dd6ef9d4-4ac9-5788-b1fb-f4ab1bdd9311,Sage Karam,sage karam,24,UNKNOWN,False,True,229.536,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2021,8c31470a-6324-527c-bfc3-fe19d8c1dc4d,Stefan Wilson,stefan wilson,25,VALID_RETAINED,True,True,230.977,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,09935cc4-f542-569f-b50c-7460e0663860,Stefan Wilson,stefan wilson,25,VALID_RETAINED,True,True,230.977,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,8ac7badc-828c-5c70-bbf4-d92f136c2564,Stefan Wilson,stefan wilson,25,VALID_RETAINED,True,True,230.977,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,e9da8645-6367-51bf-8601-3670e9e76c5e,Colton Herta,colton herta,26,VALID_RETAINED,True,True,232.784,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,90108456-7f40-5313-a9ff-43273b65d2f0,Colton Herta,colton herta,26,VALID_RETAINED,True,True,232.784,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,69b27d9b-5386-5a2c-a855-449bb527fca1,Alexander Rossi,alexander rossi,27,VALID_RETAINED,True,True,231.598,NO_TOW_SINGLE_LAP,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,88cb337e-a17d-5daf-a5c7-2770ed90181f,Ryan Hunter-Reay,ryan hunter reay,28,VALID_RETAINED,True,True,231.539,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,95cca25b-de13-5fc7-81bf-9426674aa35c,James Hinchcliffe,james hinchcliffe,29,VALID_RETAINED,True,True,230.817,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,20b68ba3-153d-53cd-9ef8-e81c295271bf,Scott McLaughlin,scott mclaughlin,3,VALID_RETAINED,True,True,230.415,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,0e1c6c84-a0db-504e-9da0-b66aa65a338c,Takuma Sato,takuma sato,30,VALID_RETAINED,True,True,231.598,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,c4594c6a-a280-5ab3-865f-7da469cc26fa,Takuma Sato,takuma sato,30,UNKNOWN,False,True,231.598,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2021,099ab32a-d351-5011-931c-148b9f3d7921,Dalton Kellett,dalton kellett,4,VALID_RETAINED,True,True,230.197,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,a5d8e516-48e0-58b8-ac13-213c753fc12d,Dalton Kellett,dalton kellett,4,VALID_RETAINED,True,True,230.197,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,Santino Ferrucci,santino ferrucci,45,VALID_RETAINED,True,True,230.924,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,9f01c29b-9065-53ec-8e2f-27c95ba69f0a,Santino Ferrucci,santino ferrucci,45,UNKNOWN,False,True,230.924,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2021,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,Conor Daly,conor daly,47,VALID_RETAINED,True,True,230.627,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,fb947c1e-3d51-506f-bbbc-12ecbcdce5da,Conor Daly,conor daly,47,VALID_RETAINED,True,True,230.627,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,6b431530-73f9-5f7c-9847-5092f30c1cb4,Tony Kanaan,tony kanaan,48,VALID_RETAINED,True,True,232.69,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,Pato O'Ward,pato o ward,5,VALID_RETAINED,True,True,231.51,NO_TOW_SINGLE_LAP,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,98202c3a-5d68-52fe-91b3-2d520c933594,Pietro Fittipaldi,pietro fittipaldi,51,VALID_RETAINED,True,True,230.666,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,a73699bb-b202-59f3-a140-bd7e85f00aff,Max Chilton,max chilton,59,VALID_RETAINED,True,True,230.473,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,7d5d82b7-9765-51c9-b149-cb7de00d3905,Jack Harvey,jack harvey,60,VALID_RETAINED,True,True,230.84,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,8ff02437-bce9-5d86-b3c7-906d93963538,Jack Harvey,jack harvey,60,VALID_RETAINED,True,True,230.84,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,Felix Rosenqvist,felix rosenqvist,7,VALID_RETAINED,True,True,230.587,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,595096e7-98a7-552c-a5f8-f2f3eeb54d68,Felix Rosenqvist,felix rosenqvist,7,VALID_RETAINED,True,True,230.587,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,d676bd2f-154f-5e4b-aaf0-c7335ff329dd,RC Enerson,rc enerson,75,VALID_RETAINED,True,True,226.055,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,9ef8122c-6313-510b-9d16-813050842537,RC Enerson,rc enerson,75,UNKNOWN,False,True,226.055,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2021,8706f570-3435-5de5-89d4-8c45a08fd99c,Marcus Ericsson,marcus ericsson,8,VALID_RETAINED,True,True,232.531,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,11bd473d-0cf3-56e2-9aa9-fb4487870c59,Juan Pablo Montoya,juan pablo montoya,86,VALID_RETAINED,True,True,230.366,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,f39f497a-d8a0-55e6-8bd1-ef646a4f6e71,Juan Pablo Montoya,juan pablo montoya,86,VALID_RETAINED,True,True,230.366,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
