fused_decision_id,year,driver,regime,action,protected_result_exists_at_decision,assumed_time_remaining_minutes,time_remaining_semantics,n_draws,mc_status,performance_sample_ready,predictive_mean_mph,predictive_sd_mph,performance_support_count,uncertainty_class,current_result_speed_mph,benchmark_type,benchmark_rank,benchmark_speed_mph,p_reattempt_completed,p_final_result_exists,p_no_final_result,p_new_attempt_beats_current_result,p_new_attempt_meets_or_exceeds_decision_benchmark,p_final_result_meets_or_exceeds_decision_benchmark,p_final_result_worse_than_current,p_protected_result_surrendered,expected_new_attempt_speed_mph,expected_final_result_speed_conditional_mph,final_speed_q05_mph,final_speed_q25_mph,final_speed_q50_mph,final_speed_q75_mph,final_speed_q95_mph,wait_mean_minutes,wait_q05_minutes,wait_q50_minutes,wait_q95_minutes,run_duration_mean_minutes,completion_time_mean_minutes,dynamic_competitor_evolution_used,interruption_model_used
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,RETAIN_AND_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.50295,1.0,0.0,0.1414,0.1414,1.0,0.0,0.0,229.6691499820319,230.34418728361828,230.254,230.254,230.254,230.254,230.98492084994916,23.79675,5.0,15.0,45.0,2.599168967678737,26.395918967678735,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,RETAIN_AND_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.5003,1.0,0.0,0.1428,0.1428,1.0,0.0,0.0,229.67622433051793,230.34140585088227,230.254,230.254,230.254,230.254,230.96592173847856,23.72625,5.0,15.0,45.0,2.5994490941176847,26.325699094117684,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,RETAIN_AND_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.74915,1.0,0.0,0.21035,0.21035,1.0,0.0,0.0,229.67025229536182,230.3822101448261,230.254,230.254,230.254,230.254,231.16332528035468,23.77875,5.0,30.0,45.0,2.5993011086629716,26.37805110866297,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,RETAIN_AND_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,1.0,1.0,0.0,0.2853,0.2853,1.0,0.0,0.0,229.67783420741978,230.43278495894222,230.254,230.254,230.254,230.36310772089308,231.34691603344697,23.57025,5.0,15.0,45.0,2.599083081016012,26.16933308101601,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,229.66185812449763,,,,,,,23.76425,5.0,15.0,45.0,2.599231882748326,26.363481882748328,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.24915,0.24915,0.75085,0.07055,0.07055,0.07055,0.92945,1.0,229.6682945397259,229.6625787230515,227.97000109747952,228.98380506340678,229.65084601530003,230.36378102713417,231.31162631486993,23.7765,5.0,30.0,45.0,2.599439200819164,26.375939200819168,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.2442,0.2442,0.7558,0.0672,0.0672,0.0672,0.9328,1.0,229.66059814298106,229.6520501980558,227.98704461718808,228.96225315470073,229.66179812737943,230.32771635541638,231.33258860065047,23.9685,5.0,30.0,45.0,2.5994110396137966,26.567911039613797,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.5008,0.5008,0.4992,0.1435,0.1435,0.1435,0.8565,1.0,229.68341187696754,229.6937715970991,228.04199146557318,229.02482075443336,229.68447251779975,230.37143058389577,231.36331203434648,23.68825,5.0,15.0,45.0,2.5994477484871807,26.28769774848718,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.50175,0.50175,0.49825,0.14095,0.14095,0.14095,0.85905,1.0,229.67213728563274,229.6593629068934,227.99311902232532,228.97128635882336,229.64305167089083,230.33729349581867,231.3547876864712,23.66425,5.0,15.0,45.0,2.5992983347435694,26.26354833474357,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,0.7511,0.7511,0.2489,0.2145,0.2145,0.2145,0.7855,1.0,229.67070294381986,229.67728713599908,228.00361567767837,228.9993560513778,229.68444043160073,230.36783662038607,231.3410526602561,23.7335,5.0,30.0,45.0,2.599665141837138,26.333165141837135,False,False
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,2020,Felix Rosenqvist,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.672042420814,1.006927726693,,MODERATE_N_10_19,230.254,FAST_NINE_ADVANCEMENT,9.0,230.254,1.0,1.0,0.0,0.2815,0.2815,0.2815,0.7185,1.0,229.66441655848465,229.66441655848465,228.00986383127074,228.97709703568128,229.66421003701325,230.34915975391004,231.31291404844367,23.9115,5.0,30.0,45.0,2.5990656607998868,26.510565660799887,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,STOP,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.154,229.154,229.154,229.154,229.154,229.154,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,229.07849573497631,229.154,229.154,229.154,229.154,229.154,229.154,23.7465,5.0,30.0,45.0,2.599437220263697,26.345937220263696,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.2476,1.0,0.0,0.11335,0.01585,0.01585,0.0,0.0,229.0701177116816,229.23812083216495,229.154,229.154,229.154,229.154,229.86232087469497,23.8355,5.0,30.0,45.0,2.599041733020488,26.434541733020485,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.2457,1.0,0.0,0.11455,0.01675,0.01675,0.0,0.0,229.07632983114206,229.24216183972433,229.154,229.154,229.154,229.154,229.91875049835792,23.715,5.0,15.0,45.0,2.5992239431864466,26.314223943186448,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.5021,1.0,0.0,0.23215,0.0338,0.0338,0.0,0.0,229.07004050386752,229.33003148437655,229.154,229.154,229.154,229.154,230.31950104169326,23.6875,5.0,15.0,45.0,2.5992069287408026,26.286706928740802,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.4992,1.0,0.0,0.2296,0.0335,0.0335,0.0,0.0,229.08051753442996,229.32871280577305,229.154,229.154,229.154,229.154,230.3486575009384,23.7565,5.0,30.0,45.0,2.5994926048928573,26.35599260489285,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.75365,1.0,0.0,0.35525,0.0519,0.0519,0.0,0.0,229.07682386917853,229.42181094050432,229.154,229.154,229.154,229.50308022403823,230.56139529852024,23.61875,5.0,15.0,45.0,2.5992661423170818,26.218016142317083,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,RETAIN_AND_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,1.0,1.0,0.0,0.46505,0.06495,0.06495,0.0,0.0,229.06994035135918,229.49976021908626,229.154,229.154,229.154,229.72294217485052,230.6748047641903,23.70825,5.0,15.0,45.0,2.599239045942176,26.307489045942173,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,229.07036837120316,,,,,,,23.61,5.0,15.0,45.0,2.599212896455249,26.20921289645525,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.24785,0.24785,0.75215,0.11625,0.0174,0.0174,0.88375,1.0,229.07758766226536,229.08186860646708,227.4849054390733,228.41675003472398,229.06393486464503,229.74808683565698,230.7115241906502,23.9755,5.0,30.0,45.0,2.5990417400956676,26.57454174009566,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.2512,0.2512,0.7488,0.1185,0.01645,0.01645,0.8815,1.0,229.08047317838486,229.0764434413688,227.45772793360936,228.4146160040642,229.08798132129152,229.76152127162618,230.631132375636,23.7635,5.0,30.0,45.0,2.599352255344161,26.36285225534416,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.48985,0.48985,0.51015,0.2288,0.0335,0.0335,0.7712,1.0,229.06911452035783,229.06981302954924,227.45993820719121,228.40611510715087,229.06755199238356,229.72586157708352,230.70227164138515,24.02325,5.0,30.0,45.0,2.5992404111459617,26.62249041114596,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.4914,0.4914,0.5086,0.22925,0.03625,0.03625,0.77075,1.0,229.06804244079626,229.0681836415678,227.42050717082893,228.3977189467337,229.06718820776672,229.73454720910217,230.72988301464656,23.90425,5.0,30.0,45.0,2.5992275384410877,26.503477538441086,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,0.75165,0.75165,0.24835,0.35075,0.04995,0.04995,0.64925,1.0,229.06957823169296,229.06988616399983,227.43366844238932,228.39792195008832,229.06656419654354,229.75370344556535,230.66985572169162,23.70375,5.0,15.0,45.0,2.5995241677193004,26.303274167719298,False,False
DAY1::DAY1_2020_14_POST_FIRST_ATTEMPT,2020,Tony Kanaan,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.073643121302,0.982030913133,,LATER_N_20_PLUS,229.154,FAST_NINE_ADVANCEMENT,9.0,230.539,1.0,1.0,0.0,0.46695,0.0686,0.0686,0.53305,1.0,229.08303003317747,229.08303003317747,227.4756389418974,228.42111647354687,229.07131638795727,229.74371772164363,230.7061471995299,23.59425,5.0,15.0,45.0,2.599316012298416,26.19356601229842,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_20_POST_FIRST_ATTEMPT,2020,Ed Carpenter,DAY1,STOP,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,228.835373397436,1.002973576869,,MODERATE_N_10_19,229.811,FAST_NINE_ADVANCEMENT,9.0,230.254,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.811,229.811,229.811,229.811,229.811,229.811,0.0,0.0,0.0,0.0,0.0,0.0,False,False
